group,quantity,Index,date,name
ALCOHOL,8,598,2018-01-07,PIWO SAMERSBY BLACKBERRY 0_5 L PUSZKA
SWEETS,7,19458,2018-01-04,ZAJAC ROOL
SWEETS,30,19624,2018-01-05,WAFLE GÓRALKI ORZECH 50 G
TABLETS,2,21233,2018-01-08,TABLETKI POLOPIRYNA S/10/
CHEMISTRY,1,3571,2018-01-10,ZESZYT 60 K KRATKE
GENERAL_FOOD,1,13487,2018-01-09,SMAK MAK WOLOWINKA W GALARECIE 200G
VEGETABLES,13.85,21368,2018-01-01,KT POMIDOR MALINOWY
ALCOHOL,3,994,2018-01-12,PIWO NOCNY MAREK 0_5 L B/BEZW
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16104,2018-01-02,PRZYPR.PRYMAT WLOSZCZYZNA SUSZONA 100G
ICE_CREAMS_FROZEN,6,15113,2018-01-05,LODY KORAL SNIEZKA
POULTRY,0.45,17175,2018-01-08,KIE?BASA ROZNOWA Z SEREM KG
DAIRY_CHESSE,1,8630,2018-01-12,SER CAPRESI 150 G SMIETANK.
GENERAL_FOOD,3,13030,2018-01-06,ZUPA VIFON TAJSKA
SPICES,6,18075,2018-01-02,FASOLA  PIEKNY JAS 400G KROS
DAIRY_CHESSE,25,7069,2018-01-04,MAR NIEZBEDNA KOSTKA 250GR
GENERAL,9,12061,2018-01-12,ZESTAW WIGILIJNY 250 G SUSZ
DRINK_JUICE,3,10559,2018-01-11,NAP TYMBARK 1 L  CZER.GREJFRUT 1L
COOKIES_BULK,2,6317,2018-01-09,WATA CUKROWA 400 G
CHEMISTRY,1,1979,2018-01-01,TYTAN 0_7 L BAKTERIOBOJCZY
DAIRY_CHESSE,5.36,7502,2018-01-06,SER EDEN/GOUDA/MORSKI/EDEK
GENERAL_FOOD,25,12069,2018-01-01,AMINO BLYSK.POMIDOROWA
DRINK_JUICE,6,10276,2018-01-09,STAR CHIPS SER ZIEMNIAKI 125 G
DRINK_JUICE,12,10532,2018-01-11,NAP ENERGET ROSKST 250 ML PUSZKA
CIGARETTES,2,5420,2018-01-08,PAP WINSTON BLUE
SWEETS,11,20004,2018-01-07,RYZ PREPAROWANY 70 G
ICE_CREAMS_FROZEN,11,14923,2018-01-04,LODY CHOCKOBERRY 60 ML
CHEWING_GUM_LOLIPOPS,51,4171,2018-01-06,GUMA ORBIT SPIRMINT DRAZE
CHIPS_FLAKES,4,4811,2018-01-12,CHRUPKI CZEKOLADOWE 80 G
GENERAL_ITEMS,60,17825,2018-01-11,POMPKA ORANGE 5 ZL
SWEETS,25,20639,2018-01-10,PRINCE POLO XXL 52G CLASSIC
CHEMISTRY,19,2221,2018-01-03,PERSIL DUO-CAPS 32 SZT
TABLETS,1,21262,2018-01-10,PLASTER POLSKI LEK OPATRUNKOWY
GENERAL_FOOD,14,12464,2018-01-03,O POPCORN 250 G
GROATS_RICE_PASTA,15,14255,2018-01-05,MAKARON ABAK BABUNI 250G 2 JAJ
ALCOHOL,1,22879,2018-01-12,WODKA FINLANDIA 0_7L 40%
GENERAL,1,11338,2018-01-03,KRAKUS GULASZ ANGIELSKI  155G
CHEMISTRY,7,1997,2018-01-01,ZMYWAK KUCZENNY Z UCHWYTEM
POULTRY,1,11045,2018-01-09,PLATY SLEDZ.SMAZ.OCET 800G SEKO
ICE_CREAMS_FROZEN,0.42,14781,2018-01-02,PALUSZKI RYBNE  LUZ
ALCOHOL,143,1020,2018-01-12,PIWO ZUBR 0_5L PUSZKA
GENERAL_ITEMS,5,17844,2018-01-02,PODKOLANOWKI-SKARPETY 2 PART
VEGETABLES,42.43,22232,2018-01-12,KT PIETRUSZKA LUZ KORZE?
CIGARETTES,2,5558,2018-01-10,ZNICZ S -205
CHEMISTRY,6,2480,2018-01-05,GILLETTE MASZYNKA BLU 2 PLUS
VEGETABLES,0.41,21406,2018-01-02,KT CUKINIA KG
ICE_CREAMS_FROZEN,11,14953,2018-01-04,LODY LULEK BARWIACY
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,10,16092,2018-01-02,MUSZTARDA SAREPSKA 200G PEGAZ
GENERAL_FOOD,1,12613,2018-01-04,KNORR G.K. KURKOWA Z MAKARONEM 13 G
CIGARETTES,2,5493,2018-01-10,GILZY GOLDEN 450+100GR
ALCOHOL,25,536,2018-01-06,PIWO WARKA RADLER O% 0_5 B/Z
ICE_CREAMS_FROZEN,1,15647,2018-01-08,LODY SORBET 450 ML
DRINK_JUICE,4,10017,2018-01-08,NAP NAPI JABLKO 1_5 L N/G
DRINK_JUICE,3,9160,2018-01-03,ZBYSZKO ORANZADA CZERWONA 1_5 L
POULTRY,2,1777,2018-01-11,BRZOSKWINIE SANDRA 820G
SWEETS,25,19278,2018-01-03,ZAJAC MA?Y 30 G
POULTRY,0.33,17098,2018-01-05,WATROBIANKA KG
DRINK_JUICE,5,9094,2018-01-03,NAP TYMBARK 1 L POLSKI OGROD
CHEMISTRY,14,3150,2018-01-08,WIN GALARETKA MALINOWA 75GR
GROATS_RICE_PASTA,1,14312,2018-01-06,MAKARON KOLECZKI 250 G CZANIEC
DAIRY_CHESSE,25,6494,2018-01-01,?ACIATY SEREK Z CEBULA I SZCZ_135G
POULTRY,5,11007,2018-01-08,SALATKA PIK Z MAKRELI 170 G
CHIPS_FLAKES,1,4519,2018-01-05,CRANCHIPS KEBAB
SWEETS,3,19485,2018-01-05,BOMBONIERA GALARE.W CZEKOL WISNIA 190 G
SPICES,2,18119,2018-01-02,PRYMAT PRZYP.DO KURCZAKA
COFFEE TEA,5,5859,2018-01-04,POP CORN SOLONY 90 G
CHEMISTRY,4,3988,2018-01-12,ZAROWKA 60
SPICES,1,18052,2018-01-01,PRYMAT PRZYPRAWA DO MI?SA MIELONEGO 20G
DAIRY_CHESSE,0.65,7120,2018-01-04,SER SWOJSKI Z OLIWKAMI KGKORYCINSKI KG
GENERAL_FOOD,1,13870,2018-01-12,DR LUKIER KOLOR 100G
GENERAL_ITEMS,3,33,2018-01-04,EVA MYDLO W PLYNIE Z DOZ 500 MML
CHEMISTRY,3,3511,2018-01-10,PLYN D/NACZ GIGUS 1L LEMON
SPICES,1,18569,2018-01-09,KNORR TYMIANEK Z POLSKI
SWEETS,1,19737,2018-01-06,JACOBS VELVET  100G ROSP.SLOIK
GENERAL_FOOD,37.48,12744,2018-01-05,KAPUSTA  KISZONA LUZ
ALCOHOL,1,22386,2018-01-02,WODKA ZUBROWKA CZARNA 0_5 L 40%
CIGARETTES,20,5521,2018-01-10,PAP PAL MAL MINT  LINK
GENERAL_FOOD,2,12286,2018-01-02,OTREBY PSZENNE 125 STOISLAW
CIGARETTES,16,5590,2018-01-11,PAP PS  BLU 100
ALCOHOL,8,563,2018-01-07,PIWO EB 0_5 L PUSZKA
CHEWING_GUM_LOLIPOPS,7,4083,2018-01-03,GUMA ORBIT WHIT TOREBKA 25 FRESH
SWEETS,75,19301,2018-01-04,BATON MILKY WAY 21 5
CHEWING_GUM_LOLIPOPS,8,4286,2018-01-10,RYZ PRWPAROWANY 90 G
ICE_CREAMS_FROZEN,2,15912,2018-01-11,LODY TORTUFFO CZEKOLADA
CHEMISTRY,2,3613,2018-01-11,DRUCIAK SPIRALNY
DAIRY_CHESSE,4,8515,2018-01-11,WIN SOS PIECZENIOWY DELIKATNY
DRINK_JUICE,1,9882,2018-01-07,WODA KOKOSOWA 250 ML Z MANGO
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,14,16780,2018-01-11,WIN MAJONEZ 400G
CHEMISTRY,1,3336,2018-01-09,SPIRYTUS SALICYNOWY 90 G
DAIRY_CHESSE,13,7624,2018-01-07,HOCHL.SZCZYP.CEB.100G BLOK TOPIONY
CHEMISTRY,10,3903,2018-01-12,PERSIL DUO-CAPS 32 SZT
CHEMISTRY,1,2962,2018-01-07,ZESZYT 16 K KRATKE
ICE_CREAMS_FROZEN,71,15867,2018-01-10,WODA AQA 1_5 L GAZ
GENERAL_FOOD,2,13299,2018-01-08,PRAZYNKI  GYROS 130 G
GENERAL,2,11517,2018-01-05,WAFLE RYZOWE W CZEK.MLECZNEJ SONKO65 G
SPICES,1,18685,2018-01-11,MARCO-POLP 18 ZIO? SW MATEUSZA 50 G
GENERAL,1,11928,2018-01-11,CIASTKO TWIN 8 SZT KAKAO
CHEMISTRY,1,3195,2018-01-09,BREF 4 FORMU?A POWER
CIGARETTES,9,5481,2018-01-09,PAP ROTHMANS MINT LINK
DAIRY_CHESSE,5,8133,2018-01-09,SMIETANA 18 400G SREM
ALCOHOL,2,22507,2018-01-05,NAP SPIR BARMANSKA 0_5 L
DRINK_JUICE,2,9069,2018-01-03,NAP MIRINDA ORANGE GAZ.1L
DRINK_JUICE,47,9374,2018-01-05,KUBUS WATERRR MALINA 0_5L
POULTRY,0.405,17255,2018-01-10,PAROWKOWA Z SZYNKI  KG
CIGARETTES,1,5446,2018-01-09,PAP LM LINK MINT
DAIRY_CHESSE,2,6595,2018-01-02,DA DANONKI MEGA TRUSKAWKA/BANAN
ICE_CREAMS_FROZEN,9,15910,2018-01-11,LODY ROZEK NORDIS
CHIPS_FLAKES,7,4402,2018-01-02,LAYS KARBOWANE 140 ZIEL  CEBULA
ICE_CREAMS_FROZEN,2,15905,2018-01-11,LODY MAXX POP
SWEETS,2,20216,2018-01-08,SCHOGETTEN CZEKOL.100G TRI
BREAD,1,1248,2018-01-06,S BABKI 0_35KG
DAIRY_CHESSE,6,7958,2018-01-09,BAKOMA KAWA SATINO 240 ML
POULTRY,3.67,11142,2018-01-12,MAKRELA WEDZONA
GENERAL_ITEMS,7,17744,2018-01-03,KARMA MR DOG SUPREME 500G
SWEETS,63,19665,2018-01-06,BATON MILKY WAY 21 5
DRINK_JUICE,8,8982,2018-01-02,WODA NESTI 0_33 N/G
ALCOHOL,1,22592,2018-01-06,WODKA STOCK 0_7L
BREAD,197,1109,2018-01-03,BULKA MASLANA MALA1
GENERAL_ITEMS,1,17741,2018-01-03,KARMA CHAPPI  WOLOW/WARZYWA 500G
SPICES,1,18392,2018-01-06,WIN MAGI W P?YNIE 960 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16698,2018-01-10,ROLMOPSY POLARICA 400G
CHEMISTRY,3,3523,2018-01-10,PUR 900 ML BALSAAM
GENERAL_FOOD,45,13354,2018-01-08,WIN SOS PIECZ/CIEMNY 30G
DRINK_JUICE,2,10255,2018-01-09,NAP TYMBARK 2 L ASPET.JAB?KO+RABARBER
POULTRY,30,1538,2018-01-02,PROFI PASZTET Z POMIDOREM 131G
GROATS_RICE_PASTA,26,14644,2018-01-12,ROGAL 7 DAYS ORZECH
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16098,2018-01-02,PAPRYKA KONS.SLONECZNY OGROD 650G
ICE_CREAMS_FROZEN,1.845,15805,2018-01-10,FILET Z MIRUNY
POULTRY,0.625,17284,2018-01-11,METKA CEBULOWA KG
CHEMISTRY,2,2510,2018-01-05,MYDLO SAFINA 90 G OLIWKA
GENERAL_FOOD,2,13874,2018-01-12,DZEM SL.OGROD WISNIA 280G
CIGARETTES,10,5284,2018-01-06,ZAPALKI
DAIRY_CHESSE,38,7020,2018-01-04,GOS.SMIETANKA 18% 250ML GOSTYN
VEGETABLES,8.28,21519,2018-01-03,KT ZIEMNIAK WCZESNY KG
POULTRY,3,10828,2018-01-02,FILETY Z MAKRELI W OLEJU 170 G FALA
CIGARETTES,66,5111,2018-01-04,PAP RGD SUPER PINK
COFFEE TEA,1,5886,2018-01-05,KAWA NESCAFE CLASSIC 100 G
GENERAL_ITEMS,4,17539,2018-01-01,MAR MLECZNA 250G KRUSZWICA
GENERAL,2,11263,2018-01-02,KNORR NUDLE PIECZONY KURCZAK  61 G
ICE_CREAMS_FROZEN,32,15603,2018-01-08,LODY ORANZADA 100 ML HELLENA
SWEETS,3,20490,2018-01-09,ZELKI NIM 2 HAPPIES 130 G
GENERAL_FOOD,3,12657,2018-01-04,SOL 1KG O.SOLE
SPICES,4,18428,2018-01-07,KNORR KMIN RZYMSKI 15G
GENERAL_FOOD,5,13343,2018-01-08,WIN KISIEL TRUSKAWKOWY 77G
SWEETS,1,20785,2018-01-11,KALENDARZ ADWENTOWY
ICE_CREAMS_FROZEN,5,14839,2018-01-03,LODY KAKTUS 45ML
CHEMISTRY,10,2214,2018-01-03,PAPIER TOALET.MAWA
CHEMISTRY,4,2171,2018-01-03,E PROSZEK 300G WHITE
DAIRY_CHESSE,15,7043,2018-01-04,JOGOBELA ZE ZBOZAMI 200 G
CHIPS_FLAKES,12,4774,2018-01-10,STAR CHIPS SER POMIDOR 125 G
ICE_CREAMS_FROZEN,3,15924,2018-01-11,PYZZY Z MIESEM 450 G
GROATS_RICE_PASTA,2,14026,2018-01-01,KASZA GRYCZANA 4 X 100G SONKO
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,23,16015,2018-01-01,KONCENTRAT DAWTONA 200G SLOIK
CIGARETTES,38,5285,2018-01-06,ZAPALNICZKA KOLOR
SWEETS,1,20544,2018-01-10,CIASTKA MALTIKEKS GATDEN 350GR
DAIRY_CHESSE,51,7132,2018-01-04,SEREK WIEJSKI 200G ZIARNISTY COTTAGE
CIGARETTES,41,5248,2018-01-06,PAP PAL MAL LINK BLU
BREAD,468,1231,2018-01-06,C CHLEB KROJONY 0_6 KG
DRINK_JUICE,1,8990,2018-01-02,WODA ZYWIEC 1_5 L N/G JABLKO
DRINK_JUICE,25,10662,2018-01-12,NAP COCA COLA 1L
DRINK_JUICE,1,8976,2018-01-02,WODA JURAJSKA Z JODEM 1_5 L GAZ
SPICES,2,18580,2018-01-09,PRYMAT PRZYPRAWA DO GRZANCA 40G
CIGARETTES,66,5369,2018-01-08,PAP LD MENTHOL SUPER SLIM
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,4,16387,2018-01-06,WIN SOS CZOSNKOWY 250ML
DRINK_JUICE,14,10143,2018-01-09,FRUGO ZIELONE 0_25 PET
GENERAL_ITEMS,2,17892,2018-01-05,PODKOLANOWKI-SKARPETY 2 PART
CHEMISTRY,1,3389,2018-01-10,BLOK NOTE 100K
GENERAL,2,11865,2018-01-10,KNORR G.K MAKARON BOLONSKI
CHEMISTRY,1,3151,2018-01-08,WIREK PLYN DO PRANIA 1 L BIEL
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,48,16159,2018-01-03,O KINDER MAX 2*23G
DRINK_JUICE,50,9750,2018-01-07,KUBUS WATER 0_5 L TRUSKAWKA
ICE_CREAMS_FROZEN,2,15501,2018-01-07,LODY TORTUFFO KOKOS
ALCOHOL,1,23143,2018-01-11,WINO MONTE ORYGINS? 0_75 L S?OD
DAIRY_CHESSE,1,8028,2018-01-09,HOCHL.ZIOLA 100G BLOK TOPIONY
GENERAL,1,11737,2018-01-08,PASSATA 680 G LOWICZ
SPICES,2,18186,2018-01-03,PRYMAT GRILL PIKANTNT 20G
CHEMISTRY,1,3925,2018-01-12,PODPASKI NATURELLA 8 MAX
CIGARETTES,43,5601,2018-01-11,PAP RGD LINK BLU
CHIPS_FLAKES,1,4798,2018-01-11,PLATKI MLEKOLAKI KOLKA MIODOWE 250 G
SWEETS,7,19377,2018-01-04,KINDER CHOCOLATE 100G
ALCOHOL,4,22338,2018-01-02,NAP SPIR SASKA SLIWKA 0_2
SWEETS,51,20508,2018-01-10,BATON KINDER BUENO 43G
CHEMISTRY,1,1883,2018-01-01,HELP PLYN DO PLUKANIA 1 L FRESH
CHEMISTRY,1,2107,2018-01-02,TASMA PAKOWA SZEROKA
DRINK_JUICE,20,9208,2018-01-04,NAP COCA COLA ZERO 0_5L
GROATS_RICE_PASTA,6,14155,2018-01-03,MAKARON ABAK BABUNI 250G 2 JAJ
DRINK_JUICE,12,10590,2018-01-11,STAR CHIPS SER ZIEMNIAKI 125 G
DAIRY_CHESSE,6,6959,2018-01-04,BAKOMA  TWIST TRUSKAWKA 400G
ICE_CREAMS_FROZEN,57,15503,2018-01-07,LODY TWISTER MAX
POULTRY,0.84,17200,2018-01-09,KABANOS WIELKOPOLSKI KG
CHEMISTRY,10,2747,2018-01-06,SOL ODPLAMIAJACA 25 G
ICE_CREAMS_FROZEN,19,15181,2018-01-05,LODY TORTUFFO CZEKOLADA
CHEWING_GUM_LOLIPOPS,2,4038,2018-01-02,BOMBONIERA CHERRY 138 G
POULTRY,3.75,17206,2018-01-09,KIELBASA ZWYCZAJNA KG
VEGETABLES,2,21693,2018-01-05,SUROWKA POROWA KUBEK
BREAD,504,1269,2018-01-07,C CHLEB KROJONY 0_6 KG
DRINK_JUICE,26,10346,2018-01-10,KUBUS WATER 0_5 L TRUSKAWKA
GENERAL_ITEMS,1,17931,2018-01-08,RAJSTOPY STRETCH -3
CHEMISTRY,2,2892,2018-01-07,PERSIL 280 G COLOR
GENERAL,5,11660,2018-01-07,MOZZARELLA 125 G MINI
CIGARETTES,46,4970,2018-01-02,PAP ROTMANSY 20 BLU
ALCOHOL,1,22734,2018-01-09,WODKA LUKSUSOWA 0_5L 40%
GENERAL_FOOD,69,12446,2018-01-03,O CIASTKA PIEGUSKI 135 G ROZNE
CHEMISTRY,1,2361,2018-01-04,ODSWIEZACZ SZYSZKA BEZ
GENERAL_FOOD,2,12517,2018-01-03,SOS BOLONSKI  SLOIK DAWT 550G
SPICES,2,18448,2018-01-07,PRYMAT TZATZIKI PIK.SOS CZOSNKOWY
GENERAL_FOOD,2,12171,2018-01-01,SLONECZNIK LUSKANY  200G HELIO
DRINK_JUICE,90,9526,2018-01-05,WODA ZYWIEC 1_5L NIE/GAZ
DAIRY_CHESSE,432,7204,2018-01-05,GOS.MASLO 250G GOSTYN
SWEETS,7,20302,2018-01-09,CHRUPKI KUKURYDZIANE OWOCOWE 80 G
GENERAL_FOOD,3,13987,2018-01-12,WIN  SOS BOLONSKI ITALIANO 46G
DAIRY_CHESSE,1,7957,2018-01-09,BAKOMA GRECKI JOGURT 440 G
ICE_CREAMS_FROZEN,1,15624,2018-01-08,LODY ROLADA PARADISO TRUSKAWKA
CHIPS_FLAKES,5,4375,2018-01-01,SLONECZNIK PRAZONY  Z PRZYPRAWAMI 150G
GROATS_RICE_PASTA,1,14082,2018-01-02,MAK LUBELLA JAJE WSTAZKA 400G
SWEETS,9,20225,2018-01-08,TIC TAC ORANGE 16G
CHEMISTRY,7,3551,2018-01-10,SZCZOTECZKA DO ZEBOW
DAIRY_CHESSE,7,8547,2018-01-12,DA FANTASIA JEZYNA 122G
SWEETS,2,20673,2018-01-10,WAFLE GORALKI MLECZNY 50G
DAIRY_CHESSE,4,7055,2018-01-04,JOGURT SKYR 150 G JAGODA
DRINK_JUICE,2,10597,2018-01-11,WODA CISOWIANKA 0_5L GAZ
GENERAL,2,11893,2018-01-10,SMAK MAK INDYK W GALARECIE 200G
ALCOHOL,2,924,2018-01-11,PIWO LWOWEK MALINA 0_5 L B/ZW
GENERAL_ITEMS,32,17562,2018-01-02,MAR ZWYKLA 250G KRUSZWICA
GENERAL_FOOD,0.695,13310,2018-01-08,SERDELKI Z DROBIEM
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,16393,2018-01-06,WODA AQUA MALINOWA GAZ.2L
SWEETS,83,19941,2018-01-07,KINDER JAJKO JOY
POULTRY,20,11001,2018-01-08,PAPRYKARZ SZCZECINSKI 135G DEGA
CIGARETTES,15,5014,2018-01-03,PAP MARLLBORO. RED
DAIRY_CHESSE,15,7308,2018-01-05,SER MLEKPOL SALAMI ZOLTY PLASTRY
CIGARETTES,12,5052,2018-01-03,WODA AQA 0_5 L GAZ
SWEETS,6,20923,2018-01-12,CIASTKA PALUSZKI 144 G MALINA
GENERAL_FOOD,4,13748,2018-01-11,KROKIETY KASZTELAN 400G
POULTRY,0.25,17056,2018-01-04,SZYNKA DEBOWA/ROLOWANA
CHEMISTRY,1,2929,2018-01-07,SOFTLAN PLYN DO PLUK.NIEB 1 L
GROATS_RICE_PASTA,8,14145,2018-01-03,MAK.LUBELLA SWIDER 500 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16701,2018-01-10,SMAK MAK KOPYTKA
DAIRY_CHESSE,80,8490,2018-01-11,SEREK WIEJSKI 200G ZIARNISTY COTTAGE
ICE_CREAMS_FROZEN,3,15489,2018-01-07,LODY ROZKI CYTRYNA 110 ML
SPICES,6,18484,2018-01-08,KAMIS PAPRYKA SLODKA 20 G
ICE_CREAMS_FROZEN,5,15187,2018-01-05,LODYCARTE DOR 750 ML PRALIN
SWEETS,1,20751,2018-01-11,DR O CIASTO BABECZKI
DAIRY_CHESSE,1,7454,2018-01-06,JOGURT MULLER 150 G CHOCO
GENERAL,2,11732,2018-01-08,MLEKO KOKOSOWE 250 ML CZEKOLADA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,16857,2018-01-12,WIN SOS CZOSNKOWY 250ML
COOKIES_BULK,2.07,6255,2018-01-06,CIAST.KOWOLKA JEZYKI/KOKOSANKI
ALCOHOL,10,474,2018-01-06,PIWO EARL GREY 0_5 L B/BEZW
CIGARETTES,50,5381,2018-01-08,PAP MARLBORO  GOLD
DAIRY_CHESSE,2,8626,2018-01-12,SER BRIE TUREK NATURALNY 125G
GENERAL,3,11482,2018-01-05,MLEKO KOKOSOWE 250 ML
SPICES,2,18044,2018-01-01,PRYMAT KOPEREK SUSZONY
DRINK_JUICE,5,9885,2018-01-07,WODA KROPLA BESKIDU 1_5L N/GAZ
SWEETS,12,20147,2018-01-08,KNORR FIX SPAGHETTI BOLOGNESE EXTRA
SPICES,3,18210,2018-01-04,GALEO LISC LAUROWY 5 G
GENERAL_FOOD,0.17,12108,2018-01-01,KIELBASA PEPERONI KG
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,27,16704,2018-01-10,WIN MAJONEZ 400G
CHEMISTRY,2,3329,2018-01-09,SILAN 1L SENSITIVE.
CHEWING_GUM_LOLIPOPS,24,4292,2018-01-11,GUMA ARBUZ
SPICES,11,18473,2018-01-08,GALEO PAPRYKA SLODKA 16 G
POULTRY,1,11014,2018-01-08,SZPROT W POMIDORACH 330G KORSARZ
ICE_CREAMS_FROZEN,7,15349,2018-01-06,LODY TORTUFFO KOKOS
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,30,15991,2018-01-01,BATON 3BIT 46/51 G
COFFEE TEA,2,6144,2018-01-12,HERBATA EXP.25T AKBAR
SPICES,1,18370,2018-01-06,KNORR PAPRYKA OSTRA Z HISZPANI
ALCOHOL,17,470,2018-01-06,PIWO DESPERADOS 0_4 L
CHEMISTRY,1,3174,2018-01-08,ZESZYT 96 W SZER LINIE
CHIPS_FLAKES,4,4577,2018-01-06,LAYS PAPRYKA 140 G
GENERAL_FOOD,2,12628,2018-01-04,NALESNIKI Z SEREM 400 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,17,16501,2018-01-08,KUBUS GO MARCHEW JABLKO MALINA 0_3L
CHEMISTRY,4,2465,2018-01-05,E DO PLUKANIA ELEGANCE PERFUM 0_9 L
ICE_CREAMS_FROZEN,2,15203,2018-01-05,WARZYWA NA PATELNIE 450 GWLOSKIE
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,24,16678,2018-01-10,NAP TYMBARK 0_25 L  JABL.-ARBUZOWY
CHEMISTRY,2,2390,2018-01-04,PUR 500 ML ACTION 3
CHEMISTRY,1,2444,2018-01-05,BLOK TECHNICZNY
CHEMISTRY,1,3754,2018-01-11,WIREK  PLYN DO PRANIA CZARNYCH 1 L
SWEETS,25,19866,2018-01-07,BATON KNOPERS 25G
GENERAL,1,11500,2018-01-05,SMAK MAK PIEROGI Z SEREM 400G
TABLETS,2,21264,2018-01-10,TABLETKI APAP EXTRA 10SZT
DRINK_JUICE,1,9967,2018-01-08,NAP CAPRIO 2L CZARNA PORZECZKA
CHIPS_FLAKES,4,4651,2018-01-07,SLONACZNIK PRAZONY LEKKO SOLONY 190 G
CHIPS_FLAKES,17,4501,2018-01-04,STAR CHIPS 130 G SER CEBULA
CHEMISTRY,26,1990,2018-01-01,ZAPALKI
ALCOHOL,1,22761,2018-01-10,NAP SPIR ZOLADKOWA GORZKA 36% 0_5L
CIGARETTES,6,5575,2018-01-11,PAP LUCKY STRIKE  BLUE 22 SZT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,14,16497,2018-01-08,KONCENTRAT DAWTONA 200G SLOIK
POULTRY,3.57,11125,2018-01-12,FILET Z MINTAJA MROZONY
CHEMISTRY,3,3854,2018-01-12,KOPERTA 1 SZT
SWEETS,9,19556,2018-01-05,LEMONIADA 0_33 L CYTRYNA
DAIRY_CHESSE,3,8576,2018-01-12,HOCH SER PLASTRY EDAMSKI 135 G
ALCOHOL,13,22435,2018-01-03,WODKA LUKSUSOWA 0_2L
SWEETS,7,20433,2018-01-09,PRINCESSA CHERRY 33 G
GENERAL,1,11408,2018-01-04,MOZZARELLA 125 G MINI
ICE_CREAMS_FROZEN,21,15613,2018-01-08,LODY PIPI WANILIA
CHEWING_GUM_LOLIPOPS,25,4124,2018-01-04,PUDROWE ZEGARKI
SWEETS,8,18918,2018-01-01,WAFLE SUCHE
DRINK_JUICE,1,9131,2018-01-03,WODA PIENINSKA  1_5 L  GAZ
CHIPS_FLAKES,3,4626,2018-01-07,LAYS KARBOWANA PAPRYKA140 G
SWEETS,1,19376,2018-01-04,KARTY
CHEMISTRY,40,3566,2018-01-10,ZAPALKI
ALCOHOL,7,423,2018-01-05,PIWO REEDS 0_5L PUSZKA JABLKOWE
ALCOHOL,3,969,2018-01-12,PIWO DZIKI SAD 0_4 SLIWKA
ICE_CREAMS_FROZEN,2,15235,2018-01-06,LOD ROLADA PARADISO ADWOKAT LUX 1000
BREAD,47,1078,2018-01-02,C CHLEB KROJONY 250G
CIGARETTES,2,4857,2018-01-01,PAP LD RED/WINSTON 100
DAIRY_CHESSE,23,6439,2018-01-01,GOS.MASLANKA NATURALNA
ALCOHOL,2,23118,2018-01-10,WINO MOGEN 0_7 P/S?OD CZERW CONCORD
DAIRY_CHESSE,13,7032,2018-01-04,HOCHL SMIETANKOW 100 G TOPIONY
DAIRY_CHESSE,15,8217,2018-01-10,HOCH TWAR.KANAPKOWY SZCZYPIOREK 130G
ALCOHOL,13,844,2018-01-10,PIWO LECH ORANGE 0_5 L B/ZWROT
POULTRY,8,10795,2018-01-01,FILETY SLEDZIOWE OPIEKANE 800G
BREAD,13,1354,2018-01-09,M BULKA Z RODZYNKAMI
SWEETS,2,20784,2018-01-11,KAKAO AMELIA 80 G
CHIPS_FLAKES,4,4374,2018-01-01,SLONACZNIK PRAZONY LEKKO SOLONY 190 G
DRINK_JUICE,4,10464,2018-01-10,WODA ZYWIEC 0_5 L LIMON N/GAZ
SPICES,5,18457,2018-01-08,APETTITA CYNAMON 20 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,38,16174,2018-01-03,PUDL KONCENTRAT 30%SLOIK 200G
SPICES,7,18168,2018-01-03,KNOR ROSOL Z KURY 3LX6 KOSTKI
SWEETS,1,20031,2018-01-07,WEDEL PTASIE MLECZKO WANILIA 380 G
COOKIES_BULK,2,6236,2018-01-05,BOMBONIERA GALARETKS POM.190 G W CZEK
DAIRY_CHESSE,5,7255,2018-01-05,JOGURT JOVI PITNY BAN+TRUS 350 G
DAIRY_CHESSE,7,7198,2018-01-05,DESER JANA WANILIOWY 120GR
CIGARETTES,4,4971,2018-01-02,PAP WEST
POULTRY,1.42,16916,2018-01-01,KIELBASA WINERKI KG
CHIPS_FLAKES,15,4422,2018-01-02,STAR CHIPS 130 G SER CEBULA
GENERAL_ITEMS,2,17950,2018-01-09,SKARPETY MESKIE
