Index,date,group,quantity,unit_cogs
19681,2018-01-06,SWEETS,1,3.28
500,2018-01-06,ALCOHOL,53,1.87415094339623
3085,2018-01-08,CHEMISTRY,3,2.15
16853,2018-01-12,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,11,4.36
22124,2018-01-11,VEGETABLES,32,2.3984375
1843,2018-01-12,POULTRY,4,3.05
20062,2018-01-08,SWEETS,18,0.74
185,2018-01-02,ALCOHOL,6,2.5
21777,2018-01-06,VEGETABLES,7,2.0
11767,2018-01-08,GENERAL,1,0.92
8142,2018-01-09,DAIRY_CHESSE,1,3.28
5814,2018-01-03,COFFEE TEA,1,8.78
13937,2018-01-12,GENERAL_FOOD,5,3.7
22912,2018-01-01,ALCOHOL,1,7.24
15098,2018-01-05,ICE_CREAMS_FROZEN,4,6.09
6091,2018-01-11,COFFEE TEA,2,2.43
20586,2018-01-10,SWEETS,4,3.15
20789,2018-01-11,SWEETS,25,1.66
14035,2018-01-01,GROATS_RICE_PASTA,10,2.35
510,2018-01-06,ALCOHOL,5,2.51
15825,2018-01-10,ICE_CREAMS_FROZEN,8,1.2
13581,2018-01-10,GENERAL_FOOD,1,4.99
22840,2018-01-11,ALCOHOL,150,2.55
22445,2018-01-03,ALCOHOL,119,2.7305042016806698
2601,2018-01-05,CHEMISTRY,31,0.08
17562,2018-01-02,GENERAL_ITEMS,32,1.24375
7073,2018-01-04,DAIRY_CHESSE,5,2.47
3064,2018-01-08,CHEMISTRY,2,0.84
16986,2018-01-03,POULTRY,2.11,15.60663507109
2614,2018-01-06,CHEMISTRY,3,0.78
3767,2018-01-11,CHEMISTRY,58,0.06
22712,2018-01-09,ALCOHOL,17,3.98529411764706
7403,2018-01-06,DAIRY_CHESSE,1,6.89
1517,2018-01-02,POULTRY,1,1.82
4386,2018-01-01,CHIPS_FLAKES,9,2.23
18884,2018-01-01,SWEETS,2,2.6
5346,2018-01-07,CIGARETTES,2,10.1
23167,2018-01-12,ALCOHOL,2,13.94
19842,2018-01-06,SWEETS,32,1.2
18496,2018-01-08,SPICES,1,1.38
11565,2018-01-06,GENERAL,1,2.91
22202,2018-01-12,VEGETABLES,9,2.54777777777778
9057,2018-01-03,DRINK_JUICE,4,0.87
12972,2018-01-06,GENERAL_FOOD,1,7.4
16109,2018-01-02,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,4,1.42
14991,2018-01-04,ICE_CREAMS_FROZEN,27,2.13
12642,2018-01-04,GENERAL_FOOD,1,4.22
3785,2018-01-12,CHEMISTRY,3,1.78
1469,2018-01-12,BREAD,153.5,2.65211726384365
7119,2018-01-04,DAIRY_CHESSE,60,3.68
4921,2018-01-02,CIGARETTES,6,9.91
6963,2018-01-04,DAIRY_CHESSE,3,1.74
15410,2018-01-07,ICE_CREAMS_FROZEN,14,1.08
8486,2018-01-11,DAIRY_CHESSE,7,0.99
8043,2018-01-09,DAIRY_CHESSE,16,1.66
11425,2018-01-04,GENERAL,1,2.29
19105,2018-01-03,SWEETS,30,0.52
7405,2018-01-06,DAIRY_CHESSE,48,2.39
20148,2018-01-08,SWEETS,2,0.79
20543,2018-01-10,SWEETS,2,2.13
8575,2018-01-12,DAIRY_CHESSE,1,3.28
11484,2018-01-05,GENERAL,1,3.4
8300,2018-01-10,DAIRY_CHESSE,125,3.86928
18672,2018-01-11,SPICES,4,1.23
8713,2018-01-10,GENERAL_ITEMS,1,3.34
58,2018-01-07,GENERAL_ITEMS,1,10.99
11552,2018-01-06,GENERAL,3,1.49
7227,2018-01-05,DAIRY_CHESSE,10,1.64
2487,2018-01-05,CHEMISTRY,1,5.85
17016,2018-01-03,POULTRY,0.18,20.388888888888896
14137,2018-01-03,GROATS_RICE_PASTA,3,2.02
1097,2018-01-02,BREAD,25.5,1.66588235294118
18171,2018-01-03,SPICES,1,1.29
14446,2018-01-09,GROATS_RICE_PASTA,4,2.4625
21348,2018-01-01,VEGETABLES,0.4,14.575
12993,2018-01-06,GENERAL_FOOD,1,2.3
11790,2018-01-09,GENERAL,11,1.11
15797,2018-01-09,ICE_CREAMS_FROZEN,8,2.47
1081,2018-01-02,BREAD,44.5,2.62
4326,2018-01-12,CHEWING_GUM_LOLIPOPS,19,0.23
22704,2018-01-09,ALCOHOL,8,6.2
8097,2018-01-09,DAIRY_CHESSE,14,2.59
21371,2018-01-01,VEGETABLES,16.59,2.03978300180832
7690,2018-01-07,DAIRY_CHESSE,20,2.492
9260,2018-01-04,DRINK_JUICE,2,3.67
21916,2018-01-08,VEGETABLES,57.77,2.33391033408343
22861,2018-01-12,ALCOHOL,4,3.2
18252,2018-01-04,SPICES,1,0.9
22565,2018-01-06,ALCOHOL,3,8.07
11165,2018-01-01,GENERAL,1,2.17
3255,2018-01-09,CHEMISTRY,1,3.95
4073,2018-01-03,CHEWING_GUM_LOLIPOPS,4,0.605
14860,2018-01-03,ICE_CREAMS_FROZEN,2,0.69
14725,2018-01-01,ICE_CREAMS_FROZEN,1,3.12
7010,2018-01-04,DAIRY_CHESSE,17,2.15
14046,2018-01-01,GROATS_RICE_PASTA,28,1.96
3496,2018-01-10,CHEMISTRY,2,2.95
2097,2018-01-02,CHEMISTRY,18,0.18
6683,2018-01-02,DAIRY_CHESSE,27,2.08444444444444
17419,2018-01-05,OCCASIONAL,1,3.0
4761,2018-01-10,CHIPS_FLAKES,19,1.86
3047,2018-01-08,CHEMISTRY,1,3.79
18585,2018-01-09,SPICES,10,1.85
3671,2018-01-11,CHEMISTRY,2,3.27
9688,2018-01-06,DRINK_JUICE,11,0.78
5999,2018-01-08,COFFEE TEA,6,2.09
9821,2018-01-07,DRINK_JUICE,23,2.37130434782609
2724,2018-01-06,CHEMISTRY,4,1.87
1489,2018-01-01,POULTRY,1,1.82
10822,2018-01-02,POULTRY,1.14,13.201754385964902
8021,2018-01-09,DAIRY_CHESSE,2,3.52
18717,2018-01-12,SPICES,2,0.87
11184,2018-01-01,GENERAL,2,0.94
8505,2018-01-11,DAIRY_CHESSE,2,1.14
1710,2018-01-09,POULTRY,2,4.27
20767,2018-01-11,SWEETS,9,1.05
20324,2018-01-09,SWEETS,3,4.64
15932,2018-01-11,ICE_CREAMS_FROZEN,73,0.46
6472,2018-01-01,DAIRY_CHESSE,8,1.66
18466,2018-01-08,SPICES,1,1.14
16946,2018-01-02,POULTRY,0.36,17.0
19265,2018-01-03,SWEETS,5,1.97
11456,2018-01-05,GENERAL,1,1.07
2070,2018-01-02,CHEMISTRY,19,0.43
4382,2018-01-01,CHIPS_FLAKES,3,2.21
12207,2018-01-01,GENERAL_FOOD,4,1.03
21849,2018-01-07,VEGETABLES,5,1.31
3796,2018-01-12,CHEMISTRY,1,1.51
4309,2018-01-11,CHEWING_GUM_LOLIPOPS,2,1.48
14305,2018-01-06,GROATS_RICE_PASTA,6,1.21
14630,2018-01-12,GROATS_RICE_PASTA,4,4.08
14130,2018-01-03,GROATS_RICE_PASTA,2,1.43
11933,2018-01-11,GENERAL,1,1.86
22680,2018-01-08,ALCOHOL,4,6.9125
14089,2018-01-02,GROATS_RICE_PASTA,7,0.89
13413,2018-01-09,GENERAL_FOOD,0.155,15.870967741935502
13508,2018-01-09,GENERAL_FOOD,7,1.09
7201,2018-01-05,DAIRY_CHESSE,2,6.89
20778,2018-01-11,SWEETS,1,7.99
20918,2018-01-12,SWEETS,3,2.69
13560,2018-01-10,GENERAL_FOOD,7,0.9157142857142858
10715,2018-01-12,DRINK_JUICE,43,0.47
3596,2018-01-11,CHEMISTRY,1,5.2
2697,2018-01-06,CHEMISTRY,1,3.6
23113,2018-01-10,ALCOHOL,1,7.89
14363,2018-01-07,GROATS_RICE_PASTA,8,2.97
15993,2018-01-01,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,5.57
18452,2018-01-07,SPICES,2,1.49
10871,2018-01-03,POULTRY,0.92,9.85869565217391
8294,2018-01-10,DAIRY_CHESSE,3,2.04
8599,2018-01-12,DAIRY_CHESSE,18,1.01
10827,2018-01-02,POULTRY,4,2.51
10196,2018-01-09,DRINK_JUICE,4,1.87
7914,2018-01-08,DAIRY_CHESSE,92,3.88
12557,2018-01-03,GENERAL_FOOD,17,2.50176470588235
16934,2018-01-01,POULTRY,0.33,20.6969696969697
8462,2018-01-11,DAIRY_CHESSE,3,3.09
14690,2018-01-01,ICE_CREAMS_FROZEN,2,2.87
7455,2018-01-06,DAIRY_CHESSE,36,1.88222222222222
10728,2018-01-12,DRINK_JUICE,6,1.935
7548,2018-01-06,DAIRY_CHESSE,10,2.62
19747,2018-01-06,SWEETS,3,1.71
10936,2018-01-06,POULTRY,0.55,23.5090909090909
17564,2018-01-02,GENERAL_ITEMS,3,1.66
11302,2018-01-02,GENERAL,4,4.29
18213,2018-01-04,SPICES,5,0.65
9312,2018-01-04,DRINK_JUICE,133,1.6384962406015
8066,2018-01-09,DAIRY_CHESSE,13,2.25
780,2018-01-09,ALCOHOL,1,4.07
16918,2018-01-01,POULTRY,3.56,18.6460674157303
20935,2018-01-12,SWEETS,3,6.84
12917,2018-01-06,GENERAL_FOOD,1,0.99
14799,2018-01-02,ICE_CREAMS_FROZEN,2,1.97
19195,2018-01-03,SWEETS,4,1.36
14389,2018-01-08,GROATS_RICE_PASTA,6,1.09
15440,2018-01-07,ICE_CREAMS_FROZEN,131,2.13
13020,2018-01-06,GENERAL_FOOD,18,1.02
21021,2018-01-12,SWEETS,11,1.14
21477,2018-01-03,VEGETABLES,154.42,0.586776324310323
16742,2018-01-11,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,7,2.11571428571429
15261,2018-01-06,ICE_CREAMS_FROZEN,13,1.78
16161,2018-01-03,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,9.1
20155,2018-01-08,SWEETS,4,1.49
11696,2018-01-07,GENERAL,1,0.98
5227,2018-01-06,CIGARETTES,72,10.7475
17077,2018-01-05,POULTRY,1.02,12.4411764705882
4272,2018-01-10,CHEWING_GUM_LOLIPOPS,7,2.25
12019,2018-01-12,GENERAL,10,1.81
10066,2018-01-08,DRINK_JUICE,1,1.12
20231,2018-01-08,SWEETS,2,1.29
6896,2018-01-03,DAIRY_CHESSE,9,1.29
4203,2018-01-07,CHEWING_GUM_LOLIPOPS,5,2.25
8408,2018-01-11,DAIRY_CHESSE,13,1.70615384615385
10865,2018-01-03,POULTRY,2,1.54
7160,2018-01-05,DAIRY_CHESSE,1,2.77
22321,2018-01-01,ALCOHOL,9,12.3
16729,2018-01-11,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,6,2.3
14379,2018-01-08,GROATS_RICE_PASTA,1,2.43
22071,2018-01-10,VEGETABLES,3.85,3.5012987012987
10983,2018-01-07,POULTRY,2,2.9
20528,2018-01-10,SWEETS,3,1.66
14924,2018-01-04,ICE_CREAMS_FROZEN,1,1.3
11290,2018-01-02,GENERAL,1,2.56
6585,2018-01-02,DAIRY_CHESSE,1,2.44
11091,2018-01-11,POULTRY,1,4.0
21054,2018-01-12,SWEETS,2,2.15
12273,2018-01-02,GENERAL_FOOD,2,1.12
4631,2018-01-07,CHIPS_FLAKES,6,3.85
15465,2018-01-07,ICE_CREAMS_FROZEN,25,2.01
16849,2018-01-12,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,9.99
2463,2018-01-05,CHEMISTRY,1,1.12
7547,2018-01-06,DAIRY_CHESSE,1,1.79
4872,2018-01-01,CIGARETTES,14,12.8
1970,2018-01-01,CHEMISTRY,1,2.47
8535,2018-01-12,DAIRY_CHESSE,6,1.43
14542,2018-01-11,GROATS_RICE_PASTA,6,1.01
22244,2018-01-12,VEGETABLES,54.5,2.3664220183486204
15091,2018-01-05,ICE_CREAMS_FROZEN,21,2.3385714285714303
4513,2018-01-05,CHIPS_FLAKES,13,1.79
9686,2018-01-06,DRINK_JUICE,2,3.15
22742,2018-01-09,ALCOHOL,163,2.55
1475,2018-01-12,BREAD,20,2.19
4833,2018-01-12,CHIPS_FLAKES,17,2.23
19078,2018-01-02,SWEETS,5,2.24
6619,2018-01-02,DAIRY_CHESSE,30,2.1933333333333302
20139,2018-01-08,SWEETS,21,0.34
6222,2018-01-04,COOKIES_BULK,0.4,19.0
15827,2018-01-10,ICE_CREAMS_FROZEN,11,0.01
3285,2018-01-09,CHEMISTRY,4,3.88
422,2018-01-05,ALCOHOL,3,2.63
22709,2018-01-09,ALCOHOL,5,0.01
10764,2018-01-01,POULTRY,39,3.2
2518,2018-01-05,CHEMISTRY,1,1.64
21283,2018-01-10,TABLETS,1,3.05
5369,2018-01-08,CIGARETTES,66,10.73
2605,2018-01-05,CHEMISTRY,1,3.28
8334,2018-01-11,DAIRY_CHESSE,5,3.05
18640,2018-01-10,SPICES,2,1.71
682,2018-01-08,ALCOHOL,2,2.25
5749,2018-01-02,COFFEE TEA,2,2.59
4261,2018-01-09,CHEWING_GUM_LOLIPOPS,8,0.73
19748,2018-01-06,SWEETS,6,6.48
3193,2018-01-09,CHEMISTRY,2,4.42
9996,2018-01-08,DRINK_JUICE,8,2.575
14119,2018-01-02,GROATS_RICE_PASTA,1,1.4
19152,2018-01-03,SWEETS,4,0.84
4468,2018-01-04,CHIPS_FLAKES,4,2.59
22314,2018-01-01,ALCOHOL,2,24.99
22376,2018-01-02,ALCOHOL,2,13.09
13877,2018-01-12,GENERAL_FOOD,2,0.83
760,2018-01-09,ALCOHOL,1,1.67
13082,2018-01-07,GENERAL_FOOD,3,0.92
11229,2018-01-01,GENERAL,1,3.03
17411,2018-01-05,OCCASIONAL,22,2.02
5177,2018-01-05,CIGARETTES,31,0.55
5062,2018-01-04,CIGARETTES,5,2.89
9008,2018-01-03,DRINK_JUICE,2,0.99
23048,2018-01-07,ALCOHOL,2,6.57
14906,2018-01-04,ICE_CREAMS_FROZEN,1,1.97
15498,2018-01-07,ICE_CREAMS_FROZEN,20,1.54
9119,2018-01-03,DRINK_JUICE,14,0.8685714285714279
10881,2018-01-04,POULTRY,1.63,6.361963190184048
20391,2018-01-09,SWEETS,2,8.17
5782,2018-01-02,COFFEE TEA,3,2.84
22056,2018-01-10,VEGETABLES,249.447,1.20013469795187
16229,2018-01-04,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,4.13
1322,2018-01-08,BREAD,5,1.16
9113,2018-01-03,DRINK_JUICE,8,0.55
6679,2018-01-02,DAIRY_CHESSE,40,1.012
1310,2018-01-08,BREAD,60,1.2
8658,2018-01-12,DAIRY_CHESSE,6,1.37
11770,2018-01-09,GENERAL,1,0.31
5881,2018-01-05,COFFEE TEA,2,7.23
15509,2018-01-07,ICE_CREAMS_FROZEN,5,3.01
16772,2018-01-11,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,33,2.37272727272727
10425,2018-01-10,DRINK_JUICE,10,2.89
21451,2018-01-02,VEGETABLES,5,2.8139999999999996
5183,2018-01-05,CIGARETTES,70,9.93728571428571
12098,2018-01-01,GENERAL_FOOD,4,1.39
16398,2018-01-06,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,2.77
3799,2018-01-12,CHEMISTRY,1,3.39
13337,2018-01-08,GENERAL_FOOD,2,0.82
15574,2018-01-08,ICE_CREAMS_FROZEN,2,5.98
3615,2018-01-11,CHEMISTRY,2,5.99
13476,2018-01-09,GENERAL_FOOD,3,9.5
14348,2018-01-07,GROATS_RICE_PASTA,18,1.96
13065,2018-01-07,GENERAL_FOOD,4,0.4
4791,2018-01-11,CHIPS_FLAKES,69,0.13
18741,2018-01-12,SPICES,1,6.01
3706,2018-01-11,CHEMISTRY,1,5.5
983,2018-01-12,ALCOHOL,3,1.87
235,2018-01-02,ALCOHOL,225,1.2
12815,2018-01-05,GENERAL_FOOD,1,1.96
19299,2018-01-04,SWEETS,1,0.99
8290,2018-01-10,DAIRY_CHESSE,1,3.54
18828,2018-01-01,SWEETS,3,2.14
9384,2018-01-05,DRINK_JUICE,13,0.74
12126,2018-01-01,GENERAL_FOOD,5,1.46
7063,2018-01-04,DAIRY_CHESSE,5,2.19
22629,2018-01-07,ALCOHOL,1,21.59
1928,2018-01-01,CHEMISTRY,4,5.39
21106,2018-01-03,TABLETS,2,3.91
16363,2018-01-06,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,169,0.776863905325444
16758,2018-01-11,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,15.28
13160,2018-01-07,GENERAL_FOOD,3,1.83
19106,2018-01-03,SWEETS,3,0.92
17744,2018-01-03,GENERAL_ITEMS,7,2.15
20828,2018-01-11,SWEETS,1,1.39
18035,2018-01-01,SPICES,5,1.17
8930,2018-01-02,DRINK_JUICE,12,0.81
9210,2018-01-04,DRINK_JUICE,20,0.84
20221,2018-01-08,SWEETS,16,1.44
19768,2018-01-06,SWEETS,3,1.98
19036,2018-01-02,SWEETS,20,0.62
5883,2018-01-05,COFFEE TEA,2,14.63
3872,2018-01-12,CHEMISTRY,2,1.2
21349,2018-01-01,VEGETABLES,314.32,2.39924280987529
5464,2018-01-09,CIGARETTES,68,9.85132352941177
7332,2018-01-05,DAIRY_CHESSE,3,2.81
14538,2018-01-10,GROATS_RICE_PASTA,9,1.2
6760,2018-01-03,DAIRY_CHESSE,4,2.99
6609,2018-01-02,DAIRY_CHESSE,3,1.79
11626,2018-01-07,GENERAL,1,1.07
6612,2018-01-02,DAIRY_CHESSE,1,6.89
17340,2018-01-01,OCCASIONAL,5,3.71
18970,2018-01-02,SWEETS,3,2.98
7571,2018-01-07,DAIRY_CHESSE,5,0.6
2193,2018-01-03,CHEMISTRY,1,2.12
6031,2018-01-09,COFFEE TEA,1,3.94
12660,2018-01-04,GENERAL_FOOD,1,2.67
6217,2018-01-03,COOKIES_BULK,1.05,7.36190476190476
89,2018-01-11,GENERAL_ITEMS,2,3.25
12575,2018-01-04,GENERAL_FOOD,2,2.42
23165,2018-01-12,ALCOHOL,2,6.04
15185,2018-01-05,ICE_CREAMS_FROZEN,13,1.46
21444,2018-01-02,VEGETABLES,151.69,0.3979827279319661
13019,2018-01-06,GENERAL_FOOD,41,1.11609756097561
46,2018-01-06,GENERAL_ITEMS,2,2.08
14676,2018-01-01,ICE_CREAMS_FROZEN,4,2.31
9316,2018-01-04,DRINK_JUICE,12,0.74
18910,2018-01-01,SWEETS,4,0.6
21919,2018-01-08,VEGETABLES,9.38,2.98827292110874
4713,2018-01-09,CHIPS_FLAKES,10,1.24
11996,2018-01-12,GENERAL,5,3.55
365,2018-01-04,ALCOHOL,8,2.2675
1072,2018-01-02,BREAD,171,0.7318128654970759
19398,2018-01-04,SWEETS,10,0.74
3689,2018-01-11,CHEMISTRY,5,5.19
11139,2018-01-12,POULTRY,1,1.11
8297,2018-01-10,DAIRY_CHESSE,9.025,17.6
5719,2018-01-01,COFFEE TEA,12,0.27
409,2018-01-05,ALCOHOL,4,2.3
16012,2018-01-01,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,3.29
2788,2018-01-07,CHEMISTRY,20,0.78
13591,2018-01-10,GENERAL_FOOD,1,1.27
22802,2018-01-11,ALCOHOL,2,3.74
76,2018-01-10,GENERAL_ITEMS,1,3.71
21707,2018-01-06,VEGETABLES,19,2.58052631578947
19640,2018-01-05,SWEETS,57,0.36
9106,2018-01-03,DRINK_JUICE,3,5.49
1162,2018-01-04,BREAD,182,1.38296703296703
2267,2018-01-03,CHEMISTRY,1,1.62
15019,2018-01-04,ICE_CREAMS_FROZEN,1,2.15
23124,2018-01-10,ALCOHOL,1,5.63
5550,2018-01-10,CIGARETTES,1,3.02
17356,2018-01-02,OCCASIONAL,106,0.18
13940,2018-01-12,GENERAL_FOOD,3,1.61
18458,2018-01-08,SPICES,11,0.99
14628,2018-01-12,GROATS_RICE_PASTA,4,1.04
13308,2018-01-08,GENERAL_FOOD,4,1.76
15160,2018-01-05,ICE_CREAMS_FROZEN,7,1.35
5432,2018-01-09,CIGARETTES,9,11.64
22041,2018-01-10,VEGETABLES,137.95,2.50083363537514
7809,2018-01-08,DAIRY_CHESSE,2,2.04
22644,2018-01-07,ALCOHOL,13,3.78
20963,2018-01-12,SWEETS,11,0.27
392,2018-01-05,ALCOHOL,39,1.12
14746,2018-01-02,ICE_CREAMS_FROZEN,2,1.3
9488,2018-01-05,DRINK_JUICE,12,0.55
8833,2018-01-01,DRINK_JUICE,1,0.86
8323,2018-01-10,DAIRY_CHESSE,15,2.64
7373,2018-01-06,DAIRY_CHESSE,1,2.89
1780,2018-01-11,POULTRY,0.52,1.75
20030,2018-01-07,SWEETS,1,9.91
3431,2018-01-10,CHEMISTRY,2,4.78
19454,2018-01-04,SWEETS,1,3.97
16299,2018-01-05,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,1.01
19941,2018-01-07,SWEETS,83,2.49
4069,2018-01-02,CHEWING_GUM_LOLIPOPS,1,2.68
18377,2018-01-06,SPICES,1,0.91
5630,2018-01-12,CIGARETTES,68,10.6535294117647
9425,2018-01-05,DRINK_JUICE,8,2.03
22943,2018-01-02,ALCOHOL,1,9.8
18721,2018-01-12,SPICES,30,0.36
17342,2018-01-01,OCCASIONAL,1,5.81
9762,2018-01-07,DRINK_JUICE,27,0.6718518518518521
16834,2018-01-12,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,11,0.341818181818182
15256,2018-01-06,ICE_CREAMS_FROZEN,6,2.04
18114,2018-01-02,SPICES,2,0.89
956,2018-01-11,ALCOHOL,14,1.98
3754,2018-01-11,CHEMISTRY,1,2.99
22036,2018-01-09,VEGETABLES,2,3.82
1015,2018-01-12,ALCOHOL,369,1.2389701897019
11583,2018-01-06,GENERAL,1,3.37
11903,2018-01-10,GENERAL,3,1.9
12001,2018-01-12,GENERAL,8,1.81
1023,2018-01-12,ALCOHOL,2,2.97
7970,2018-01-09,DAIRY_CHESSE,6,1.72
22508,2018-01-05,ALCOHOL,84,3.24
20532,2018-01-10,SWEETS,4.52,19.1969026548673
12652,2018-01-04,GENERAL_FOOD,5,1.96
7239,2018-01-05,DAIRY_CHESSE,5,0.99
5080,2018-01-04,CIGARETTES,26,11.67
22221,2018-01-12,VEGETABLES,25.57,1.3468908877590902
17666,2018-01-10,GENERAL_ITEMS,24,1.69291666666667
12768,2018-01-05,GENERAL_FOOD,2,4.95
19911,2018-01-07,SWEETS,2,1.48
9208,2018-01-04,DRINK_JUICE,20,1.83
14370,2018-01-07,GROATS_RICE_PASTA,22,1.78
6680,2018-01-02,DAIRY_CHESSE,2,9.29
21243,2018-01-09,TABLETS,3,5.87
15748,2018-01-09,ICE_CREAMS_FROZEN,6,1.99666666666667
7253,2018-01-05,DAIRY_CHESSE,2,0.94
8036,2018-01-09,DAIRY_CHESSE,40,0.95825
14362,2018-01-07,GROATS_RICE_PASTA,9,2.97
18836,2018-01-01,SWEETS,9,0.92
18549,2018-01-09,SPICES,1,1.64
8199,2018-01-10,DAIRY_CHESSE,470,6.54497872340426
23159,2018-01-12,ALCOHOL,6,7.86
13658,2018-01-10,GENERAL_FOOD,19,2.25052631578947
17390,2018-01-04,OCCASIONAL,2,0.52
4760,2018-01-10,CHIPS_FLAKES,2,3.85
15635,2018-01-08,ICE_CREAMS_FROZEN,2,1.35
18287,2018-01-05,SPICES,1,1.29
14364,2018-01-07,GROATS_RICE_PASTA,4,2.97
20209,2018-01-08,SWEETS,57,1.06631578947368
5625,2018-01-12,CIGARETTES,55,10.5376363636364
13810,2018-01-11,GENERAL_FOOD,8,2.36
10373,2018-01-10,DRINK_JUICE,6,1.29
15449,2018-01-07,ICE_CREAMS_FROZEN,14,3.65
8637,2018-01-12,DAIRY_CHESSE,6,5.85
11168,2018-01-01,GENERAL,7,1.18
11542,2018-01-06,GENERAL,2,3.27
5088,2018-01-04,CIGARETTES,8,12.18
14776,2018-01-02,ICE_CREAMS_FROZEN,1,0.69
13722,2018-01-11,GENERAL_FOOD,6,0.8
18519,2018-01-08,SPICES,1,0.82
7858,2018-01-08,DAIRY_CHESSE,20,1.35
3112,2018-01-08,CHEMISTRY,1,2.49
5590,2018-01-11,CIGARETTES,16,9.1275
19409,2018-01-04,SWEETS,45,0.909333333333333
5631,2018-01-12,CIGARETTES,58,9.843793103448279
12371,2018-01-03,GENERAL_FOOD,25,0.93
9953,2018-01-08,DRINK_JUICE,7,1.12
15253,2018-01-06,ICE_CREAMS_FROZEN,6,8.41
13202,2018-01-08,GENERAL_FOOD,12,1.41
16440,2018-01-07,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,2.81
5789,2018-01-03,COFFEE TEA,1,2.59
1157,2018-01-04,BREAD,51,2.35686274509804
9370,2018-01-05,DRINK_JUICE,18,1.49
1063,2018-01-01,BREAD,14,15.437857142857098
2873,2018-01-07,CHEMISTRY,1,3.6
18722,2018-01-12,SPICES,10,0.84
6343,2018-01-11,COOKIES_BULK,1,4.64
21691,2018-01-05,VEGETABLES,2,2.55
2769,2018-01-06,CHEMISTRY,2,1.59
203,2018-01-02,ALCOHOL,3,2.02
4497,2018-01-04,CHIPS_FLAKES,9,1.47
2357,2018-01-04,CHEMISTRY,1,0.99
12149,2018-01-01,GENERAL_FOOD,3,2.97
14474,2018-01-09,GROATS_RICE_PASTA,2,2.37
21005,2018-01-12,SWEETS,26,1.7453846153846202
22843,2018-01-11,ALCOHOL,27,14.0414814814815
22338,2018-01-02,ALCOHOL,4,4.99
9476,2018-01-05,DRINK_JUICE,8,2.03
21065,2018-01-12,SWEETS,4,1.86
15344,2018-01-06,ICE_CREAMS_FROZEN,2,1.35
20098,2018-01-08,SWEETS,1,4.64
21549,2018-01-04,VEGETABLES,12.17,0.7904683648315529
5313,2018-01-07,CIGARETTES,38,12.513684210526302
19973,2018-01-07,SWEETS,19,0.6684210526315789
14989,2018-01-04,ICE_CREAMS_FROZEN,6,1.09
9983,2018-01-08,DRINK_JUICE,4,1.21
12123,2018-01-01,GENERAL_FOOD,2,1.12
19605,2018-01-05,SWEETS,1,2.1
13782,2018-01-11,GENERAL_FOOD,18,0.7877777777777779
3945,2018-01-12,CHEMISTRY,4,1.22
4777,2018-01-11,CHIPS_FLAKES,2,1.05
12620,2018-01-04,GENERAL_FOOD,1,2.9
11065,2018-01-10,POULTRY,6.62,12.545317220543804
12608,2018-01-04,GENERAL_FOOD,2,1.21
7990,2018-01-09,DAIRY_CHESSE,8,1.76
15881,2018-01-11,ICE_CREAMS_FROZEN,2,5.39
977,2018-01-12,ALCOHOL,3,1.67
7653,2018-01-07,DAIRY_CHESSE,13,2.19
3810,2018-01-12,CHEMISTRY,1,3.49
14756,2018-01-02,ICE_CREAMS_FROZEN,1,0.54
14388,2018-01-08,GROATS_RICE_PASTA,8,1.09
18941,2018-01-02,SWEETS,14,1.8285714285714296
17436,2018-01-06,OCCASIONAL,5,1.16
17926,2018-01-08,GENERAL_ITEMS,2,3.15
8431,2018-01-11,DAIRY_CHESSE,3,2.15
18725,2018-01-12,SPICES,12,0.85
17749,2018-01-05,GENERAL_ITEMS,6,1.46
2997,2018-01-08,CHEMISTRY,1,2.79
18020,2018-01-01,SPICES,5,0.88
14647,2018-01-12,GROATS_RICE_PASTA,1,1.66
9572,2018-01-06,DRINK_JUICE,6,1.28333333333333
6174,2018-01-01,COOKIES_BULK,2.5,13.9
15661,2018-01-08,ICE_CREAMS_FROZEN,4,2.12
8085,2018-01-09,DAIRY_CHESSE,2,3.06
22219,2018-01-12,VEGETABLES,88.59,1.36979343040975
22635,2018-01-07,ALCOHOL,4,6.915
12154,2018-01-01,GENERAL_FOOD,1,6.2
19478,2018-01-05,SWEETS,3,0.74
7294,2018-01-05,DAIRY_CHESSE,3,1.3433333333333302
5128,2018-01-04,CIGARETTES,17,0.36
