original_title,production_companies
The Adjustment Bureau," Gambit Pictures,  Electric Shepherd Productions,  Media Rights Capital, Universal Pictures"
The Adventures of Pluto Nash," Mel's Cite du Cinema,  Castle Rock Entertainment, Village Roadshow Pictures,  NPV Entertainment"
The Adventures of Rocky & Bullwinkle," Tribeca Productions,  KC Medien AG,  Capella International, Universal Pictures"
The Adventures of Sharkboy and Lavagirl," Dimension Films, Columbia Pictures Corporation"
The Adventures of Tintin," Amblin Entertainment,  WingNut Films, Paramount Pictures,  Nickelodeon Movies,  Columbia Pictures"
The Age of Adaline," Sierra/Affinity,  Sidney Kimmel Entertainment, Lakeshore Entertainment"
The Alamo,"Imagine Entertainment,  Touchstone Pictures"
The Amazing Spider-Man," Laura Ziskin Productions, Columbia Pictures,  Marvel Entertainment"
The Amazing Spider-Man 2," Avi Arad Productions,  Matt Tolmach Productions, Columbia Pictures,  Marvel Enterprises"
The Amityville Horror," Radar Pictures,  Dimension Films,  Metro-Goldwyn-Mayer (MGM), Platinum Dunes"
The Animal,"Revolution Studios,  Happy Madison Productions"
The Ant Bully," Playtone Production, Warner Bros. Pictures,  Warner Bros. Animation,  DNA Films,  Legendary Pictures"
The Apparition," Dark Castle Entertainment,  Warner Bros., StudioCanal,  Studio Babelsberg Motion Pictures"
The Art of War,"Amen Ra Films,  Morgan Creek Productions,  Franchise Pictures,  Warner Bros."
The Artist," uFilm, France 3 CinÃ©ma,  La Petite Reine,  Studio 37,  Jouror Productions"
The Assassination of Jesse James by the Coward Robert Ford," Scott Free Productions, Plan B Entertainment,  Warner Bros.,  Alberta Film Entertainment,  Virtual Studios"
The Avengers,Marvel Studios
The Aviator," Cappa Productions,  Warner Bros., Appian Way,  Initial Entertainment Group (IEG),  Forward Pass"
The Back-Up Plan,"Escape Artists,  CBS Films"
The Bad Lieutenant: Port of Call - New Orleans," Millennium Films,  Polsky Films,  Edward R. Pressman Film, Saturn Films,  Nu Image Films"
The Beach," Figment Films, 20th Century Fox"
The Best Exotic Marigold Hotel,"Participant Media,  Imagenation Abu Dhabi FZ"
The Best Man Holiday,Universal
The Best of Me,Relativity Media
The Big Bounce,"Warner Bros. Pictures,  Material,  Taormina Productions,  Shangri-La Entertainment"
The Big Short,"Paramount Pictures,  Regency Enterprises,  Plan B Entertainment"
The Big Wedding,"Millenium Films,  Two Ton Films"
The Big Year," Sunswept Entertainment,  Dune Entertainment,  Fox 2000 Pictures,  Deuce Three Productions, Ingenious Media"
The Blind Side," Left Tackle Pictures,  Zucker/Netter Productions, Alcon Entertainment"
The Bling Ring," A24, PathÃ© Distribution"
The Boat That Rocked," Portobello Studios,  Working Title Films,  Medienproduktion Prometheus Filmgesellschaft, Universal Pictures,  Studio Canal"
The Book of Eli," Silver Pictures, Alcon Entertainment"
The Boondock Saints II: All Saints Day," Stage 6 Films, Chris Brinker Productions"
The Bounty Hunter,"Columbia Pictures,  Original Film,  Relativity Media,  Madhouse Entertainment"
The Bourne Identity," Hypnotic,  Kalima Productions GmbH & Co. KG, Universal Pictures,  Kennedy/Marshall Company,  Stillking Films,  The"
The Bourne Legacy," Dentsu,  The,  Kennedy/Marshall Company,  Relativity Media,  Captivate Entertainment, Universal Pictures"
The Bourne Supremacy," Motion Picture THETA Produktionsgesellschaft,  The Kennedy/Marshall Company,  Ludlum Entertainment,  Hypnotic, Universal Pictures"
The Bourne Ultimatum," Motion Picture BETA Produktionsgesellschaft,  Ludlum Entertainment,  Bourne Again, Universal Pictures,  The Kennedy/Marshall Company"
The Box,"Media Rights Capital,  Warner Bros.,  Radar Pictures,  Lin Pictures,  Darko Entertainment"
The Boxtrolls,Laika Entertainment
The Boy in the Striped Pyjamas," BBC Films,  Heyday Films, Miramax Films"
The Break-Up," Wild West Picture Show Productions, Universal Pictures,  Mosaic Media Group"
The Brothers Bloom,"The Weinstein Company,  Summit Entertainment,  Endgame Entertainment"
The Brothers Grimm," Mosaic Media Group,  Summit Entertainment,  Reforma Films,  Atlas Entertainment, The Weinstein Company"
The Bucket List," Two Ton Films, Warner Bros.,  Zadan / Meron Productions,  Storyline Entertainment"
The Butler," Salamander Pictures,  Lee Daniels Entertainment,  Pam Williams Productions, Laura Ziskin Productions,  Follow Through Productions"
The Butterfly Effect," FilmEngine, New Line Cinema,  BenderSpink,  Katalyst Films,  Province of British Columbia Production Services Tax Credit"
The Cabin in the Woods,"Lionsgate,  Mutant Enemy Productions"
The Call," Emergency Films,  WWE Studios,  Troika Pictures,  Apotheosis Media Group, TriStar Pictures"
The Cat's Meow," Dan Films, Lions Gate Films,  CP Medien AG"
The Cave," Screen Gems,  City Productions,  Cinerenta Medienbeteiligungs KG, Lakeshore Entertainment,  Cineblue Internationale Filmproduktionsgesellschaft"
The Cell," Avery Pix, New Line Cinema,  Katira Productions GmbH & Co. KG,  Radical Media,  Caro-McLeod"
The Change-Up,"Universal Pictures,  Relativity Media,  Original Film,  Big Kid Pictures"
The Chronicles of Narnia: Prince Caspian,"Walt Disney,  Walden Media,  Stillking Films,  Propeler,  Ozumi Films"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"," Walden Media, Walt Disney"
The Chronicles of Narnia: The Voyage of the Dawn Treader," Fox 2000 Pictures, Dune Entertainment,  Walden Media"
The Chronicles of Riddick," Primal Foe Productions, Universal Pictures,  Radar Pictures,  One Race Productions"
The Cold Light of Day," Picture Machine,  Film Rites,  Galavis Film, Summit Entertainment,  Intrepid Pictures"
The Company Men,"Spring Creek Productions,  Battle Mountain Films"
The Conjuring," Evergreen Media Group,  The Safran Company, New Line Cinema"
The Conspirator," American Film Company, Wildwood Enterprises"
The Constant Gardener," UK Film Council,  Scion Films,  Focus Features, Studio Babelsberg,  Epsilon Motion Pictures"
The Contract,"Nu Image Entertainment,  3L Filmverleih"
The Core,"Paramount Pictures,  Horsepower Films,  David Foster Productions,  LivePlanet,  Core Productions"
The Counselor," Fox 2000 Pictures,  Nick Wechsler Productions, Ingenious Media,  Kanzaman,  Scott Free Productions"
The Covenant," Inc., Screen Gems"
The Crazies,"Penn Station Entertainment,  Participant Media,  Imagenation Abu Dhabi FZ,  Overture Films"
The Croods,DreamWorks Animation
The Curious Case of Benjamin Button," Warner Bros., Paramount Pictures,  The,  Kennedy/Marshall Company"
The Curse of the Were-Rabbit," DreamWorks Animation, Aardman Animations"
The DUFF," CBS Films,  Vast Entertainment, Wonderland Sound and Vision"
The Da Vinci Code," Imagine Entertainment, Columbia Pictures,  Government of Malta,  Skylark Productions"
The Danish Girl," Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique, Pretty Pictures,  ArtÃ©mis Productions,  Taxshelter. be,  Working Title Films"
The Dark Knight," Legendary Pictures,  Warner Bros., DC Comics,  Syncopy"
The Dark Knight Rises," Warner Bros.,  Syncopy,  DC Entertainment, Legendary Pictures"
The Darkest Hour," The Jacobson Company,  New Regency Pictures, Summit Entertainment,  Regency Enterprises,  Bazelevs Production"
The Day After Tomorrow," Mark Gordon Productions, Lions Gate Films,  Twentieth Century Fox Film Corporation,  Centropolis Entertainment,  Mel's Cite du Cinema"
The Day the Earth Stood Still," 3 Arts Entertainment, Twentieth Century Fox Film Corporation,  Dune Entertainment III,  Hammerhead Productions,  Earth Canada Productions"
The Debt," Pioneer Pictures, Miramax Films,  Marv Films"
The Departed," Warner Bros.,  Initial Entertainment Group (IEG),  Media Asia Films, Vertigo Entertainment,  Plan B Entertainment"
The Descendants," Ad Hominem Enterprises,  Dune Entertainment, Fox Searchlight Pictures"
The Devil Wears Prada," Fox 2000 Pictures,  Major Studio Partners, Twentieth Century Fox Film Corporation,  Peninsula Films,  Dune Entertainment"
The Devil's Double," Staccato Films,  Corsan, Corrino Media Corporation"
The Dictator,Paramount Pictures
The Dilemma," Spyglass Entertainment, Imagine Entertainment,  Wild West Picture Show Productions,  Universal Pictures"
The Dressmaker," Apollo Media, Amazon Studios,  Film Art Media"
The Dukes of Hazzard," WV Films III, Village Roadshow Pictures,  Gerber Pictures,  Warner Bros."
The Eagle," Prime Focus,  Twins Financing,  Film4, Toledo Productions,  Focus Features"
The East,Scott Free Productions
The Emperor's New Groove," Walt Disney Feature Animation, Walt Disney Pictures"
The Equalizer,"Columbia Pictures,  LStar Capital,  Escape Artists,  Mace Neufeld Productions,  Village Roadshow Pictures"
The Exorcism of Emily Rose,"Lakeshore Entertainment,  Screen Gems,  Firm Films"
The Expendables,Millennium Films
The Expendables 2," Millennium Films, Nu Image Films"
The Expendables 3," Millennium Films,  Nu Image Films,  LionsGate, Davis-Films,  Ex3 Productions"
The Express," IDEA Filmproduktions,  Relativity Media, Davis Entertainment"
The Eye,"Paramount Vantage,  VN Productions"
The Family," TF1 Films Production,  Grive Productions, Canal Plus,  EuropaCorp,  Relativity Media"
The Family Man,Universal Pictures
The Fast and the Furious," Mediastream Film GmbH & Co. Productions KG,  Original Film, Universal Pictures,  Ardustry Entertainment"
The Fast and the Furious: Tokyo Drift,Universal Pictures
The Fault in Our Stars," Temple Hill Entertainment,  TSG Entertainment, Fox 2000 Pictures"
The Fifth Estate," Touchstone Pictures,  Reliance Entertainment, DreamWorks SKG,  Participant Media,  Anonymous Content"
The Fighter,Paramount Pictures
The Final Destination," Parallel Zide,  Practical Pictures, New Line Cinema"
The Five-Year Engagement," Apatow Productions,  Stoller Global Solutions, Universal Pictures,  Relativity Media,  Dentsu"
The Flintstones in Viva Rock Vegas,"Universal Pictures,  Amblin Entertainment"
The Fog," Debra Hill Productions, Revolution Studios"
The Forbidden Kingdom," Huayi Brothers,  China Film Co-Production Corporation, Casey Silver Productions,  Relativity Media"
The Forgotten," Visual Arts Entertainment, Revolution Studios,  Jinks/Cohen Company"
The Fountain," Warner Bros.,  Protozoa Pictures, Regency Enterprises,  New Regency Pictures,  Muse Entertainment Enterprises"
The Four Feathers," Dune Films, Paramount Pictures,  Jaffilms Inc.,  Miramax Films,  Marty Katz Productions"
The Fourth Kind," Focus Films,  Gold Circle Films,  Saga Film, Universal Pictures,  Chambara Pictures"
The Frozen Ground," K5 International,  Emmett/Furla Films, Grindstone Entertainment Group,  Paradox Entertainment,  Cheetah Vision"
The Gambler," Winkler Films, Paramount Pictures"
The Game Plan,"Walt Disney Pictures,  Mayhem Pictures,  Monkey Dance Productions"
The Ghost Writer,"Studio Babelsberg,  Runteam Ltd.,  R.P. Productions,  France 2 CinÃ©ma"
The Gift," Ahimsa Films,  Alphaville Films,  STX Entertainment, Lakeshore Entertainment,  Blue-Tongue Films, Blumhouse Productions"
The Girl Next Door," Daybreak, Regency Enterprises,  New Regency Pictures,  Epsilon Motion Pictures"
The Girl with the Dragon Tattoo," Film Rites,  Yellow Bird,  Metro-Goldwyn-Mayer (MGM), Columbia Pictures,  Scott Rudin Productions"
The Giver," Walden Media,  Asis Productions, The Weinstein Company,  Tonik Productions"
The Glass House,Original Film
The Golden Compass," Depth of Field, New Line Cinema,  Scholastic Productions,  Ingenious Film Partners"
The Good Dinosaur," Pixar Animation Studios,  Buena Vista, Walt Disney Pictures"
The Good German," Sunset Gower Studios, Warner Bros.,  Section Eight Productions"
The Good Girl," Flan de Coco Films,  Hungry Eye Lowland Pictures B.V., Fox Searchlight Pictures"
The Good Shepherd," Morgan Creek Productions, Universal Pictures,  American Zoetrope"
The Grand Budapest Hotel," Studio Babelsberg,  Indian Paintbrush, Fox Searchlight Pictures,  Scott Rudin Productions,  TSG Entertainment"
The Grand Seduction," Morag Loves Company, Max Films Productions"
The Great Debaters,"The Weinstein Company,  Harpo Films,  Marshall Production"
The Great Gatsby," A&E Television Networks,  Bazmark Films,  Warner Bros.,  Red Wagon Entertainment, Village Roadshow Pictures"
The Great Raid," Lawrence Bender Productions,  Marty Katz Productions, Miramax Films"
The Greatest Game Ever Played,Walt Disney Pictures
The Green Hornet,"Original Film,  Sony Pictures Entertainment,  Reliance BIG Entertainment"
The Grey,"Scott Free Productions,  1984 Private Defense Contractors,  LD Entertainment,  Open Road Films,  Inferno Distribution"
The Grudge," Colombia Pictures, Ghost House Pictures,  Fellah Pictures,  Vertigo Entertainment,  Senator International"
The Grudge 2,"Columbia Pictures Corporation,  Ghost House Pictures,  Vertigo Entertainment"
The Grudge 3,"Ghost House Pictures,  Ozla Pictures,  Stage 6 Films"
The Guard," Irish Film Board,  Prescience, UK Film Council,  Element Pictures,  Crescendo Productions"
The Guardian,"Contrafilm,  Firm Films,  Beacon Pictures,  Eyetronics,  Touchstone Pictures"
The Guest," Snoot Entertainment, HanWay Films"
The Gunman," TF1 Films Production,  Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),  Canal+,  Silver Pictures, StudioCanal"
The Hangover," IFP Westcoast Erste, Legendary Pictures,  Green Hat Films,  Warner Bros."
The Hangover Part II," Living Films, Legendary Pictures,  Green Hat Films,  Warner Bros."
The Hangover Part III," Green Hat Films, Legendary Pictures"
The Happening,"Spyglass Entertainment,  UTV Motion Pictures,  Blinding Edge Pictures,  Dune Entertainment,  Twentieth Century Fox Film Corporation"
The Hateful Eight," The Weinstein Company, Double Feature Films,  FilmColony"
The Haunted Mansion," Gunn Films,  Doom Buggy Productions, Walt Disney Pictures"
The Heartbreak Kid," Radar Pictures, Conundrum Entertainment,  DreamWorks Pictures,  Davis Entertainment"
The Heat," Big Screen Productions,  Twentieth Century Fox Film Corporation,  Ingenious Media, Ingenious Film Partners,  Chernin Entertainment"
The Help," Participant Productions,  Imagenation Abu Dhabi FZ,  1492 Pictures,  Reliance Entertainment, DreamWorks SKG"
The Hills Have Eyes," Major Studio Partners, Dune Entertainment,  Craven-Maddalena Films"
The Hitcher," Platinum Dunes,  Focus Films, Intrepid Pictures"
The Hitchhiker's Guide to the Galaxy," Touchstone Pictures,  Everyman Pictures,  Hammer & Tongs, Spyglass Entertainment"
The Hoax," Bob Yari Productions,  Yari Film Group, Miramax Films,  The Mark Gordon Company"
The Hobbit: An Unexpected Journey," Metro-Goldwyn-Mayer (MGM),  New Line Cinema, WingNut Films"
The Hobbit: The Battle of the Five Armies," Metro-Goldwyn-Mayer (MGM), WingNut Films,  New Line Cinema,  3Foot7"
The Hobbit: The Desolation of Smaug,"WingNut Films,  Metro-Goldwyn-Mayer (MGM),  New Line Cinema"
The Holiday," Universal Pictures,  Waverly Films,  Relativity Media, Columbia Pictures"
The Host," Open Road Films,  Chockstone Pictures,  Silver Reel, Nick Wechsler Productions"
The Hours," Scott Rudin Productions, Paramount Pictures,  Miramax Films"
The House Bunny," Happy Madison Productions,  Relativity Media,  Alta Loma Entertainment, Columbia Pictures"
The Hundred-Foot Journey," Harpo Films,  Participant Media,  Reliance Entertainment,  Imagenation Abu Dhabi FZ, Amblin Entertainment"
The Hunger Games," Color Force, Lionsgate"
The Hunger Games: Catching Fire,"Lionsgate,  Color Force"
The Hunger Games: Mockingjay - Part 1," Color Force, Lionsgate"
The Hunger Games: Mockingjay - Part 2," Lionsgate,  StudioCanal, Studio Babelsberg,  Color Force,  Walt Disney Studios Motion Pictures"
The Hunted," Alphaville Films, Lakeshore Entertainment"
The Hurt Locker," Grosvenor Park Media Ltd., Summit Entertainment,  Kingsgate Films,  Film Capital Europe Funds (FCEF ),  Voltage Pictures"
The Ides of March,"Appian Way,  Cross Creek Pictures,  Smokehouse Pictures,  Exclusive Media Group,  Crystal City Entertainment"
The Illusionist," Bull's Eye Entertainment,  Contagious Entertainment,  Stillking Films,  Bob Yari Productions, Michael London Productions"
The Imitation Game," Bristol Automotive, Black Bear Pictures"
The In Crowd,Warner Bros. Pictures
The Incredible Burt Wonderstone," Benderspink, New Line Cinema,  Carousel Productions"
The Incredible Hulk," Valhalla Motion Pictures,  MVL Incredible Productions,  Marvel Studios, Universal Pictures"
The Incredibles," Pixar Animation Studios, Walt Disney Pictures"
The Informant!,"Section Eight,  Jaffe / Braunstein Enterprise,  Groundswell Productions,  Warner Bros.,  Participant Media"
The Intern," Warner Bros., Waverly Films"
The International,"Studio Babelsberg,  Atlas Entertainment,  Mosaic Media Group,  X-Filme Creative Pool"
The Internship,"Twentieth Century Fox Film Corporation,  TSG Entertainment,  21 Laps Entertainment,  Wild West Picture Show Productions,  Regency Enterprises"
The Interpreter," Mirage Enterprises, Universal Pictures,  Working Title Films,  StudioCanal,  Misher Films"
The Interview,Columbia TriStar
The Invasion," Vertigo Entertainment,  Warner Bros.,  Silver Pictures, Village Roadshow Pictures"
The Invention of Lying," Warner Bros., Media Rights Capital,  Lin Pictures,  Wintergreen Productions,  Lynda Obst Productions"
The Invisible," Hollywood Pictures, Spyglass Entertainment,  Birnbaum / Barber Productions"
The Iron Lady," DJ Films,  PathÃ©,  CinÃ©CinÃ©ma, UK Film Council,  Canal+"
The Island,"DreamWorks SKG,  Parkes/MacDonald Productions,  Warner Bros."
The Italian Job," Working Title Films,  De Line Pictures, Paramount Pictures"
The Jacket," VIP 3 Medienfonds,  Mandalay Pictures, Section Eight,  Rising Star,  2929 Productions"
The Joneses," Premiere Picture, Echo Lake Productions"
The Judge," Team Downey,  Warner Bros.,  Big Kid Pictures, Village Roadshow Pictures"
The Jungle Book 2," Walt Disney Television Animation, Walt Disney Pictures,  Walt Disney Animation Australia,  DisneyToon Studios"
The Karate Kid,"Columbia Pictures,  Jerry Weintraub Productions,  China Film Group,  Overbrook Entertainment"
The Kid,Walt Disney Pictures
The King's Speech," See-Saw Films,  Aegis Film Fund, The Weinstein Company,  Bedlam Productions,  UK Film Council"
The Kingdom," Forward Pass,  FilmWorks, Universal Pictures,  MDBF Zweite Filmgesellschaft,  Relativity Media"
The Kite Runner," China Film Co-Production Corporation, DreamWorks SKG,  Neal Street Productions,  Sidney Kimmel Entertainment,  MacDonald/Parkes Productions"
The Ladies Man,SNL Studios
The Lady in the Van,"BBC Films,  TriStar Productions"
The Lake House,"Village Roadshow Pictures,  Warner Bros.,  Sound for Film,  Vertigo Entertainment"
The Last Airbender," The,  Industrial Light & Magic (ILM),  Nickelodeon Movies,  Blinding Edge Pictures, Paramount Pictures,  Kennedy/Marshall Company"
The Last Castle,DreamWorks SKG
The Last Exorcism Part II," CBS Films, StudioCanal"
The Last King of Scotland,"Fox Searchlight Pictures,  DNA Films,  UK Film Council,  Cowboy Films,  Scottish Screen"
The Last Legion," Zephyr Films,  Quinta Communications, Ingenious Film Partners,  Dino De Laurentiis Company"
The Last Samurai," Radar Pictures,  Warner Bros., Cruise/Wagner Productions,  Bedford Falls Company,  The"
The Last Witch Hunter," One Race Films, Summit Entertainment,  Goldmann Pictures,  NeoReel,  Atmosphere Entertainment MM"
The League of Extraordinary Gentlemen," International Production Company,  JD Productions,  Mediastream Dritte Film GmbH & Co. Beteiligungs KG,  Angry Films, Twentieth Century Fox Film Corporation"
The Legend of Bagger Vance,"DreamWorks SKG,  Allied Filmmakers,  Epsilon Motion Pictures,  Wildwood Enterprises,  Twentieth Century Fox Film Corporation"
The Legend of Hercules,Millennium Films
The Legend of Zorro," Columbia Pictures Corporation, Amblin Entertainment"
The Lego Movie," Warner Bros. Animation,  Vertigo Entertainment,  Lin Pictures,  DC Comics, Village Roadshow Pictures"
The Life Aquatic with Steve Zissou,Touchstone Pictures
The Life of David Gale," Intermedia Films,  Saturn Films, Universal Pictures"
The Lincoln Lawyer," Sidney Kimmel Entertainment,  Lionsgate, Lakeshore Entertainment"
The Little Prince,"Onyx Films,  Zippcast Films,  On Entertainment,  CityMation,  Orange Studios"
The Little Vampire,New Line Cinema
The Lizzie McGuire Movie,Walt Disney Pictures
The Lone Ranger," Jerry Bruckheimer Films,  Infinitum Nihil, Walt Disney Pictures,  Blind Wink Productions,  Silver Bullet Productions (II)"
The Longest Ride,"Fox 2000 Pictures,  Temple Hill Entertainment"
The Longest Yard," Happy Madison Productions,  Callahan Filmworks, Paramount Pictures,  Columbia Pictures Corporation,  MTV Films"
The Lookout,Miramax Films
The Lorax," Illumination Entertainment, Universal Pictures"
The Lord of the Rings: The Fellowship of the Ring," New Line Cinema, WingNut Films,  The Saul Zaentz Company"
The Lord of the Rings: The Return of the King," New Line Cinema, WingNut Films"
The Lord of the Rings: The Two Towers," New Line Cinema,  The Saul Zaentz Company, WingNut Films"
The Love Guru,"Paramount Pictures,  Internationale Filmproduktion,  Goldcrest Pictures"
The Lovely Bones," Film4,  DreamWorks SKG, WingNut Films,  Goldcrest Pictures,  Key Creatives"
The Machinist,"Filmax Entertainment,  Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),  Castelao Producciones,  ICF,  Canal+ EspaÃ±a"
The Majestic," Darkwoods Productions,  NPV Entertainment,  Castle Rock Entertainment, Village Roadshow Pictures"
The Man from U.N.C.L.E.,"Davis Entertainment,  RatPac-Dune Entertainment,  Warner Bros.,  Wigram Productions"
The Manchurian Candidate," Clinica Estetico,  Scott Rudin Productions, Paramount Pictures"
The Marine,"Twentieth Century Fox Film Corporation,  Pacific Film and Television Commission,  WWE Studios"
The Martian," Mid Atlantic Films,  International Traders, Twentieth Century Fox Film Corporation,  TSG Entertainment,  Scott Free Productions"
The Master," The Weinstein Company,  Annapurna Pictures, Ghoulardi Film Company"
The Matador,Miramax Films
The Matrix Reloaded,"Village Roadshow Pictures,  Silver Pictures,  NPV Entertainment,  Heineken Branded Entertainment,  Warner Bros."
The Matrix Revolutions," Warner Bros.,  NPV Entertainment,  Silver Pictures, Village Roadshow Pictures"
The Maze Runner," Twentieth Century Fox Film Corporation,  Dayday Films,  Gotham Group, Ingenious Media,  Temple Hill Entertainment"
The Mechanic," Chartoff-Winkler Productions, CBS Films,  Nu Image Entertainment GmbH,  Millennium Films,  Scared Productions"
The Men Who Stare at Goats,"BBC Films,  Smoke House"
The Mexican," Lawrence Bender Productions,  Pistolero Productions LLC,  Newmarket Capital Group, DreamWorks SKG"
The Midnight Meat Train," GreeneStreet Films, Lions Gate Films,  Lakeshore Entertainment,  Midnight Picture Show"
The Mist," Dimension Films, Darkwoods Productions"
The Monuments Men,"Columbia Pictures,  Obelisk Productions,  Studio Babelsberg,  Fox 2000 Pictures,  Smokehouse Pictures"
The Mortal Instruments: City of Bones," Mr. Smith Productions,  Don Carmody Productions, Constantin Film Produktion,  Unique Features"
The Mothman Prophecies,Lakeshore Entertainment
The Mummy Returns," Imhotep Productions, Universal Pictures,  Alphaville Films"
The Mummy: Tomb of the Dragon Emperor," China Film Co-Production Corporation,  Alphaville Films,  The,  Relativity Media,  Sommers Company, Universal Pictures"
The Muppets,Walt Disney Pictures
The Musketeer," ApolloMedia Distribution,  MDP Worldwide, Crystal Sky Worldwide,  Carousel Picture Company,  Signature Entertainment,  The"
The Namesake,"Fox Searchlight Pictures,  Mirabai Films"
The Nanny Diaries,"The Weinstein Company,  FilmColony"
The Next Three Days," Hwy61, Lionsgate,  FidÃ©litÃ© Films"
The Night Before," Good Universe,  Point Grey Pictures, Sony Pictures"
The Notebook,New Line Cinema
The November Man,"Irish Dreamtime,  Relativity Media,  SPD Films"
The Number 23," Firm Films, New Line Cinema,  Contrafilm"
The Omen,"Twentieth Century Fox Film Corporation,  11:11 Mediaworks"
The Order," Baumgarten Merims Productions, Twentieth Century Fox Film Corporation,  N1 European Film Produktions GmbH & Co. KG"
The Other Guys,"Columbia Pictures,  Gary Sanchez Productions"
The Other Woman,"Twentieth Century Fox Film Corporation,  LBI Productions"
The Others," Canal Plus,  Lucky Red,  Las Producciones del Escorpion, Cruise/Wagner Productions,  Sogecine"
The Pacifier," Spyglass Entertainment, Walt Disney Pictures"
The Passion of the Christ,Icon Productions
The Patriot,"Centropolis Entertainment,  Global Entertainment Productions GmbH & Company Medien KG,  Mutual Film Company,  Columbia Pictures Corporation"
The Peanuts Movie,"Blue Sky Studios,  Feigco Entertainment,  Twentieth Century Fox Animation"
The Perfect Game," Kenio Films,  Prelude Pictures,  The,  Lone Runner Entertainment, HighRoad Entertainment,  Perfect Game"
The Perfect Guy,Screen Gems
The Perfect Storm," Radiant Productions, Warner Bros.,  Baltimore Spring Creek Productions"
The Perks of Being a Wallflower,"Summit Entertainment,  Mr. Mudd Production"
The Phantom of the Opera," Really Useful Films,  Warner Bros., Odyssey Entertainment,  Scion Films"
The Pianist," Heritage Films,  Studio Babelsberg,  Canal+Polska, Bac Films,  Agencja Produkcji Filmowej"
The Pirates! In an Adventure with Scientists!,"Columbia Pictures,  Aardman Animations,  Sony Pictures Animation"
The Place Beyond the Pines," Electric City Entertainment, Sidney Kimmel Entertainment,  Verisimilitude"
The Polar Express," Golden Mean, Castle Rock Entertainment,  Universal CGI,  Shangri-La Entertainment,  Playtone"
The Possession,"Ghost House Pictures,  North Box Productions"
The Prestige," Syncopy, Touchstone Pictures"
The Prince," Emmett/Furla Films, Grindstone Entertainment Group,  Oasis Films,  Aperture Entertainment"
The Princess Diaries,"Walt Disney Pictures,  Bottom of the Ninth Productions,  BrownHouse Productions"
The Princess Diaries 2: Royal Engagement,Walt Disney Pictures
The Princess and the Frog," Walt Disney Animation Studios, Walt Disney Pictures"
The Proposal,"Touchstone Pictures,  Kurtzman/Orci,  Mandeville Films"
The Punisher," VIP 3 Medienfonds,  VIP 2 Medienfonds, Lions Gate Films,  Marvel Enterprises,  Valhalla Motion Pictures"
The Purge: Anarchy," Platinum Dunes,  Blumhouse Productions, Universal Pictures,  Why Not Productions,  5150 Action"
The Pursuit of Happyness," Overbrook Entertainment, Columbia Pictures Corporation,  Escape Artists,  Relativity Media"
The Pyramid," Sahara Productions,  Silvatar Media, Fox International Productions"
The Queen," Scott Rudin Productions, BIM Distribuzione,  Granada Film Productions,  PathÃ© Pictures International,  PathÃ© Renn Productions"
The Railway Man,"Archer Street Productions,  Silver Reel,  Pictures in Paradise,  Lionsgate,  Latitude Media"
The Raven,Relativity Media
The Reaping,"Village Roadshow Pictures,  Warner Bros.,  Chime Films,  Dark Castle Entertainment,  Eyetronics"
The Return," Rosey Film Productions LLC, Rogue Pictures,  Raygun Productions,  Biscayne Pictures,  Intrepid Pictures"
The Revenant," New Regency Pictures, Regency Enterprises,  Appian Way,  CatchPlay,  Anonymous Content"
The Ring," BenderSpink,  Parkes+MacDonald Image Nation, DreamWorks SKG"
The Rite," Mid Atlantic Films,  Hungarian National Film Office,  Contrafilm, New Line Cinema,  Lazio Film Commission"
The Road," Chockstone Pictures,  Dimension Films, 2929 Productions,  Nick Wechsler Productions"
The Road to El Dorado,DreamWorks Animation
The Rocker,Fox Atomic
The Rookie," 98 MPH Productions,  Gran Via Productions, Walt Disney Pictures"
The Roommate,"Vertigo Entertainment,  Screen Gems"
The Rover,"Porchlight Films,  FilmNation Entertainment,  Screen NSW,  Screen Australia,  Blue-Tongue Films"
The Royal Tenenbaums,Touchstone Pictures
The Rum Diary,"FilmEngine,  GK Films,  Infinitum Nihil"
The Runaways," Road Rebel,  Linson Entertainment, River Road Entertainment"
The Rundown," Universal Pictures,  WWE Studios, Columbia Pictures"
The Santa Clause 2,Walt Disney Pictures
The School of Rock,Paramount Pictures
The Score,"Paramount Pictures,  Mandalay Pictures,  Horseshoe Bay Productions"
The Scorpion King," Alphaville Films,  World Wrestling Entertainment (WWE),  Kalima Productions GmbH & Co. KG, Universal Pictures"
The Secret Life of Bees,Fox Searchlight Pictures
The Secret Life of Walter Mitty," Twentieth Century Fox Film Corporation,  Samuel Goldwyn Films,  Big Screen Productions,  Ingenious Media, New Line Cinema"
The Secret of Moonacre," Metropolitan Filmexport,  The Australian Film Commission, South Pacific Pictures,  Spice Factory,  UK Film Council"
The Sentinel,"Twentieth Century Fox Film Corporation,  Regency Enterprises,  Epsilon Motion Pictures,  Dune Entertainment,  Major Studio Partners"
The Shaggy Dog,"Walt Disney Pictures,  Mandeville Films,  Boxing Cat Films"
The Simpsons Movie,"Gracie Films,  Twentieth Century Fox Film Corporation"
