brand,categories
78,"3224.0, 3224.0, 2690.0, 2690.0, 2690.0, 2580.0, 2690.0, 3224.0, 2690.0, 2690.0, 3224.0, 2690.0, 2690.0, 751.0, 3224.0, 3224.0, 3974.0, 2690.0, 2690.0, 3224.0, 2690.0, 701.0, 3224.0, 3608.0, 3224.0, 753.0, 3224.0, 3224.0, 3224.0, 2580.0, 2690.0, 2690.0, 2690.0, 3224.0, 2690.0, 3224.0, 3608.0, 2690.0, 2690.0"
80,"4135.0, 3779.0, 1000.0, 4053.0, 1775.0, NaN, 1775.0, 4053.0, 1000.0, NaN, 4053.0, 1775.0"
82,"1091.0, 2136.0, 1807.0, 4179.0, 2136.0, 2136.0, 2642.0, 1920.0, 417.0, NaN, 1083.0, 3228.0, NaN, 4012.0, NaN, 1865.0, 2535.0, 1772.0, 1911.0, 1800.0, 77.0, 1849.0, 4074.0, 547.0, 1800.0, 2002.0, 1807.0, 870.0, 667.0, 218.0, NaN, 189.0, 1807.0, 236.0, 1807.0, NaN, 926.0, NaN, 1091.0, NaN, 4118.0, 3019.0, NaN, 1505.0, 396.0, 1138.0, 3625.0, 274.0, 1941.0, 3228.0, 3604.0, 933.0, 2818.0, 2136.0, 578.0, 3138.0, NaN, 3653.0, 460.0, NaN, NaN, 136.0, NaN, 77.0, 209.0, 975.0, NaN, 3996.0, 1800.0, 3775.0, 2616.0, 1807.0, 4012.0, 3923.0, NaN, 616.0, 933.0, 568.0, 755.0, 178.0, 975.0, 1849.0, 2523.0, NaN, 2636.0, 3910.0, NaN, 781.0, 1920.0, 933.0, 1184.0, 1775.0, 2808.0, 1800.0, 1446.0, NaN, 4179.0, 3903.0, 1091.0, 2203.0, 3625.0, 3262.0, 1524.0, 2535.0, 3916.0, 4133.0, 1807.0, 1772.0, NaN, 2535.0, 3905.0, 1920.0, 1807.0, 1402.0, 3228.0, 3024.0, 2942.0, NaN, 3983.0, 2079.0, 1911.0, 1800.0, 1980.0, NaN, 1800.0, 2470.0, 4178.0, 146.0"
83,"4143.0, 2136.0, 2746.0, 2055.0, 1138.0, 1902.0, 1800.0, 411.0, 1902.0"
84,3934.0
85,146.0
86,"2325.0, 2197.0, 1091.0, 3625.0, NaN, 3903.0, 3688.0, 2473.0, 3837.0, NaN"
87,NaN
88,3526.0
89,"3916.0, 3333.0, 3916.0, 1013.0, 1998.0, 3127.0, 76.0, 3916.0, 394.0, 3649.0, 3916.0, 3264.0, 2521.0, 3264.0, 3264.0, 76.0, 2521.0, 1793.0, 3649.0, 3226.0, 1998.0, 3867.0, 3916.0, 3264.0, 46.0, 46.0, 3916.0, 3649.0, 2521.0, 1998.0, 3333.0, 2521.0, 3457.0, 3226.0, 3916.0, 1313.0, 1313.0, 3264.0, 2521.0, 3333.0, 76.0, 3226.0, 46.0, 2521.0, 3333.0, 3649.0, 46.0, 76.0, 46.0, 46.0"
91,"1849.0, 2746.0, 3023.0, 3373.0, 3653.0, 1668.0, 2055.0, 3745.0, 3653.0, 1807.0, 1807.0, 3653.0, 3929.0, 1524.0, 3023.0, 3653.0, 2055.0, 248.0, 3653.0, 2746.0, 1675.0"
92,"3901.0, 2738.0, 3902.0, 3848.0, 3173.0, 3047.0, 3903.0"
94,NaN
95,"394.0, 394.0, 396.0, 1807.0, 3837.0, 2716.0, 2203.0, 1807.0, 3688.0, 3837.0, 2460.0, 158.0"
98,"2995.0, 2995.0"
99,NaN
100,"3903.0, 3902.0, 3900.0"
101,"3925.0, 744.0, 1772.0, 3625.0, 1910.0, 3956.0, 351.0, 3915.0, 3913.0, 2807.0, 4189.0, 1146.0, 1473.0, 3925.0, 3914.0, 4003.0, 3915.0, 3540.0, 2797.0, 392.0, 3364.0, 1704.0, 1168.0, 3956.0, 1807.0, 3914.0, 3364.0, 990.0, 1760.0, 4189.0, 740.0, 3955.0, 3836.0, 309.0, 3955.0, 502.0, 3907.0, 1502.0, 3914.0, 1502.0, 1772.0, 3997.0, 3024.0, 3912.0, 4071.0, 3024.0, 4098.0"
102,NaN
103,NaN
104,"1398.0, 3902.0, 3903.0, 3903.0, 3613.0, 3613.0, 3900.0, 1077.0, 3901.0, 3910.0, 3900.0, 3900.0, 17.0, 3903.0, 2849.0"
105,"NaN, NaN, 1077.0, 3941.0, 3613.0, 3718.0, 1807.0, NaN, 855.0, 3903.0, NaN, 1668.0, NaN, 1980.0, NaN, 2136.0, 3916.0, 3625.0, 3916.0, 2136.0, 3613.0, 3020.0, 1398.0, 807.0, 3750.0, 3916.0, 1077.0, NaN, 3613.0, NaN, NaN, 1077.0, 3745.0, 3900.0, 1077.0, 3718.0, 1077.0, NaN, 4000.0, NaN, NaN, 3718.0, 3613.0, NaN, NaN, 3916.0, 3775.0, NaN, 3969.0, NaN, 3901.0, 2136.0, 1807.0, NaN, 2312.0, 3613.0, 2136.0, NaN, 1398.0, NaN, NaN, 327.0, 3613.0, 1807.0, NaN, NaN, NaN, 1398.0"
106,"367.0, 1373.0, 367.0, 1373.0, 2022.0"
107,"3916.0, 1672.0, 3900.0, 3024.0, 4055.0, 394.0, 4071.0, 3024.0, 723.0, 3024.0, 3024.0, 3903.0, 2848.0, 3903.0, NaN, NaN, 3061.0, 3799.0, 2320.0, 4071.0, 1772.0, 3882.0, 2866.0, 3086.0, 1772.0, 4071.0, 1098.0, 4071.0, 4071.0, 274.0, 2623.0, 3916.0, 3024.0, NaN, 1868.0, NaN, 3907.0, 3910.0, 975.0, 1098.0, 1098.0, 3502.0, 975.0, 3293.0, 3086.0, 1772.0, 3024.0, 1772.0, 1807.0, 4071.0, 4193.0, 3024.0, 4071.0, 3980.0, NaN, 1098.0, 2473.0, NaN, 1098.0, 2866.0, 2470.0, 2794.0, 1772.0, 850.0, 3086.0, 1136.0, 399.0, 1772.0, NaN, 3778.0, 3981.0, 2794.0, NaN, 3024.0, 3024.0, 1608.0, 3905.0, 3024.0, 3911.0, 1772.0, 2942.0, NaN, 4071.0, 3024.0, 3867.0, 3625.0, 1009.0, 2320.0, 4157.0, 660.0, 2794.0, 3086.0, 1772.0, 2866.0, 2451.0"
108,"3393.0, 3393.0, 3063.0, 3063.0"
109,"NaN, 3024.0, 4175.0, 4055.0, 2995.0"
110,"356.0, 975.0, 846.0, 3905.0, 547.0, 3767.0, 846.0, 236.0, 3767.0, 3820.0, 218.0, 2624.0, 3625.0, 914.0, 914.0, 236.0, 1467.0, 581.0, 1320.0, 468.0, 1462.0, 189.0"
111,"1807.0, 3901.0, 3905.0, 3373.0, 3900.0, 1366.0, 3042.0, 3910.0, 3901.0, 3910.0, NaN, 3903.0, 2797.0, 3902.0, 2473.0, 3653.0, 1560.0, 3911.0, 3948.0, 1920.0, 1807.0, 2256.0"
114,NaN
115,"2055.0, 2746.0"
116,"1675.0, 2223.0, 3775.0, 3902.0, 1807.0, 1807.0, 3903.0, 179.0, 2473.0, 3905.0, 2464.0, 1807.0, 2642.0, 2716.0, 3138.0, 81.0, 3910.0"
117,"NaN, NaN, 2295.0"
119,"NaN, NaN, NaN, NaN, NaN, 163.0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
120,"3915.0, 2335.0, 3910.0, 3910.0, 2872.0, 146.0, 3900.0, 1138.0, 1896.0, 3299.0, 1122.0, 2335.0, 3604.0, 3913.0, 983.0, 1896.0, 0.0, 3299.0, 3902.0, 2820.0, 3299.0, 2335.0, 2335.0, 3916.0, 2833.0, 3903.0, 1091.0, 3900.0, 2872.0, 3639.0, 2209.0, 2209.0, 3299.0, 2335.0, 3728.0, 1896.0, 2335.0, 2335.0, 3502.0, 2833.0, 3903.0, 2215.0, 146.0, 3299.0, 3262.0, 1896.0, 2335.0, 3902.0, 601.0, 2325.0, 3825.0, 1896.0, 154.0, 1091.0, 2960.0, 1896.0, 3902.0, 3299.0, 1138.0, 3910.0, 2335.0, 2064.0, 3901.0, 2796.0, 1138.0, 3755.0, 0.0, 3299.0, 340.0, 1518.0, 303.0, 522.0, 2256.0, 2370.0, 154.0, 178.0, 3902.0, 3910.0, 2402.0, 411.0, 1091.0, 3874.0, 146.0, 2335.0, 1896.0, 702.0, 3502.0, 3913.0, 578.0, 2335.0, 2796.0, 1896.0, 3639.0, 1138.0, 146.0, 3900.0, 2064.0, 2335.0, 1229.0, 2335.0, 2833.0, 178.0, 1138.0, 139.0, 2833.0, 2833.0, 3299.0, 2335.0, 3903.0, 2833.0, 154.0, 3424.0, 2833.0, 3299.0, 3902.0, 1523.0, 667.0, 178.0, 3378.0, 3903.0, 2325.0, 1896.0, 2335.0, 1392.0, 1091.0, 3902.0, 1896.0, 2402.0, 3424.0, 2335.0"
121,"1747.0, NaN"
122,"1849.0, 2209.0, 1402.0, 3912.0, 1053.0, 1402.0, 1763.0, 871.0, 3915.0, 3912.0"
123,"426.0, 4144.0, 3909.0, 1350.0, 3901.0, 3042.0, 3775.0, 480.0, 480.0, 3952.0, 3960.0, 1573.0, 1518.0, 1055.0, 3042.0, 4144.0, 4144.0, 1055.0, 3960.0, 1518.0, 3908.0, 855.0, 3927.0, 855.0, 1920.0, 3909.0, 1711.0, 585.0, 480.0, 3908.0, 3908.0, 2942.0, 2256.0, 3909.0, 2256.0, 2256.0, 3995.0, 1022.0, 855.0, 3775.0, 3927.0, NaN, 3919.0, 1055.0, 3927.0, 3908.0, 2256.0, 614.0, 3909.0, 2256.0, 1481.0, NaN, 3919.0, 480.0, 3952.0, 1518.0, 551.0, 3257.0, 3909.0, 3995.0"
124,"2402.0, 2163.0, 1458.0, 2402.0, 3900.0, 3903.0, 3901.0, 2402.0, 3625.0, 3902.0, 1458.0, 2402.0, 2163.0, 3767.0, NaN, 972.0, 3820.0, 712.0"
125,"NaN, NaN, NaN"
126,NaN
127,"74.0, 2259.0, 1060.0, 813.0, 464.0, 2722.0, 2389.0, 2443.0, 74.0, 4158.0, 3962.0, 1943.0, 2612.0, 646.0, 871.0, 2872.0, 2256.0, 1508.0, 57.0, 2547.0, 3051.0, 3042.0, 3625.0, 507.0, 585.0, 1635.0, 2389.0, 3668.0, 3051.0, 4158.0, 2872.0, 545.0, 74.0, 813.0, 1818.0, 747.0, 3963.0, 2389.0, 646.0, 390.0, 803.0, 3639.0, 390.0, 2097.0, 3051.0, 2256.0, 240.0, 3047.0, 3936.0, 1518.0, 4211.0, 385.0, 3042.0, 747.0, 3653.0, 1668.0, 3268.0, 747.0, 3961.0, 3042.0, 390.0, 3668.0, 385.0, 3897.0, 3919.0, 536.0, NaN, 3514.0, 218.0, 3640.0, 1708.0, 3047.0, 3268.0, 3693.0, 1920.0, 2547.0, 2738.0, 158.0, 4060.0, 580.0, 1473.0, 3668.0, 2025.0, 3936.0, 1508.0, 2457.0, 3901.0, 3953.0, 3961.0, 2259.0, 3514.0, 1949.0, 3960.0, 3960.0, 3407.0, 3937.0, 1518.0, 3960.0, 1879.0, 3965.0, 2612.0, 4158.0, 4032.0, 3047.0, 1879.0, 240.0, 1176.0, 1348.0, 1390.0, 1508.0, 3915.0, 1498.0, 1668.0, 4104.0, 480.0, 2256.0, 2332.0, 3668.0, 3941.0, 3051.0, 2995.0, 3902.0, 3173.0, 3668.0, 1763.0, 807.0, 585.0, 237.0, 2389.0, 3051.0, 1708.0, 3935.0, 1447.0, NaN, 1176.0, 57.0, 3954.0, 2612.0, 2275.0, 1920.0, 585.0, 2332.0, 3966.0, 1668.0, 2049.0, 1974.0, 1954.0, 1708.0, 2097.0, 1920.0, 585.0, 2025.0, 659.0, 3625.0, 2389.0, 1879.0, 1060.0, 2259.0, 3981.0, 614.0, 1974.0, 3586.0, 3514.0, 3910.0, 2457.0, 3954.0, 1348.0, 3042.0, 1920.0, 3514.0, 3625.0, 614.0, 1708.0, 2097.0, 2547.0, 1920.0, 871.0, 2256.0, 3639.0, 2389.0, 1708.0, 3954.0, 480.0, 3514.0, 747.0, 2389.0, 2612.0, 480.0, 3933.0, 1060.0, 30.0, 3788.0, 3047.0, 1910.0, 1176.0, 3047.0, 4092.0, 2738.0, 169.0, 3667.0, 1879.0, 3639.0, 580.0, 4092.0, 990.0, 2332.0, 1725.0, 2457.0, 3514.0, 2389.0, 158.0, 3173.0, 47.0, 3903.0, 3173.0, 3042.0, 1390.0, 3245.0, 3912.0, 3668.0, 2547.0, 2096.0, 30.0, 3960.0, 1518.0, 2097.0, 1627.0, 3916.0, 2104.0, 4129.0, 4060.0, 4106.0, 3907.0, 481.0, 390.0, 536.0, 2389.0, 3514.0, 1974.0, 2389.0, 3953.0, 1176.0, 4018.0, 390.0, 3047.0, 2465.0, 3047.0, 3051.0, 2512.0, 2457.0, 74.0, 2259.0, 1818.0, 3245.0, 218.0, 2259.0, 1635.0, 1518.0, 2547.0, 1390.0, 2738.0, 1176.0, 1518.0, 3953.0"
128,"3909.0, 3900.0, 3903.0, NaN, 3909.0, 3625.0, 4011.0, NaN, NaN, NaN, 396.0, 3908.0, 2890.0, NaN, 3903.0, 1807.0, 2658.0, 3903.0, NaN, 2464.0, 394.0, 3903.0, 975.0, 189.0"
129,"3911.0, 3901.0, 862.0, 3900.0, 3910.0, 3903.0"
130,"NaN, 3604.0, 545.0, 4162.0, 2482.0, 2891.0, 3769.0, 4162.0, 3769.0, NaN, 1729.0"
131,"NaN, NaN"
132,"3171.0, 4019.0, 2049.0, 3981.0, 2851.0, 3548.0, 3548.0, 2578.0, 3625.0, 2578.0, 2851.0, 2386.0, 3724.0, 3548.0, 2722.0, 4019.0, 2011.0, 1348.0, 3724.0, 1348.0, 2097.0, 724.0, 3981.0, 4019.0, 934.0, 3171.0, 2578.0"
133,NaN
134,"136.0, NaN, 1807.0"
135,"3745.0, 1807.0, 1849.0, 1807.0, 1091.0, 2951.0, 1569.0, 1650.0, 3897.0, 1980.0, 2473.0, 274.0, 4047.0, 3907.0, 914.0, 1772.0, 4133.0, 1518.0, 2808.0, 2473.0, 1849.0, 4035.0, 614.0, 2808.0, 468.0, 4130.0, 975.0, 356.0, 1807.0, 1807.0, 1807.0, 3042.0, 2470.0, 1627.0, 2716.0, 3775.0, 2055.0, 136.0, 547.0, 1524.0, 188.0, 1618.0, 860.0, 3902.0, 1807.0, 1807.0, 2469.0, 1524.0, 1920.0, 3910.0, 1807.0, 1807.0, 3923.0, 3468.0, 3173.0, 3932.0, 4178.0, 3911.0, 1920.0, 3523.0, 3916.0, 1225.0, 520.0, 3775.0, 1807.0, 1524.0, 2002.0, 3604.0, 2995.0, 1807.0, 274.0, 1807.0, 136.0, 3968.0, 1974.0, 2636.0, 1807.0, 3948.0, 1560.0, 3907.0, 926.0, 1524.0, 1807.0, 933.0, 3900.0, 2469.0, 3948.0"
136,"3981.0, 1901.0, 1819.0, NaN, 3100.0, NaN, NaN, NaN, 3981.0, NaN, 3744.0, 1037.0, 1803.0, NaN, 2573.0, NaN, 3642.0, NaN, NaN, 1979.0, NaN, 459.0, NaN, 3100.0, 1979.0, 3941.0, 1672.0, 2665.0"
138,"3254.0, 453.0, 3981.0, 3907.0, 536.0, 3911.0, 3981.0, 3947.0, 390.0, 453.0, 3254.0, 1803.0, 1803.0, 3981.0, 453.0, 3901.0, 3947.0, 3981.0, 2512.0, 3012.0, 3012.0, 1772.0"
139,"2464.0, 3745.0, 3745.0, 2464.0, 1849.0, 1849.0, 1560.0, 2523.0, 2470.0, 3745.0, 3902.0, 1560.0, 1807.0, 3905.0, NaN, 1560.0, 2464.0, 3745.0, 860.0, 1849.0, 1560.0, 1560.0, 3903.0, 3745.0, 1849.0, 1849.0, 1920.0, 3932.0, 3932.0, 2808.0, 1560.0, NaN, 3745.0, 3900.0, 2464.0, 860.0"
140,"NaN, 1291.0, 3800.0, 281.0, NaN, NaN, 2313.0, 478.0, 1114.0, 1343.0, 1114.0, 1114.0, 281.0, 3865.0, 1114.0, 2675.0, 1114.0, 1114.0, 3800.0, NaN, 1114.0, 478.0, 1114.0, 3800.0, 1291.0, 3800.0, 1114.0, 478.0, 1114.0, NaN, 478.0, 478.0, 3722.0, NaN, 1114.0, NaN, 281.0, 3800.0, 1114.0, 2313.0, 3800.0, NaN, NaN, 2872.0, NaN, 1114.0"
141,4194.0
142,"3905.0, 3900.0, 4012.0, 3903.0, 3901.0"
143,"3903.0, 2136.0, 3900.0, 1518.0, 2136.0, 327.0, 3929.0, 327.0, 3903.0, 4125.0, NaN, 3910.0, 580.0, NaN, 3775.0, 3613.0, 1920.0, 2995.0, NaN, 3930.0, NaN, 3902.0, NaN, NaN, 4058.0, 2136.0, 3775.0, NaN, 327.0, 2136.0, 2002.0, NaN, 2459.0, 1485.0, 327.0, 1414.0, 2002.0, 3929.0, 2136.0, 327.0, 1176.0, NaN, 3901.0, 4021.0, NaN, NaN, 3900.0, 3901.0, 327.0, 3900.0, 2136.0, 2136.0, NaN, 3903.0, 4101.0, 2136.0, 3901.0, 3910.0, 2055.0, 2136.0, 2136.0, 4126.0, 115.0, NaN, NaN, 3929.0, 3910.0, 3910.0, 1807.0, 855.0, 813.0, 4028.0, 1091.0, 3718.0, 3900.0, 3901.0, 3920.0, 327.0, 2136.0, 1807.0, 1010.0, NaN, 3926.0, 4021.0, NaN, 3920.0, NaN, 3775.0, NaN, NaN, 2136.0, 3718.0, 4002.0, 3613.0, 3929.0, 3930.0, 4002.0, 2136.0, 4028.0, 327.0, 327.0, 2136.0, 2136.0, NaN, 2136.0, 3745.0, 3901.0, 3910.0, 3902.0, 4028.0, 3970.0, 2387.0, 3916.0, 3903.0, 3903.0, 4002.0, 3900.0, 4002.0, 2136.0, NaN, 2136.0, 379.0, 1807.0, NaN, 3900.0, 3901.0, 3905.0, 4021.0, NaN, 3900.0, 3901.0, 4030.0, 2256.0, 1524.0, 4002.0, 3910.0, 962.0, NaN, 327.0, 2136.0, 3903.0, 3042.0, NaN, 2136.0, 4002.0, 2136.0, 755.0, 3090.0, 2136.0, 2136.0, 3910.0, NaN, 327.0, NaN, 3903.0, 1091.0, 813.0, 2136.0, NaN, 3916.0, 813.0"
144,1594.0
145,"88.0, 3259.0, 88.0, 3259.0, 3349.0, 3259.0"
146,"2665.0, NaN, NaN"
147,"933.0, 2473.0, 2035.0, 1524.0, 3924.0, 12.0, 4047.0, 236.0, 3625.0, 327.0, 396.0, 81.0, 2243.0, 2942.0, 3912.0, 3924.0, 2470.0, 1704.0, 1366.0, 1807.0, 3904.0, 156.0, 2243.0, 218.0, 1920.0, 2767.0, 3717.0, 281.0, 2519.0, 2422.0, 1350.0, 855.0, 2942.0, 1849.0, 2464.0, 2642.0, 3195.0, 3908.0, 189.0, 4047.0, 860.0, 3228.0, 1980.0, 248.0, 2951.0, 218.0, 281.0, 3900.0, 4002.0, 1694.0, 1524.0, 743.0, 2746.0, 480.0, 3639.0, 914.0, 2035.0, NaN, 74.0, 3994.0, 3905.0, 3903.0, 3688.0, 3543.0, 1980.0, 3195.0, 975.0, 3948.0, 3444.0, 327.0, 2848.0, 1920.0, 1775.0, 218.0, 3688.0, 2848.0, 914.0, 547.0, NaN, 2716.0, 2586.0, 1807.0, 1392.0, 2473.0, 3042.0, 3905.0, 1524.0, 1849.0, 3595.0, 188.0, 1980.0, 3907.0, 248.0, 3903.0, 3543.0, 3767.0, 914.0, 1524.0, 3915.0, 74.0, 1524.0, 274.0, 1763.0, 396.0, 3561.0, 3905.0, 1980.0, 2345.0, 2519.0, 2767.0, 860.0, 1920.0, 274.0, 3923.0, 2848.0, 3561.0, 1450.0, 3837.0, 2558.0, 2473.0, 2203.0, 2176.0, 2637.0, 1473.0, 274.0, 4002.0, 396.0, 327.0, 3837.0, 3653.0, 248.0, 3138.0, 2055.0, 2470.0, 3595.0, 3905.0, 1849.0, 468.0, 1608.0, 1920.0, 3900.0, 3745.0, 218.0, 4243.0, 2382.0, 3905.0, 2470.0, 4012.0, 218.0, 3900.0, 3373.0, 2767.0, 3625.0, 480.0, 547.0, 3905.0, 3910.0, 3837.0, 2569.0, 2658.0, 1849.0, 1524.0, 2558.0, 1033.0, 2995.0, 218.0, 274.0, 1366.0, 2519.0, 1524.0, 4008.0, 2767.0, 3653.0, 227.0, 1569.0, 3912.0, 4107.0, 3138.0, 2136.0, 1807.0, 308.0, 3912.0, 1472.0, 3968.0, 274.0, 1760.0, 1760.0, 2569.0, 3912.0, 3901.0, 3905.0, 975.0, 1138.0, 3150.0, 1402.0, 547.0, 2629.0, 2464.0, 1807.0, 4073.0, 4116.0, 1524.0, 3228.0, 281.0, 1694.0, NaN, 3924.0, 156.0, 218.0, 2470.0, 3228.0, 327.0, 2469.0, 855.0, 3994.0, 3903.0, 3909.0, 2995.0, 3905.0, 3323.0, 3916.0, 3424.0, 3138.0, 3745.0, 547.0, 1569.0, 3902.0, 1136.0, 3913.0, 3903.0, 4002.0, 308.0, NaN, 2942.0, 2767.0, 2470.0, 1711.0, 2767.0, 2973.0, 743.0, 218.0, 4002.0, 2256.0, 332.0, 3902.0, 1560.0, 3901.0, 2942.0, 3901.0, 3903.0, 3901.0, 274.0, 81.0, 1524.0, 2658.0, 1366.0, 2519.0, 81.0, 3345.0, 2519.0, 218.0, 1807.0, 1980.0, 274.0, 218.0, 3745.0, 274.0, 4047.0, 846.0, 3837.0, 188.0, 1807.0, 3939.0, 3373.0, 2890.0, 3905.0, 3900.0, 3688.0, 1763.0, 2203.0, 2558.0, 356.0, 1920.0, 274.0, 4002.0, 2470.0"
148,"3901.0, 3910.0, NaN, NaN, NaN, NaN, 3911.0"
150,"NaN, NaN, 3968.0, NaN, NaN, NaN, 3625.0, NaN, NaN, NaN, 3254.0, 3355.0, NaN, 3473.0, NaN, 3903.0, 2723.0, 850.0, NaN, NaN, NaN, NaN, NaN, NaN, 3357.0, 3948.0, 1779.0, NaN, NaN, NaN, 1803.0, 364.0, NaN, 3867.0, 3625.0, NaN, 2225.0, 807.0, NaN, 3613.0, NaN, 2296.0, 3639.0, 3900.0, NaN, NaN, NaN, 3977.0, 1775.0, 2594.0, NaN, 2167.0, NaN, NaN, NaN, 2252.0, 396.0, NaN, 3473.0, 3997.0, NaN, 450.0, NaN, 1772.0, 3980.0, NaN, 1098.0, NaN, NaN, NaN, NaN, 3457.0, NaN, 1998.0, NaN, 3968.0, 1505.0, 3254.0, NaN, NaN, NaN, 216.0, NaN, NaN, NaN, 4193.0, NaN, 3900.0, 3473.0, 3473.0, NaN, 2907.0, NaN, NaN, 163.0, 163.0, 4194.0, 3254.0, NaN, 3956.0, NaN, 4108.0, NaN, NaN, 4136.0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1807.0, 3947.0, NaN, 46.0, NaN, 216.0, NaN, NaN, 2091.0, 1794.0, 3955.0, 3903.0, NaN, NaN, NaN, NaN, 2091.0, 3254.0, NaN, NaN, 3903.0, 3424.0, NaN, 3473.0, NaN, NaN, NaN, NaN, NaN, NaN, 2872.0, 3948.0, NaN, NaN, 216.0, NaN, NaN, 3900.0, 216.0, NaN, NaN, NaN, 949.0, 2665.0, NaN, 2732.0, 3907.0, 3254.0, NaN, NaN, NaN, NaN, NaN, 19.0, NaN, NaN, 3254.0, NaN, 3473.0, 3968.0, NaN, NaN, NaN, 2023.0, NaN, NaN, 216.0, 3017.0, 3254.0, 3254.0, 146.0, NaN, 4072.0, NaN, 3900.0, NaN, NaN, 1793.0, NaN, 3024.0, NaN, NaN, 3968.0, NaN, NaN, NaN, 74.0, NaN, NaN, NaN, 1137.0, NaN, NaN, 3529.0, NaN, 2022.0, 3760.0, 3997.0, NaN, NaN, NaN, 2705.0, 3947.0, NaN, 2723.0, 3473.0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 3956.0, NaN, NaN"
151,592.0
152,3012.0
153,"1772.0, NaN, 2099.0, 955.0, NaN, 3948.0, NaN, 146.0, 1189.0, 1772.0, NaN, 74.0, 4178.0, 3424.0, NaN"
154,"3199.0, 3636.0, 1488.0, 1803.0, 265.0, 3981.0"
155,"NaN, 702.0, NaN, 879.0, NaN, NaN, NaN, 702.0, NaN"
156,"1467.0, 2473.0, 2469.0, 2470.0"
