id,title,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4
926,Galaxy Quest,space battle,spaceship,spoof,fictional tv show,
927,Gremlins,holiday,monster,small town,department store,bars and restaurants
928,Gremlins 2: The New Batch,new york,monster,skyscraper,mutant,restaurant
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,usa president,general,cold war,strategic air command,nuclear missile
943,Lethal Weapon 3,rookie cop,dog biscuit,shooting practice,sitting on a toilet,judo throw
944,Lethal Weapon 4,lapd,house on fire,revolver,,
947,Lawrence of Arabia,cairo,arabian,world war i,horse,jerusalem
948,Halloween,female nudity,nudity,mask,babysitter,halloween
950,Ice Age: The Meltdown,mammoth,sloth,ice age,barrier ice,ice melting
951,Kindergarten Cop,crime fighter,cook,drug dealer,dying and death,kindergarten
953,Madagascar,lion,hippopotamus,giraffe,penguin,zebra
954,Mission: Impossible,paris,london england,spy,cia,terrorist
955,Mission: Impossible II,terror,spain,cia,helicopter,secret identity
956,Mission: Impossible III,berlin,cia,vatican,white house,secret identity
957,Spaceballs,android,lasergun,swordplay,temple,space marine
978,Seven Years in Tibet,buddhism,himalaya,austria,mountains,buddhist monk
979,Irreversible,paris,prostitute,rape,sex,nudity
985,Eraserhead,baby,mutant,claustrophobia,nightmare,parents-in-law
987,The Front Page,chicago,journalist,newspaper,marriage proposal,stress
990,The Hustler,suicide,gambling,manager,alcohol,based on novel
1018,Mulholland Drive,schizophrenia,identity,amnesia,loss of sense of reality,suppressed past
1024,Heavenly Creatures,mother,sex,secret,obsession,literature
1051,The French Connection,police brutality,marseille,night life,attempted murder,drug dealer
1073,Arlington Road,bomb,terrorist,fbi,professor,paranoia
1088,Whale Rider,ocean,loss of mother,tradition,loss of brother,becoming an adult
1090,The Thirteenth Floor,artificial intelligence,simulation,computer program,virtual reality,dystopia
1091,The Thing,ice,space marine,paranoia,snow storm,norwegian
1103,Escape from New York,taxi,street gang,usa president,war veteran,hostage
1116,The Wind That Shakes the Barley,london england,brother brother relationship,england,civil war,resistance
1123,Catch a Fire,police brutality,resistance,south africa,apartheid,african national congress
1124,The Prestige,competition,secret,obsession,magic,dying and death
1125,Dreamgirls,music record,manager,black people,adultery,soul
1164,Babel,terror,loss of mother,gun,morocco,deaf-mute
1165,The Queen,upper class,loss of mother,great britain,sadness,queen
1213,The Talented Mr. Ripley,venice,italy,gay,new york,lovesickness
1245,The Remains of the Day,newspaper,butler,country house,loyalty,flower
1246,Rocky Balboa,philadelphia,transporter,fight,love of one's life,publicity
1248,Hannibal Rising,winter,psychopath,horror,serial killer,
1250,Ghost Rider,mephisto,religion and supernatural,dying and death,devil's son,ghost world
1251,Letters from Iwo Jima,world war ii,cave,dying and death,pacific theater,japanese army
1255,The Host,river,mobile phone,bravery,archer,daughter
1257,Because I Said So,mother,guitar,sister sister relationship,profession,new love
1259,Notes on a Scandal,sex,adultery,based on novel,cat,infidelity
1262,Stranger Than Fiction,professor,literature,love,romantic comedy,author
1265,Bridge to Terabithia,brother sister relationship,friendship,bullying,neighbor,school
1266,Street Kings,police,los angeles,,,
1268,Mr. Bean's Holiday,holiday,france,film director,chaos,clumsy fellow
1271,300,evisceration,javelin,shield,army,fall from height
1272,Sunshine,saving the world,bomb,sun,space marine,sunlight
1273,TMNT,new york,brother brother relationship,journalist,martial arts,crime fighter
1282,Dogtown and Z-Boys,skateboarding,independent film,,,
1359,American Psycho,based on novel,wall street,psychopath,white collar,harvard business school
1360,Frida,painter,love of one's life,disabled,woman director,
1365,Monster's Ball,southern usa,waitress,parents kids relationship,overweight child,loss of child
1366,Rocky,underdog,philadelphia,transporter,italo-american,fight
1368,First Blood,prison,vietnam veteran,falsely accused,police brutality,sheriff
1369,Rambo: First Blood Part II,usa,vietnam veteran,submachine gun,prisoner,prisoners of war
1370,Rambo III,competition,submachine gun,soviet union,liberation,russian
1372,Blood Diamond,rebel,journalist,journalism,loss of family,slavery
1378,Shortbus,gay,new york,free love,swinger club,transsexuality
1381,The Fountain,brain tumor,operation,queen,love of one's life,surgeon
1382,Me and You and Everyone We Know,brother brother relationship,playground,independent film,sex talk,art gallery
1389,Out of Sight,journalist,bedroom,purse,trunk,elmore leonard
1391,Y Tu Mamá También,mexico,sex,beach,group sex,male friendship
1402,The Pursuit of Happyness,san francisco,single parent,homeless person,bus,worker
1408,Cutthroat Island,exotic island,treasure,map,ship,scalp
1412,"Sex, Lies, and Videotape",sexual obsession,sex,sexuality,camcorder,spanner
1415,Party Monster,new york,hotel,based on novel,birthday,bath
1417,Pan's Labyrinth,spain,resistance,servant,anti hero,fairy
1422,The Departed,undercover,boston,police,friends,mafia
1424,November,post traumatic stress  disorder,photographer,loss of lover,professor,trauma
1427,Perfume: The Story of a Murderer,paris,female nudity,prostitute,small town,obsession
1428,Once Upon a Time in Mexico,corruption,cia,,,
1429,25th Hour,prison,prisoner,dream,drug dealer,nightclub
1430,Bowling for Columbine,usa,canada,gun,homicide,to shoot dead
1435,Tarnation,schizophrenia,gay,usa,rape,texas
1439,Anna and the King,civil war,father son relationship,east india trading company,traitor,death penalty
1440,Little Children,skateboarding,mother,american football,adultery,wife husband relationship
1443,The Virgin Suicides,michigan,1970s,youth,family,woman director
1452,Superman Returns,saving the world,dc comics,invulnerability,sequel,superhero
1487,Hellboy,black magic,fistfight,cover-up,superhero,paranormal phenomena
1491,The Illusionist,magic,princess,love,rivalry,vienna austria
1493,Miss Congeniality,undercover agent,beauty contest,terrorism,,
1494,Curse of the Golden Flower,poison,china,martial arts,swordplay,fight
1495,Kingdom of Heaven,crusade,epic,knight,swordsman,order of the templars
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,crime fighter,fight,mutant,turtle,ninja
1499,Teenage Mutant Ninja Turtles III,japan,time travel,ninja,,
1523,The Last King of Scotland,dictator,1970s,general,kidnapping,naivety
1535,Spy Game,spy,china,cia,cold war,
1537,Changing Lanes,new york,custody battle,suspense,lawyer,
1538,Collateral,california,taxi,assassin,hostage,taxi driver
1542,Office Space,suburbia,downsizing,software engineer,burnout,dallas texas
1544,Imagine Me & You,london england,flower shop,homosexuality,lesbian,lgbt
1546,Thumbsucker,becoming an adult,thumb,first time,hypnosis,thumb sucking
1547,The Lost Boys,street gang,small town,vampire,comic book,boardwalk
1548,Ghost World,high school friends,art class,record collector,plaster,personal ad
1550,Pieces of April,sex,thanksgiving,road trip,love,independent film
1551,Flatliners,life and death,afterlife,swing,memory,medical student
1555,The Spanish Apartment,paris,barcelona spain,alcohol,roommate,single
1562,28 Weeks Later,london england,loss of mother,loss of family,mutant,pest
1571,Live Free or Die Hard,usa,washington d.c.,helicopter,hostage,fbi
1572,Die Hard: With a Vengeance,bomb,taxi,riddle,robbery,detective
1573,Die Hard 2,ambush,helicopter,journalist,based on novel,airport
1574,Chicago,chicago,based on stage musical,prison matron,jazz age,nude man murdered
1576,Resident Evil,undercover,mutant,dystopia,conspiracy,zombie
1577,Resident Evil: Apocalypse,martial arts,mutant,dystopia,rescue,conspiracy
1578,Raging Bull,transporter,jealousy,violent husband,paranoia,boxer
1579,Apocalypto,loss of family,solar eclipse,slavery,jaguar,village
1581,The Holiday,holiday,london england,film making,christmas party,country house
1584,School of Rock,rock and roll,rock,high school,music band,
1585,It's a Wonderful Life,holiday,angel,based on novel,bank,suicide attempt
1586,Secret Window,alcohol,adultery,detective,mississippi,jealousy
1587,What's Eating Gilbert Grape,brother brother relationship,mentally disabled,iowa,widow,dysfunctional family
1588,Bring It On,cheerleader,sport,high school,teenage girl,cheerleading
1590,Copying Beethoven,beethoven,woman director,,,
1591,Nowhere in Africa,loss of family,emigration,world war ii,jew,national socialism
1593,Night at the Museum,museum,skeleton,night shift,chaos,genghis khan
1597,Meet the Parents,cia,airport,cat,jew,orderly
1598,Cape Fear,prison,child abuse,rape,small town,daughter
1599,I Heart Huckabees,sex,detective,jealousy,humor,protest
1613,The 51st State,chemical,laxative,skinheads,,
1619,The Way of the Gun,gunslinger,mexico,hotel,ransom,mexican standoff
1620,Hitman,assassin,secret identity,intelligence,soviet union,russia
1621,Trading Places,christmas tree,from rags to riches,broker,beggar,dollar
1624,Liar Liar,california,workaholic,birthday,lie,pregnancy and birth
1635,The Island,clone,transplantation,love of one's life,dystopia,genetics
1636,Bedazzled,love of one's life,mephisto,wish,sale of soul,pact with the devil
1637,Speed,bomb,airport,bus,bus ride,highway
1639,Speed 2: Cruise Control,boat,cruise,computer,disaster,diamond
1640,Crash,race politics,daughter,installer,police,fall
1642,The Net,cheating,new identity,computer virus,chase,computer
1645,A Time to Kill,ku klux klan,rape,mississippi,jurors,blackmail
1646,Freedom Writers,black people,based on novel,holocaust,ghetto,diary
1648,Bill & Ted's Excellent Adventure,jealousy,journey in the past,sigmund freud,time travel,heavy metal
1649,Bill & Ted's Bogus Journey,future,dying and death,heaven,time travel,heavy metal
1651,Mississippi Mermaid,exotic island,secret,love of one's life,plantation,marriage
1656,The Legend of Zorro,california,spy,father son relationship,mexico,hero
1667,March of the Penguins,parents kids relationship,penguin,brood,autonomy,egg
1669,The Hunt for Red October,submarine,cold war,russian,defection,jack ryan
1677,Ray,black people,soul,country music,loss of brother,1970s
1683,The Reaping,river,miracle,bible,louisiana,frog
1685,Beneath the Planet of the Apes,mutant,dystopia,survivor,astronaut,ape
1687,Escape from the Planet of the Apes,spacecraft,pacifism,human being,cage,dystopia
1688,Conquest of the Planet of the Apes,circus,pet,human being,dystopia,insurrection
1690,Hostel,bathroom,sex,amsterdam,europe,brothel
1691,Hostel: Part II,prague,bratislava,castration,ladies' man,student
1696,The Devil's Rejects,sadistic,killing,fire,sheriff,bounty hunter
1698,Anatomy,butterfly,dissection,scalpel,medical school,
1701,Con Air,prison,ambush,helicopter,airport,gas station
1705,Battle for the Planet of the Apes,post-apocalyptic,dystopia,ape,,
1710,Copycat,police brutality,psychology,police operation,police protection,serial killer
1717,All the King's Men,corruption,journalist,based on novel,blackmail,manipulation
1722,Captain Corelli's Mandolin,officer,greek island,mandolin,italian soldier,resistance fighter
1724,The Incredible Hulk,new york,rio de janeiro,marvel comic,superhero,based on comic book
1725,West Side Story,slum,street gang,love at first sight,showdown,puerto rican
1726,Iron Man,middle east,arms dealer,malibu,marvel comic,superhero
1729,The Forbidden Kingdom,tempel,shaolin,teenager,urination,staff
1734,The Mummy Returns,son,ancient egypt,bracelet,,
1770,Michael Collins,civil war,fight,presidential election,freedom fighter,chinese civil war
1771,Captain America: The First Avenger,new york,usa,world war ii,nazis,marvel comic
1777,Fahrenheit 9/11,usa president,jihad,saudi arabia,war on terror,iraq
1779,Roger & Me,capitalism,economics,unemployment,corporate greed,
1781,An Inconvenient Truth,climate change,greenhouse effect,climate,earth,global warming
1788,Footloose,dancing,dancer,dance,music,dance teacher
1792,Stuck on You,sex,dancer,martial arts,cook,stripper
1808,Velvet Goldmine,gay,great britain,narration,glam rock,bisexual
1809,The Rules of Attraction,love triangle,independent film,multiple storylines,,
1813,The Devil's Advocate,child abuse,southern usa,obsession,subway,nudity
1817,Phone Booth,terrorist,phone booth,psychopath,,
1819,"You, Me and Dupree",roommate,love of one's life,newlywed,,
1824,50 First Dates,deja vu,amnesia,hawaii,ladykiller,romantic comedy
1830,Lord of War,cold war,weapon,arms dealer,,
1831,The Next Best Thing,gay,parents kids relationship,custody battle,flush,yoga
1832,Dogma,angel,wisconsin,church service,church,aftercreditsstinger
1833,Rent,gay,sex,aids,musical,hiv
1844,Entrapment,london england,new year's eve,skyscraper,burglar,distrust
1850,Man on the Moon,show business,comedian,wrestling,,
1852,World Trade Center,terror,runaway,alarm clock,hero,firemen
1858,Transformers,destroy,transformation,alien,based on toy,transformers
1865,Pirates of the Caribbean: On Stranger Tides,sea,captain,mutiny,sword,prime minister
1874,Goodbye Bafana,jail guard,prison cell,south africa,apartheid,nelson mandela
