id,title,cast_0,cast_1,cast_2
840,Close Encounters of the Third Kind,Richard Dreyfuss,François Truffaut,Teri Garr
841,Dune,Kyle MacLachlan,Francesca Annis,Leonardo Cimino
844,2046,Tony Leung Chiu-Wai,Zhang Ziyi,Faye Wong
846,The X Files,David Duchovny,Gillian Anderson,Mitch Pileggi
848,Dragonslayer,Peter MacNicol,Caitlin Clarke,Ralph Richardson
849,Krull,Ken Marshall,Lysette Anthony,Francesca Annis
850,A Christmas Story,Melinda Dillon,Darren McGavin,Peter Billingsley
853,Enemy at the Gates,Jude Law,Rachel Weisz,Ed Harris
854,The Mask,Jim Carrey,Cameron Diaz,Nancy Fish
855,Black Hawk Down,Josh Hartnett,Ewan McGregor,Jason Isaacs
857,Saving Private Ryan,Tom Hanks,Matt Damon,Vin Diesel
859,Dangerous Liaisons,Glenn Close,John Malkovich,Michelle Pfeiffer
860,WarGames,Matthew Broderick,Dabney Coleman,Ally Sheedy
861,Total Recall,Arnold Schwarzenegger,Sharon Stone,Rachel Ticotin
862,Toy Story,Tom Hanks,Tim Allen,Don Rickles
863,Toy Story 2,Tom Hanks,Tim Allen,Joan Cusack
864,Cool Runnings,Leon Robinson,Doug E. Doug,Rawle D. Lewis
865,The Running Man,Arnold Schwarzenegger,Richard Dawson,María Conchita Alonso
866,Finding Neverland,Johnny Depp,Kate Winslet,Julie Christie
868,Tsotsi,Presley Chweneyagae,Jerry Mofokeng,Terry Pheto
869,Planet of the Apes,Mark Wahlberg,Tim Roth,Helena Bonham Carter
872,Singin' in the Rain,Gene Kelly,Donald O'Connor,Debbie Reynolds
873,The Color Purple,Whoopi Goldberg,Margaret Avery,Danny Glover
874,A Man for All Seasons,Paul Scofield,Wendy Hiller,Leo McKern
879,Hook,Robin Williams,Dustin Hoffman,Julia Roberts
881,A Few Good Men,Tom Cruise,Jack Nicholson,Demi Moore
887,The Best Years of Our Lives,Fredric March,Myrna Loy,Dana Andrews
888,The Flintstones,John Goodman,Elizabeth Perkins,Rick Moranis
889,The Flintstones in Viva Rock Vegas,Mark Addy,Stephen Baldwin,Kristen Johnston
905,Pandora's Box,Louise Brooks,Fritz Kortner,Francis Lederer
907,Doctor Zhivago,Omar Sharif,Julie Christie,Geraldine Chaplin
913,The Thomas Crown Affair,Pierce Brosnan,Rene Russo,Denis Leary
920,Cars,Owen Wilson,Paul Newman,Bonnie Hunt
921,Cinderella Man,Russell Crowe,Renée Zellweger,Paul Giamatti
924,Dawn of the Dead,Sarah Polley,Ving Rhames,Jake Weber
925,Do the Right Thing,Danny Aiello,Ossie Davis,Ruby Dee
926,Galaxy Quest,Tim Allen,Sigourney Weaver,Alan Rickman
927,Gremlins,Zach Galligan,Phoebe Cates,Hoyt Axton
928,Gremlins 2: The New Batch,Zach Galligan,Phoebe Cates,John Glover
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Peter Sellers,George C. Scott,Sterling Hayden
943,Lethal Weapon 3,Mel Gibson,Danny Glover,Joe Pesci
944,Lethal Weapon 4,Mel Gibson,Danny Glover,Joe Pesci
947,Lawrence of Arabia,Peter O'Toole,Alec Guinness,Anthony Quinn
948,Halloween,Donald Pleasence,Jamie Lee Curtis,P.J. Soles
950,Ice Age: The Meltdown,Ray Romano,John Leguizamo,Denis Leary
951,Kindergarten Cop,Arnold Schwarzenegger,Penelope Ann Miller,Pamela Reed
953,Madagascar,Ben Stiller,Chris Rock,David Schwimmer
954,Mission: Impossible,Tom Cruise,Jon Voight,Emmanuelle Béart
955,Mission: Impossible II,Tom Cruise,Dougray Scott,Thandie Newton
956,Mission: Impossible III,Tom Cruise,Philip Seymour Hoffman,Ving Rhames
957,Spaceballs,Mel Brooks,Rick Moranis,Bill Pullman
978,Seven Years in Tibet,Brad Pitt,Jamyang Jamtsho Wangchuk,David Thewlis
979,Irreversible,Monica Bellucci,Vincent Cassel,Albert Dupontel
985,Eraserhead,Jack Nance,Charlotte Stewart,Allen Joseph
987,The Front Page,Jack Lemmon,Walter Matthau,Susan Sarandon
990,The Hustler,Paul Newman,Jackie Gleason,Piper Laurie
1018,Mulholland Drive,Naomi Watts,Laura Harring,Ann Miller
1024,Heavenly Creatures,Melanie Lynskey,Kate Winslet,Sarah Peirse
1051,The French Connection,Gene Hackman,Fernando Rey,Roy Scheider
1073,Arlington Road,Jeff Bridges,Tim Robbins,Joan Cusack
1088,Whale Rider,Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton
1090,The Thirteenth Floor,Craig Bierko,Armin Mueller-Stahl,Gretchen Mol
1091,The Thing,Kurt Russell,Keith David,Wilford Brimley
1103,Escape from New York,Kurt Russell,Lee Van Cleef,Ernest Borgnine
1116,The Wind That Shakes the Barley,Cillian Murphy,Pádraic Delaney,Liam Cunningham
1123,Catch a Fire,Tim Robbins,Derek Luke,Bonnie Henna
1124,The Prestige,Hugh Jackman,Christian Bale,Michael Caine
1125,Dreamgirls,Jamie Foxx,Beyoncé Knowles,Eddie Murphy
1164,Babel,Brad Pitt,Cate Blanchett,Gael García Bernal
1165,The Queen,Helen Mirren,Michael Sheen,James Cromwell
1213,The Talented Mr. Ripley,Matt Damon,Gwyneth Paltrow,Jude Law
1245,The Remains of the Day,Anthony Hopkins,Emma Thompson,James Fox
1246,Rocky Balboa,Sylvester Stallone,Burt Young,Milo Ventimiglia
1248,Hannibal Rising,Gaspard Ulliel,Aaran Thomas,Gong Li
1250,Ghost Rider,Nicolas Cage,Eva Mendes,Wes Bentley
1251,Letters from Iwo Jima,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara
1255,The Host,Song Kang-ho,Park Hae-il,Bae Doona
1257,Because I Said So,Diane Keaton,Mandy Moore,Gabriel Macht
1259,Notes on a Scandal,Judi Dench,Cate Blanchett,Bill Nighy
1262,Stranger Than Fiction,Will Ferrell,Maggie Gyllenhaal,Dustin Hoffman
1265,Bridge to Terabithia,Josh Hutcherson,AnnaSophia Robb,Robert Patrick
1266,Street Kings,Keanu Reeves,Forest Whitaker,Chris Evans
1268,Mr. Bean's Holiday,Rowan Atkinson,Max Baldry,Emma de Caunes
1271,300,Gerard Butler,Lena Headey,Dominic West
1272,Sunshine,Cillian Murphy,Rose Byrne,Chris Evans
1273,TMNT,Chris Evans,Sarah Michelle Gellar,Mako
1282,Dogtown and Z-Boys,Sean Penn,Jay Adams,Henry Rollins
1359,American Psycho,Christian Bale,Willem Dafoe,Jared Leto
1360,Frida,Salma Hayek,Alfred Molina,Mía Maestro
1365,Monster's Ball,Halle Berry,Billy Bob Thornton,Heath Ledger
1366,Rocky,Sylvester Stallone,Talia Shire,Burt Young
1368,First Blood,Sylvester Stallone,Richard Crenna,Brian Dennehy
1369,Rambo: First Blood Part II,Sylvester Stallone,Richard Crenna,Charles Napier
1370,Rambo III,Sylvester Stallone,Richard Crenna,Kurtwood Smith
1372,Blood Diamond,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly
1378,Shortbus,Sook-Yin Lee,Paul Dawson,PJ DeBoy
1381,The Fountain,Hugh Jackman,Rachel Weisz,Ellen Burstyn
1382,Me and You and Everyone We Know,Miranda July,John Hawkes,Brandon Ratcliff
1389,Out of Sight,George Clooney,Jennifer Lopez,Ving Rhames
1391,Y Tu Mamá También,Gael García Bernal,Diego Luna,Maribel Verdú
1402,The Pursuit of Happyness,Will Smith,Jaden Smith,Thandie Newton
1408,Cutthroat Island,Geena Davis,Matthew Modine,Frank Langella
1412,"Sex, Lies, and Videotape",Andie MacDowell,Peter Gallagher,James Spader
1415,Party Monster,Seth Green,Macaulay Culkin,Chloë Sevigny
1417,Pan's Labyrinth,Ivana Baquero,Maribel Verdú,Sergi López
1422,The Departed,Leonardo DiCaprio,Matt Damon,Jack Nicholson
1424,November,Courteney Cox,James Le Gros,Michael Ealy
1427,Perfume: The Story of a Murderer,Ben Whishaw,Simon Chandler,David Calder
1428,Once Upon a Time in Mexico,Antonio Banderas,Salma Hayek,Johnny Depp
1429,25th Hour,Edward Norton,Philip Seymour Hoffman,Barry Pepper
1430,Bowling for Columbine,Michael Moore,George H. W. Bush,George W. Bush
1435,Tarnation,Renee Leblanc,Adolph Davis,Jonathan Caouette
1439,Anna and the King,Jodie Foster,Chow Yun-fat,Bai Ling
1440,Little Children,Kate Winslet,Patrick Wilson,Jennifer Connelly
1443,The Virgin Suicides,James Woods,Kathleen Turner,Kirsten Dunst
1452,Superman Returns,Brandon Routh,Kevin Spacey,Kate Bosworth
1487,Hellboy,Ron Perlman,Selma Blair,Rupert Evans
1491,The Illusionist,Edward Norton,Jessica Biel,Paul Giamatti
1493,Miss Congeniality,Sandra Bullock,Benjamin Bratt,Michael Caine
1494,Curse of the Golden Flower,Chow Yun-fat,Gong Li,Jay Chou
1495,Kingdom of Heaven,Orlando Bloom,Eva Green,Jeremy Irons
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Paige Turco,David Warner,Michelan Sisti
1499,Teenage Mutant Ninja Turtles III,Paige Turco,Stuart Wilson,Sab Shimono
1523,The Last King of Scotland,Forest Whitaker,James McAvoy,Simon McBurney
1535,Spy Game,Robert Redford,Brad Pitt,Catherine McCormack
1537,Changing Lanes,Ben Affleck,Samuel L. Jackson,Kim Staunton
1538,Collateral,Tom Cruise,Jamie Foxx,Jada Pinkett Smith
1542,Office Space,Ron Livingston,Jennifer Aniston,David Herman
1544,Imagine Me & You,Piper Perabo,Lena Headey,Matthew Goode
1546,Thumbsucker,Lou Taylor Pucci,Tilda Swinton,Vincent D'Onofrio
1547,The Lost Boys,Jason Patric,Corey Haim,Corey Feldman
1548,Ghost World,Thora Birch,Scarlett Johansson,Steve Buscemi
1550,Pieces of April,Katie Holmes,Derek Luke,Patricia Clarkson
1551,Flatliners,Kiefer Sutherland,Julia Roberts,Kevin Bacon
1555,The Spanish Apartment,Romain Duris,Audrey Tautou,Kelly Reilly
1562,28 Weeks Later,Imogen Poots,Robert Carlyle,Rose Byrne
1571,Live Free or Die Hard,Bruce Willis,Justin Long,Timothy Olyphant
1572,Die Hard: With a Vengeance,Bruce Willis,Jeremy Irons,Samuel L. Jackson
1573,Die Hard 2,Bruce Willis,Bonnie Bedelia,William Atherton
1574,Chicago,Catherine Zeta-Jones,Renée Zellweger,Queen Latifah
1576,Resident Evil,Milla Jovovich,Michelle Rodriguez,Eric Mabius
1577,Resident Evil: Apocalypse,Milla Jovovich,Sienna Guillory,Oded Fehr
1578,Raging Bull,Robert De Niro,Joe Pesci,Cathy Moriarty
1579,Apocalypto,Rudy Youngblood,Raoul Max Trujillo,Gerardo Taracena
1581,The Holiday,Cameron Diaz,Kate Winslet,Jude Law
1584,School of Rock,Jack Black,Joan Cusack,Mike White
1585,It's a Wonderful Life,James Stewart,Donna Reed,Lionel Barrymore
1586,Secret Window,Johnny Depp,John Turturro,Timothy Hutton
1587,What's Eating Gilbert Grape,Johnny Depp,Leonardo DiCaprio,Juliette Lewis
1588,Bring It On,Kirsten Dunst,Jesse Bradford,Eliza Dushku
1590,Copying Beethoven,Ed Harris,Diane Kruger,Matthew Goode
1591,Nowhere in Africa,Juliane Köhler,Merab Ninidze,Sidede Onyulo
1593,Night at the Museum,Ben Stiller,Jake Cherry,Carla Gugino
1597,Meet the Parents,Ben Stiller,Robert De Niro,Teri Polo
1598,Cape Fear,Robert De Niro,Nick Nolte,Jessica Lange
1599,I Heart Huckabees,Jason Schwartzman,Dustin Hoffman,Lily Tomlin
1613,The 51st State,Samuel L. Jackson,Robert Carlyle,Emily Mortimer
1619,The Way of the Gun,Benicio del Toro,Ryan Phillippe,Juliette Lewis
1620,Hitman,Timothy Olyphant,Dougray Scott,Olga Kurylenko
1621,Trading Places,Eddie Murphy,Dan Aykroyd,Jamie Lee Curtis
1624,Liar Liar,Jim Carrey,Maura Tierney,Cary Elwes
1635,The Island,Ewan McGregor,Scarlett Johansson,Djimon Hounsou
1636,Bedazzled,Elizabeth Hurley,Brendan Fraser,Frances O'Connor
1637,Speed,Keanu Reeves,Dennis Hopper,Sandra Bullock
1639,Speed 2: Cruise Control,Sandra Bullock,Jason Patric,Willem Dafoe
1640,Crash,Sandra Bullock,Don Cheadle,Matt Dillon
1642,The Net,Sandra Bullock,Jeremy Northam,Dennis Miller
1645,A Time to Kill,Matthew McConaughey,Sandra Bullock,Samuel L. Jackson
1646,Freedom Writers,Hilary Swank,Scott Glenn,Imelda Staunton
1648,Bill & Ted's Excellent Adventure,Keanu Reeves,Alex Winter,George Carlin
1649,Bill & Ted's Bogus Journey,Keanu Reeves,Alex Winter,George Carlin
1651,Mississippi Mermaid,Jean-Paul Belmondo,Catherine Deneuve,Michel Bouquet
1656,The Legend of Zorro,Antonio Banderas,Catherine Zeta-Jones,Adrián Alonso Barona
1667,March of the Penguins,Morgan Freeman,Charles Berling,Romane Bohringer
1669,The Hunt for Red October,Alec Baldwin,Sean Connery,Scott Glenn
1677,Ray,Jamie Foxx,Kerry Washington,Regina King
1683,The Reaping,Hilary Swank,David Morrissey,Idris Elba
1685,Beneath the Planet of the Apes,James Franciscus,Kim Hunter,Maurice Evans
1687,Escape from the Planet of the Apes,Roddy McDowall,Kim Hunter,Bradford Dillman
1688,Conquest of the Planet of the Apes,Roddy McDowall,Don Murray,Ricardo Montalban
1690,Hostel,Jay Hernandez,Derek Richardson,Eythor Gudjonsson
1691,Hostel: Part II,Lauren German,Bijou Phillips,Heather Matarazzo
1696,The Devil's Rejects,Sid Haig,Bill Moseley,Sheri Moon Zombie
1698,Anatomy,Franka Potente,Benno Fürmann,Anna Loos
1701,Con Air,Nicolas Cage,John Cusack,John Malkovich
1705,Battle for the Planet of the Apes,Roddy McDowall,Natalie Trundy,Austin Stoker
1710,Copycat,Sigourney Weaver,Holly Hunter,Will Patton
1717,All the King's Men,Sean Penn,Jude Law,Kate Winslet
1722,Captain Corelli's Mandolin,Nicolas Cage,Penélope Cruz,John Hurt
1724,The Incredible Hulk,Edward Norton,Liv Tyler,Tim Roth
1725,West Side Story,Natalie Wood,Richard Beymer,Russ Tamblyn
1726,Iron Man,Robert Downey Jr.,Terrence Howard,Jeff Bridges
1729,The Forbidden Kingdom,Jackie Chan,Jet Li,Michael Angarano
1734,The Mummy Returns,Brendan Fraser,Rachel Weisz,John Hannah
1735,The Mummy: Tomb of the Dragon Emperor,Brendan Fraser,Jet Li,John Hannah
1770,Michael Collins,Liam Neeson,Aidan Quinn,Stephen Rea
1771,Captain America: The First Avenger,Chris Evans,Hugo Weaving,Tommy Lee Jones
1777,Fahrenheit 9/11,Robert De Niro,Michael Moore,George W. Bush
1779,Roger & Me,Michael Moore,Roger B. Smith,Rhonda Britton
1781,An Inconvenient Truth,Al Gore,Billy West,Ronald Reagan
1788,Footloose,Kevin Bacon,John Lithgow,Dianne Wiest
1792,Stuck on You,Matt Damon,Greg Kinnear,Eva Mendes
1808,Velvet Goldmine,Ewan McGregor,Christian Bale,Jonathan Rhys Meyers
1809,The Rules of Attraction,James Van Der Beek,Shannyn Sossamon,Ian Somerhalder
1813,The Devil's Advocate,Keanu Reeves,Al Pacino,Charlize Theron
1817,Phone Booth,Colin Farrell,Kiefer Sutherland,Forest Whitaker
1819,"You, Me and Dupree",Kate Hudson,Owen Wilson,Matt Dillon
1824,50 First Dates,Adam Sandler,Drew Barrymore,Rob Schneider
1830,Lord of War,Nicolas Cage,Bridget Moynahan,Jared Leto
1831,The Next Best Thing,Madonna,Rupert Everett,Benjamin Bratt
1832,Dogma,Ben Affleck,Matt Damon,Linda Fiorentino
1833,Rent,Anthony Rapp,Adam Pascal,Rosario Dawson
1844,Entrapment,Sean Connery,Catherine Zeta-Jones,Will Patton
1850,Man on the Moon,Jim Carrey,Courtney Love,Bob Zmuda
1852,World Trade Center,Nicolas Cage,Maria Bello,Maggie Gyllenhaal
1858,Transformers,Shia LaBeouf,Josh Duhamel,Megan Fox
1865,Pirates of the Caribbean: On Stranger Tides,Johnny Depp,Penélope Cruz,Ian McShane
1874,Goodbye Bafana,Joseph Fiennes,Dennis Haysbert,Diane Kruger
1878,Fear and Loathing in Las Vegas,Johnny Depp,Benicio del Toro,Tobey Maguire
1880,Red Dawn,Patrick Swayze,C. Thomas Howell,Lea Thompson
1883,Malcolm X,Denzel Washington,Angela Bassett,Albert Hall
1885,The Karate Kid,Ralph Macchio,Pat Morita,William Zabka
1887,Marie Antoinette,Kirsten Dunst,Jason Schwartzman,Judy Davis
1891,The Empire Strikes Back,Mark Hamill,Harrison Ford,Carrie Fisher
1892,Return of the Jedi,Mark Hamill,Harrison Ford,Carrie Fisher
1893,Star Wars: Episode I - The Phantom Menace,Liam Neeson,Ewan McGregor,Natalie Portman
1894,Star Wars: Episode II - Attack of the Clones,Ewan McGregor,Natalie Portman,Hayden Christensen
1895,Star Wars: Episode III - Revenge of the Sith,Ewan McGregor,Natalie Portman,Hayden Christensen
1900,Traffic,Michael Douglas,Benicio del Toro,Jacob Vargas
1901,In Good Company,Topher Grace,Scarlett Johansson,Dennis Quaid
1903,Vanilla Sky,Tom Cruise,Penélope Cruz,Cameron Diaz
1904,Memoirs of a Geisha,Zhang Ziyi,Gong Li,Youki Kudoh
1907,The Beach,Leonardo DiCaprio,Guillaume Canet,Tilda Swinton
1909,Don Juan DeMarco,Johnny Depp,Marlon Brando,Faye Dunaway
1911,The 13th Warrior,Antonio Banderas,Vladimir Kulich,Dennis Storhøi
1913,The Sea Inside,Javier Bardem,Belén Rueda,Lola Dueñas
1921,Sweet November,Keanu Reeves,Charlize Theron,Jason Isaacs
1924,Superman,Christopher Reeve,Marlon Brando,Margot Kidder
1927,Hulk,Eric Bana,Jennifer Connelly,Sam Elliott
1930,The Amazing Spider-Man,Andrew Garfield,Emma Stone,Rhys Ifans
1931,Stomp the Yard,Columbus Short,Meagan Good,Ne-Yo
1933,The Others,Nicole Kidman,Christopher Eccleston,Alakina Mann
1934,Shakespeare in Love,Joseph Fiennes,Gwyneth Paltrow,Geoffrey Rush
1946,eXistenZ,Jennifer Jason Leigh,Jude Law,Ian Holm
1947,An Unfinished Life,Robert Redford,Jennifer Lopez,Morgan Freeman
1948,Crank,Jason Statham,Amy Smart,Jose Pablo Cantillo
1949,Zodiac,Jake Gyllenhaal,Robert Downey Jr.,Mark Ruffalo
1950,Lucky You,Eric Bana,Drew Barrymore,Robert Duvall
1951,Manderlay,Bryce Dallas Howard,Isaach De Bankolé,Danny Glover
1954,The Butterfly Effect,Ashton Kutcher,Melora Walters,Amy Smart
1955,The Elephant Man,Anthony Hopkins,John Hurt,Anne Bancroft
1956,Gerry,Casey Affleck,Matt Damon,
1957,Enough,Jennifer Lopez,Billy Campbell,Juliette Lewis
1958,8 Women,Catherine Deneuve,Isabelle Huppert,Emmanuelle Béart
1961,My Name Is Bruce,Bruce Campbell,Grace Thorsen,Ted Raimi
1966,Alexander,Colin Farrell,Angelina Jolie,Val Kilmer
1969,Bandidas,Penélope Cruz,Salma Hayek,Dwight Yoakam
1970,The Grudge,Sarah Michelle Gellar,Jason Behr,Clea DuVall
1975,The Grudge 2,Sarah Michelle Gellar,Amber Tamblyn,Edison Chen
1979,Fantastic 4: Rise of the Silver Surfer,Ioan Gruffudd,Jessica Alba,Chris Evans
1985,The Constant Gardener,Ralph Fiennes,Rachel Weisz,Danny Huston
1988,A Mighty Heart,Angelina Jolie,Dan Futterman,Irrfan Khan
1989,My Blueberry Nights,Norah Jones,Jude Law,Natalie Portman
1995,Lara Croft: Tomb Raider,Angelina Jolie,Jon Voight,Iain Glen
1996,Lara Croft Tomb Raider: The Cradle of Life,Angelina Jolie,Gerard Butler,Noah Taylor
1997,Two Brothers,Maï Anh Le,Guy Pearce,Oanh Nguyen
1999,In the Bedroom,Tom Wilkinson,Sissy Spacek,Nick Stahl
2001,We Own the Night,Joaquin Phoenix,Eva Mendes,Alex Veadov
2008,The Promise,Cecilia Cheung,Liu Ye,Hong Chen
2009,"4 Months, 3 Weeks and 2 Days",Anamaria Marinca,Laura Vasiliu,Vlad Ivanov
2011,Persepolis,Chiara Mastroianni,Danielle Darrieux,Catherine Deneuve
2013,The Diving Bell and the Butterfly,Mathieu Amalric,Emmanuelle Seigner,Marie-Josée Croze
2018,The Wedding Planner,Jennifer Lopez,Matthew McConaughey,Justin Chambers
2022,Mr. Deeds,Adam Sandler,Winona Ryder,John Turturro
2023,Hidalgo,Viggo Mortensen,Zuleikha Robinson,Omar Sharif
2024,The Patriot,Mel Gibson,Heath Ledger,Joely Richardson
2026,Hostage,Bruce Willis,Kevin Pollak,Jimmy Bennett
2034,Training Day,Denzel Washington,Ethan Hawke,Scott Glenn
2043,Along Came a Spider,Morgan Freeman,Monica Potter,Michael Wincott
2044,The Lake House,Keanu Reeves,Sandra Bullock,Shohreh Aghdashloo
2048,"I, Robot",Will Smith,Bridget Moynahan,Alan Tudyk
2054,Mr. Holland's Opus,Richard Dreyfuss,Glenne Headly,Jay Thomas
2055,Open Range,Kevin Costner,Robert Duvall,Michael Gambon
2056,The Station Agent,Peter Dinklage,Patricia Clarkson,Bobby Cannavale
2057,Original Sin,Angelina Jolie,Antonio Banderas,Gregory Itzin
2059,National Treasure,Nicolas Cage,Diane Kruger,Justin Bartha
2062,Ratatouille,Patton Oswalt,Ian Holm,Lou Romano
2067,Mission to Mars,Gary Sinise,Tim Robbins,Don Cheadle
2069,The Whole Nine Yards,Bruce Willis,Matthew Perry,Rosanna Arquette
2074,Flirting with Disaster,Ben Stiller,Patricia Arquette,Téa Leoni
2080,X-Men Origins: Wolverine,Hugh Jackman,Liev Schreiber,Danny Huston
2084,Birthday Girl,Nicole Kidman,Ben Chaplin,Vincent Cassel
2085,Romeo Must Die,Jet Li,Aaliyah,Isaiah Washington
2088,Romeo Is Bleeding,Gary Oldman,Lena Olin,Annabella Sciorra
2100,The Last Castle,Robert Redford,James Gandolfini,Mark Ruffalo
2105,American Pie,Jason Biggs,Chris Klein,Thomas Ian Nicholas
2110,Wasabi,Jean Reno,Ryoko Hirosue,Michel Muller
2112,Payback,Mel Gibson,Kris Kristofferson,Gregg Henry
2114,Final Fantasy: The Spirits Within,Donald Sutherland,Ming-Na Wen,Alec Baldwin
2116,Out of Time,Denzel Washington,Eva Mendes,Sanaa Lathan
2118,L.A. Confidential,Kevin Spacey,Guy Pearce,Danny DeVito
2119,Days of Thunder,Tom Cruise,Robert Duvall,Nicole Kidman
2122,The Whole Ten Yards,Bruce Willis,Matthew Perry,Amanda Peet
2123,"Me, Myself & Irene",Jim Carrey,Renée Zellweger,Anthony Anderson
2133,The Perfect Storm,George Clooney,Mark Wahlberg,Diane Lane
2135,The Time Machine,Guy Pearce,Mark Addy,Phyllida Law
2140,Kiss of the Dragon,Jet Li,Bridget Fonda,Tchéky Karyo
2142,Cop Land,Sylvester Stallone,Harvey Keitel,Ray Liotta
2148,The Cotton Club,Richard Gere,Gregory Hines,Diane Lane
2155,Reindeer Games,Ben Affleck,Gary Sinise,Charlize Theron
2157,Lost in Space,Gary Oldman,William Hurt,Matt LeBlanc
2162,Chill Factor,Cuba Gooding Jr.,Skeet Ulrich,Peter Firth
2163,Breakdown,Kurt Russell,J. T. Walsh,Kathleen Quinlan
2176,The Glass House,Leelee Sobieski,Diane Lane,Stellan Skarsgård
2185,Big Trouble,Tim Allen,Rene Russo,Patrick Warburton
2196,Death at a Funeral,Matthew Macfadyen,Keeley Hawes,Andy Nyman
2207,16 Blocks,Bruce Willis,Yasiin Bey,David Morse
2211,Aimee & Jaguar,Maria Schrader,Juliane Köhler,Johanna Wokalek
2251,Unfaithful,Richard Gere,Diane Lane,Olivier Martinez
2252,Eastern Promises,Naomi Watts,Viggo Mortensen,Vincent Cassel
2253,Valkyrie,Tom Cruise,Carice van Houten,Kenneth Branagh
2255,Chasing Amy,Ben Affleck,Joey Lauren Adams,Jason Lee
2266,"Paris, je t'aime",Steve Buscemi,Natalie Portman,Willem Dafoe
2268,The Golden Compass,Dakota Blue Richards,Nicole Kidman,Daniel Craig
2270,Stardust,Claire Danes,Charlie Cox,Michelle Pfeiffer
2275,The General's Daughter,John Travolta,Madeleine Stowe,James Cromwell
2277,Bicentennial Man,Robin Williams,Sam Neill,Embeth Davidtz
2280,Big,Tom Hanks,Elizabeth Perkins,Robert Loggia
2287,Rize,Christopher Toler,Tommy the Clown,Miss Prissy
