city,cuisine_style,ranking,rating,reviews_number
Vienna, Grill,3400.0,4.0,NaN
Amsterdam, Asian,2289.0,4.0,26.0
Madrid, Pub,858.0,4.0,226.0
Budapest, Vegetarian Friendly,305.0,4.0,329.0
Edinburgh, Scottish,365.0,4.5,194.0
Luxembourg, Vegan Options,138.0,4.0,107.0
Hamburg,unknown,1378.0,5.0,NaN
London, Grill,405.0,4.5,121.0
Madrid, Fast Food,581.0,4.0,410.0
Warsaw,Barbecue,105.0,4.0,330.0
London, Vegetarian Friendly,4888.0,3.5,433.0
Barcelona, Spanish,1004.0,4.0,497.0
Prague,Cafe,1386.0,4.5,15.0
Lisbon, Portuguese,534.0,4.0,265.0
Budapest,Italian,753.0,4.0,32.0
Barcelona, Spanish,6162.0,3.0,56.0
Helsinki, Brazilian,435.0,4.5,22.0
Paris, South American,2218.0,4.0,90.0
Oporto, European,5.0,4.5,3206.0
Amsterdam,Diner,1228.0,3.5,280.0
Dublin, Vegetarian Friendly,87.0,4.5,339.0
Rome, Vegetarian Friendly,416.0,4.5,1068.0
Budapest, Hungarian,913.0,4.5,21.0
Barcelona, Mediterranean,177.0,4.5,673.0
London,Bar,8827.0,3.5,178.0
Lisbon,European,1308.0,4.0,80.0
Madrid, Spanish,4225.0,5.0,NaN
Barcelona, Venezuelan,2142.0,4.5,32.0
Athens, Greek,1219.0,4.5,3.0
Copenhagen,European,17.0,5.0,86.0
Copenhagen, European,960.0,5.0,4.0
Hamburg,unknown,2485.0,3.0,2.0
Rome,Italian,1551.0,4.0,391.0
Geneva, Swiss,879.0,4.0,287.0
London, Portuguese,10986.0,3.5,51.0
London,Chinese,7608.0,4.0,73.0
Barcelona, Gluten Free Options,450.0,5.0,41.0
Amsterdam, European,250.0,4.0,827.0
Barcelona,Seafood,669.0,4.5,627.0
Paris, Russian,4050.0,4.5,37.0
Milan, Gluten Free Options,634.0,4.0,347.0
Barcelona, Latin,2037.0,4.0,83.0
London, Pizza,14586.0,3.0,35.0
Brussels, Vegetarian Friendly,2432.0,3.0,129.0
Bratislava,International,392.0,5.0,3.0
Paris,French,10784.0,4.0,NaN
Munich, Gluten Free Options,255.0,4.0,214.0
Milan, African,601.0,4.5,70.0
Milan,Italian,238.0,4.0,868.0
Madrid, Gluten Free Options,469.0,4.0,355.0
Milan, Mediterranean,655.0,4.0,354.0
Barcelona,Latin,803.0,4.0,444.0
Barcelona, Italian,2905.0,4.5,29.0
Copenhagen,Bar,659.0,4.5,25.0
Paris,French,11152.0,4.0,6.0
Rome, Pizza,5305.0,4.0,25.0
London,American,11408.0,4.0,20.0
London, Vegan Options,6369.0,4.0,56.0
Milan, Vegetarian Friendly,1541.0,4.0,183.0
Barcelona, Latin,768.0,4.0,567.0
Madrid,Spanish,7734.0,3.0,19.0
Barcelona, European,1305.0,4.5,116.0
Berlin,Chinese,3270.0,5.0,3.0
Barcelona,Barbecue,1548.0,4.5,41.0
London, Pizza,13962.0,3.5,4.0
Rome,Italian,1060.0,4.5,143.0
Rome, Vegetarian Friendly,392.0,4.5,1238.0
Paris, Greek,75.0,4.5,906.0
London,unknown,8359.0,4.5,3.0
Barcelona,Mediterranean,3696.0,3.5,127.0
London, Turkish,5592.0,4.5,73.0
Paris,Italian,10354.0,5.0,11.0
Madrid, Sushi,1178.0,4.0,143.0
Vienna, Vegetarian Friendly,937.0,4.5,26.0
Zurich, Vegan Options,81.0,4.5,103.0
London, Halal,11041.0,3.5,88.0
Warsaw,French,45.0,4.5,159.0
London, Vegetarian Friendly,8643.0,3.5,141.0
Lisbon, South American,328.0,4.5,66.0
Prague, Vegan Options,26.0,4.5,1397.0
London, Vegetarian Friendly,13222.0,3.5,48.0
Vienna,American,1285.0,4.0,21.0
Paris,French,96.0,4.5,2279.0
Barcelona,Cafe,2674.0,3.5,53.0
Rome,Italian,2202.0,4.0,283.0
Rome, Vegan Options,488.0,4.5,76.0
London,unknown,9215.0,5.0,NaN
Luxembourg, Vegan Options,58.0,4.5,69.0
Warsaw,Polish,860.0,4.0,18.0
Helsinki,European,73.0,4.5,218.0
Zurich, European,412.0,3.5,163.0
Helsinki,Scandinavian,432.0,4.5,19.0
Milan, Mediterranean,3283.0,3.5,337.0
Lyon, Fast Food,1469.0,5.0,NaN
Dublin, Pizza,208.0,4.0,469.0
Rome, Pizza,401.0,4.0,953.0
Barcelona,unknown,5573.0,3.5,24.0
Berlin,unknown,5040.0,4.0,NaN
Bratislava, Vegan Options,860.0,3.0,2.0
Edinburgh, Scottish,389.0,4.5,49.0
Dublin, Irish,811.0,4.0,52.0
Vienna, Central European,326.0,4.0,129.0
Rome,unknown,5145.0,4.5,7.0
Milan, Vegetarian Friendly,1886.0,4.0,79.0
Berlin,European,240.0,4.5,132.0
Prague,Greek,3905.0,3.5,4.0
Rome,Italian,5759.0,5.0,5.0
London, British,12846.0,3.5,22.0
Paris, European,11021.0,3.5,82.0
Madrid, Pub,6163.0,3.5,45.0
Paris, Sushi,6444.0,3.5,44.0
Edinburgh,American,1757.0,1.5,2.0
Rome,Italian,2524.0,3.5,327.0
Milan,Italian,3758.0,3.5,138.0
Milan,unknown,4457.0,3.5,13.0
Brussels,French,821.0,3.5,319.0
Oporto, Portuguese,281.0,4.5,51.0
Copenhagen, Vegan Options,201.0,4.5,37.0
London,British,9042.0,5.0,NaN
Luxembourg, Vegetarian Friendly,62.0,4.0,159.0
Dublin, British,243.0,4.0,343.0
Prague, Italian,55.0,4.5,354.0
Copenhagen, European,554.0,4.0,50.0
Barcelona, Gluten Free Options,195.0,4.5,432.0
Madrid, Spanish,5193.0,4.5,3.0
Barcelona,unknown,3577.0,4.5,10.0
London, Gluten Free Options,1665.0,4.5,285.0
Rome, Vegetarian Friendly,1876.0,4.5,38.0
London, Mediterranean,7098.0,5.0,13.0
Rome,Pizza,1279.0,4.0,300.0
Athens,Greek,1278.0,4.5,2.0
Milan, Mediterranean,3601.0,4.5,4.0
Edinburgh, Scottish,906.0,4.5,23.0
London, British,4720.0,5.0,14.0
Stockholm,South American,28.0,4.5,334.0
Milan,Vegetarian Friendly,4065.0,4.5,6.0
London,Italian,13696.0,3.5,23.0
Lisbon,European,1622.0,4.5,25.0
Stockholm,Asian,624.0,3.5,157.0
Amsterdam, Barbecue,2685.0,3.5,12.0
Copenhagen, Vegetarian Friendly,41.0,4.5,580.0
Prague, Czech,1773.0,4.0,27.0
Rome, Gluten Free Options,1258.0,3.5,1452.0
Vienna, European,108.0,4.5,258.0
Madrid,Mediterranean,6255.0,3.5,15.0
Lyon,unknown,1487.0,5.0,NaN
Berlin, Central European,257.0,4.0,514.0
Berlin,Cafe,2312.0,3.5,40.0
Berlin,unknown,4877.0,4.0,14.0
Geneva, Mediterranean,595.0,4.0,40.0
Berlin,unknown,5691.0,3.5,18.0
Paris,French,4797.0,4.5,35.0
Vienna, Vegetarian Friendly,564.0,4.0,183.0
London, Vegetarian Friendly,4681.0,5.0,21.0
Milan, Vegetarian Friendly,377.0,4.0,302.0
Berlin,Japanese,312.0,4.5,160.0
Rome, Mediterranean,105.0,4.5,452.0
Milan, Pizza,1673.0,3.5,211.0
Paris, Asian,824.0,4.5,363.0
Brussels, Thai,867.0,4.0,52.0
Munich, Asian,2632.0,2.5,27.0
Hamburg,unknown,930.0,4.5,8.0
London, Bangladeshi,3763.0,3.5,1104.0
Milan, Sushi,3528.0,3.5,51.0
Milan, Vegetarian Friendly,1647.0,4.0,99.0
Oporto,Portuguese,1457.0,2.0,48.0
Prague, Vegan Options,106.0,4.5,550.0
Paris, Persian,13113.0,2.5,57.0
Berlin,unknown,5137.0,4.0,NaN
Lisbon, Cafe,1121.0,5.0,24.0
Stockholm, Swedish,303.0,4.0,102.0
Copenhagen,Italian,4.0,5.0,332.0
Krakow,Polish,353.0,4.5,115.0
London, British,2525.0,4.5,66.0
Rome, Vegetarian Friendly,1454.0,4.0,364.0
Lyon,French,1132.0,4.5,42.0
Milan, Seafood,2056.0,4.5,35.0
London,Asian,14332.0,3.0,39.0
Brussels, Mediterranean,1579.0,5.0,2.0
Munich, Gluten Free Options,24.0,5.0,255.0
London, Vegan Options,13300.0,4.0,19.0
Dublin,American,972.0,4.0,17.0
Rome, Brew Pub,3316.0,3.5,532.0
Hamburg,unknown,1050.0,4.0,18.0
Edinburgh, International,370.0,4.5,247.0
Oporto, Portuguese,1327.0,4.5,6.0
London,unknown,12579.0,4.0,NaN
London, Vegetarian Friendly,10117.0,4.0,23.0
Barcelona,Mediterranean,380.0,4.5,682.0
Copenhagen, Gluten Free Options,30.0,4.5,524.0
Rome, Seafood,1592.0,4.5,230.0
Milan,unknown,1020.0,4.5,27.0
Amsterdam, French,2342.0,3.5,59.0
Milan, Pizza,221.0,4.0,760.0
London, Steakhouse,11408.0,4.0,20.0
Madrid, Spanish,1699.0,3.5,242.0
Madrid, Spanish,1695.0,4.0,68.0
Athens, European,302.0,4.5,49.0
Krakow, Vegan Options,342.0,3.5,289.0
Rome,Italian,24.0,4.5,343.0
Prague, Czech,415.0,4.0,120.0
Paris,French,3390.0,3.5,402.0
London, Vegetarian Friendly,3880.0,4.0,113.0
Milan, Gastropub,6037.0,2.5,20.0
Paris,unknown,9959.0,3.5,14.0
Paris,Asian,5424.0,5.0,8.0
Bratislava, Healthy,860.0,3.0,2.0
Bratislava, Pub,578.0,3.5,34.0
Hamburg,unknown,2009.0,4.0,NaN
Krakow,Polish,669.0,4.0,27.0
Brussels, Pakistani,2288.0,3.5,7.0
Hamburg, Turkish,650.0,4.0,90.0
London, Pub,6170.0,3.5,150.0
London, Pub,11786.0,3.5,10.0
Prague,European,226.0,4.0,671.0
Lyon,French,2237.0,3.0,71.0
Madrid,Mediterranean,7752.0,3.0,10.0
London, British,7229.0,4.0,28.0
Berlin, Vegetarian Friendly,807.0,4.0,285.0
Barcelona,Spanish,4779.0,4.5,7.0
Paris, Vegetarian Friendly,3357.0,4.0,80.0
Milan, Vegetarian Friendly,634.0,4.0,347.0
Paris,French,3648.0,3.5,586.0
Berlin, Japanese,2066.0,4.0,19.0
London, Pub,1393.0,4.0,461.0
Milan, Vegetarian Friendly,4745.0,3.0,188.0
Krakow, Pizza,879.0,4.5,10.0
Copenhagen,American,403.0,3.5,351.0
Paris,French,2525.0,4.0,231.0
Edinburgh,Cafe,394.0,4.0,347.0
London, Asian,6886.0,4.0,28.0
Amsterdam,Italian,2189.0,5.0,2.0
London, Turkish,6093.0,5.0,22.0
Geneva, Mediterranean,1071.0,4.0,NaN
Madrid, Vegetarian Friendly,2797.0,4.0,67.0
Berlin, European,3420.0,5.0,2.0
Amsterdam,Bar,1828.0,3.5,19.0
Ljubljana, Grill,162.0,4.5,21.0
London, Balti,5891.0,3.5,290.0
Lisbon, Healthy,1694.0,5.0,5.0
Rome,Italian,292.0,4.5,915.0
Prague, Pizza,565.0,4.0,120.0
London,unknown,13547.0,3.5,2.0
Paris, European,4765.0,4.0,71.0
London, Barbecue,852.0,4.0,1322.0
London,Asian,2874.0,4.0,248.0
Prague,Bar,1414.0,3.5,57.0
Stockholm,European,137.0,4.0,458.0
Budapest,Wine Bar,1742.0,4.0,20.0
London,unknown,16378.0,1.0,NaN
London, Gluten Free Options,2981.0,4.0,378.0
Prague, Contemporary,902.0,4.0,137.0
London,Italian,1226.0,4.5,331.0
Barcelona, Spanish,471.0,4.5,607.0
Stockholm,Mexican,2309.0,2.5,33.0
Barcelona,International,764.0,4.5,98.0
Berlin, Vegetarian Friendly,130.0,4.0,346.0
London,Mediterranean,5484.0,4.0,101.0
Geneva,Lebanese,93.0,4.5,98.0
Munich, Pakistani,1117.0,4.0,49.0
Vienna,Austrian,2009.0,4.5,13.0
Munich,unknown,1378.0,4.5,6.0
Amsterdam,Asian,2217.0,5.0,NaN
London, Grill,4017.0,4.5,113.0
Ljubljana, Central European,109.0,4.0,95.0
Rome, Pizza,4910.0,3.5,113.0
Budapest, European,1599.0,4.0,6.0
Paris, Vegetarian Friendly,1819.0,4.5,110.0
Rome, Vegan Options,1755.0,4.0,382.0
Budapest, Asian,617.0,4.0,115.0
London, Delicatessen,11072.0,3.5,18.0
Madrid,unknown,5173.0,3.5,21.0
Oporto,Steakhouse,488.0,4.0,109.0
Oporto,Mediterranean,178.0,4.0,360.0
Rome, Vegetarian Friendly,921.0,4.5,132.0
Stockholm, Vegetarian Friendly,886.0,3.5,201.0
London, Gluten Free Options,3708.0,4.0,72.0
Amsterdam,International,1350.0,5.0,8.0
Stockholm, Mediterranean,2293.0,3.0,42.0
London,Italian,74.0,4.5,502.0
Paris, Vegetarian Friendly,4253.0,3.5,928.0
London, Mediterranean,5663.0,4.5,28.0
Paris,French,2769.0,3.5,692.0
Lisbon, European,1122.0,4.5,83.0
Barcelona, European,2431.0,3.5,252.0
Brussels, Belgian,2350.0,3.5,43.0
Berlin, Steakhouse,591.0,4.0,160.0
Rome,Italian,5726.0,5.0,2.0
Brussels,Grill,139.0,4.5,174.0
Paris,Steakhouse,9763.0,3.5,118.0
Lyon, Pakistani,1844.0,4.5,4.0
Dublin,European,1665.0,3.5,25.0
Paris,Japanese,5998.0,4.5,55.0
Edinburgh, British,39.0,4.5,571.0
Amsterdam, Middle Eastern,181.0,5.0,72.0
Milan,Italian,1264.0,4.0,147.0
Stockholm,unknown,907.0,4.5,15.0
London,Indian,848.0,4.0,564.0
Madrid,Mexican,4745.0,3.5,172.0
Berlin,Chinese,3207.0,4.0,19.0
Milan, European,484.0,4.0,328.0
Madrid,unknown,7449.0,3.0,39.0
Krakow,Polish,568.0,4.0,24.0
Milan, South American,736.0,4.0,278.0
Lisbon,unknown,2347.0,4.5,4.0
Edinburgh, Vegan Options,244.0,4.5,209.0
Barcelona,Mediterranean,5548.0,3.5,16.0
Geneva,Thai,466.0,4.0,33.0
Prague, Japanese,4161.0,1.0,NaN
Lisbon,Portuguese,35.0,4.5,1664.0
London,unknown,10425.0,4.5,3.0
Hamburg,unknown,2474.0,3.0,27.0
London, Vegetarian Friendly,5650.0,3.5,199.0
Munich, Vegan Options,178.0,4.5,148.0
Copenhagen, Gluten Free Options,1768.0,3.0,13.0
Luxembourg, Asian,336.0,3.5,34.0
Munich, Seafood,481.0,4.0,119.0
Edinburgh, Gluten Free Options,405.0,4.5,259.0
Barcelona, Mediterranean,6004.0,3.5,347.0
Paris, Vietnamese,3493.0,4.0,89.0
London, Turkish,1923.0,4.0,418.0
Paris,Japanese,11027.0,3.5,2.0
Lisbon, Portuguese,2178.0,4.5,5.0
Edinburgh,Grill,610.0,4.5,53.0
Zurich, Lebanese,1357.0,3.0,20.0
Paris, European,4282.0,4.0,176.0
Madrid, Gluten Free Options,127.0,4.5,703.0
Munich,unknown,1334.0,5.0,4.0
Dublin, Pub,857.0,4.0,41.0
Munich, Austrian,21.0,4.5,297.0
Brussels,French,395.0,4.5,114.0
Barcelona,Fast Food,1037.0,4.0,188.0
Copenhagen,Cafe,842.0,5.0,5.0
Budapest, European,557.0,4.5,169.0
Milan,Indian,1143.0,4.5,28.0
London,Peruvian,6014.0,3.5,299.0
Milan,Chinese,2541.0,4.0,111.0
Barcelona,Mediterranean,892.0,4.0,284.0
Milan,unknown,4648.0,4.0,NaN
Athens,unknown,1446.0,4.0,NaN
London, Pub,7650.0,3.5,38.0
Budapest, Vegetarian Friendly,26.0,4.5,684.0
Luxembourg,French,294.0,4.0,22.0
Barcelona, Gluten Free Options,898.0,4.5,49.0
Rome, Pub,66.0,4.5,3809.0
Madrid,French,3992.0,5.0,NaN
London,Bar,4935.0,3.5,168.0
Paris,French,12231.0,3.0,89.0
Lisbon, Portuguese,3123.0,3.0,97.0
Budapest, Greek,36.0,4.5,2340.0
Berlin,French,945.0,4.5,69.0
London, Vegetarian Friendly,1930.0,4.5,62.0
Athens, Greek,8.0,4.5,1741.0
Munich,Fast Food,2049.0,3.5,33.0
Paris,Chinese,12007.0,4.5,7.0
Zurich, Vegan Options,33.0,4.5,240.0
Paris,French,1530.0,4.0,744.0
Paris, Spanish,6226.0,3.5,180.0
London,Pizza,7876.0,4.0,17.0
Berlin, Japanese,1574.0,4.0,41.0
Prague, Eastern European,239.0,4.0,1440.0
Lyon,unknown,1226.0,4.0,42.0
Rome, Vegan Options,671.0,4.0,983.0
Paris,French,519.0,4.0,356.0
Madrid, International,5118.0,3.5,84.0
Brussels,unknown,1435.0,4.5,52.0
Brussels, Vegan Options,375.0,4.5,117.0
London,Italian,8482.0,4.5,11.0
Bratislava,Pub,525.0,4.0,5.0
Bratislava,Pizza,800.0,3.5,16.0
Barcelona, Spanish,1425.0,4.5,141.0
Milan, Mediterranean,325.0,4.5,284.0
Oporto, Vegan Options,5.0,4.5,3206.0
London, Gluten Free Options,3935.0,4.0,110.0
London, Vegetarian Friendly,2446.0,4.0,152.0
Paris,unknown,12326.0,4.5,7.0
Amsterdam, Vegan Options,259.0,4.5,342.0
London,Italian,4003.0,4.0,143.0
Budapest, Barbecue,1137.0,4.5,7.0
Madrid,unknown,7060.0,3.5,2.0
Paris,unknown,13337.0,3.0,10.0
London, Vegetarian Friendly,14974.0,3.0,19.0
London, Japanese,4714.0,3.5,376.0
London,Turkish,9927.0,4.0,8.0
Lisbon, Portuguese,347.0,4.0,286.0
Helsinki, Scandinavian,85.0,4.0,237.0
London, Vegetarian Friendly,3628.0,4.0,218.0
Paris,Moroccan,8742.0,3.5,3.0
Paris, European,1727.0,4.0,105.0
London, Asian,15353.0,3.0,300.0
Rome, Vegetarian Friendly,2954.0,4.0,201.0
Prague,Bar,292.0,4.5,177.0
Paris, Gastropub,1036.0,3.5,1009.0
Paris,French,6915.0,3.5,110.0
Madrid, Spanish,62.0,4.5,3101.0
Rome, Mediterranean,109.0,4.5,632.0
Lisbon, Bar,753.0,4.0,250.0
Paris, European,5162.0,4.0,123.0
Paris, Gluten Free Options,1114.0,4.0,658.0
London, Grill,322.0,4.5,703.0
London, Fast Food,8053.0,4.0,30.0
Amsterdam, Healthy,597.0,5.0,42.0
Amsterdam, European,2147.0,5.0,NaN
Prague,European,2056.0,5.0,NaN
London,unknown,9361.0,5.0,NaN
Oporto, Spanish,1388.0,3.0,NaN
Geneva,Bar,1368.0,4.5,2.0
Milan, Vegetarian Friendly,1482.0,4.0,344.0
London, Asian,6846.0,4.0,30.0
Rome, Mediterranean,148.0,4.5,800.0
Budapest, Vegan Options,1304.0,3.5,115.0
Berlin, European,1065.0,4.0,114.0
Lisbon, Portuguese,1665.0,5.0,4.0
Lisbon, Portuguese,432.0,4.0,540.0
London, Halal,10783.0,4.5,16.0
Brussels, Mediterranean,2596.0,3.0,5.0
Berlin, German,4510.0,4.0,25.0
Warsaw, Central European,730.0,4.5,32.0
Barcelona, European,1327.0,4.0,220.0
Lisbon, Vegan Options,1676.0,4.0,41.0
Paris,French,10154.0,3.5,58.0
Milan,Italian,29.0,4.5,417.0
Copenhagen, Mediterranean,896.0,3.5,170.0
Lisbon,European,3154.0,3.5,4.0
Rome, Mediterranean,4143.0,3.5,387.0
Lisbon, Vegetarian Friendly,826.0,4.5,111.0
Dublin,Japanese,861.0,4.0,103.0
Lisbon, Sushi,1067.0,4.0,96.0
Paris,French,11185.0,3.5,20.0
London,Italian,12931.0,3.5,109.0
Hamburg,unknown,1483.0,3.5,33.0
Paris,Lebanese,5196.0,4.5,19.0
Berlin, Spanish,5579.0,4.5,24.0
Rome, Cafe,5224.0,5.0,3.0
London, Soups,7626.0,4.0,29.0
Barcelona,Mediterranean,665.0,4.5,159.0
Edinburgh,Fast Food,1005.0,4.0,40.0
Zurich, Pizza,556.0,4.0,35.0
Prague, European,2274.0,4.0,62.0
Dublin, Seafood,562.0,4.0,162.0
Zurich, Asian,399.0,4.0,80.0
Milan, Pub,2739.0,4.0,138.0
Geneva, European,53.0,4.0,289.0
Lisbon, Pizza,1522.0,4.5,18.0
Stockholm, European,312.0,4.0,163.0
London, Vegetarian Friendly,8079.0,4.0,29.0
Warsaw, Thai,398.0,4.0,31.0
Paris, European,1065.0,4.5,330.0
Athens,Fast Food,193.0,4.0,226.0
Warsaw, European,254.0,4.0,147.0
Lyon,unknown,108.0,4.5,419.0
Barcelona, Asian,5922.0,3.5,26.0
Barcelona, Vegan Options,1128.0,5.0,30.0
Barcelona,unknown,5888.0,4.0,NaN
Athens,Vegetarian Friendly,1289.0,4.5,2.0
Lyon, European,316.0,3.5,1953.0
Dublin, Turkish,1878.0,3.0,13.0
Lisbon,unknown,1804.0,5.0,9.0
Prague, Pub,112.0,4.5,335.0
Oporto, Gluten Free Options,299.0,4.5,36.0
London, Vegetarian Friendly,820.0,4.0,303.0
Dublin,Italian,762.0,4.0,103.0
Brussels, Sushi,1007.0,3.5,521.0
Amsterdam, Barbecue,1520.0,3.5,196.0
Brussels, Soups,2296.0,3.5,8.0
Amsterdam, Seafood,2656.0,4.0,12.0
Madrid,Healthy,998.0,4.0,167.0
Edinburgh, Thai,172.0,4.0,771.0
Paris, European,1799.0,4.0,292.0
Lisbon,unknown,946.0,4.5,40.0
Rome, Vegan Options,1698.0,4.0,240.0
Budapest,Asian,792.0,4.5,17.0
Paris,French,11018.0,4.0,3.0
London, Contemporary,4153.0,3.5,635.0
Berlin, Mediterranean,2059.0,4.5,93.0
Berlin, Vegan Options,950.0,4.0,78.0
Berlin,Chinese,2248.0,4.0,21.0
Krakow,Asian,1121.0,3.0,53.0
London, Pub,3340.0,4.0,184.0
London,Street Food,1347.0,4.0,253.0
Paris, European,2396.0,4.0,195.0
Milan, Gluten Free Options,2856.0,5.0,5.0
Paris, Asian,3009.0,4.5,91.0
Ljubljana,unknown,464.0,5.0,NaN
Amsterdam, Healthy,1609.0,4.0,30.0
Vienna, Barbecue,2161.0,4.0,5.0
London, Delicatessen,13104.0,3.5,24.0
London, Bar,5020.0,5.0,15.0
London, European,6525.0,4.0,28.0
Paris,French,2339.0,4.5,124.0
Brussels,Belgian,2360.0,3.5,5.0
Athens, Gluten Free Options,22.0,4.5,382.0
Vienna,German,132.0,4.0,448.0
Paris,unknown,7244.0,4.5,11.0
Oporto, Southwestern,771.0,5.0,3.0
Edinburgh, Cafe,434.0,4.0,135.0
Rome, European,1954.0,4.5,62.0
London, Asian,7877.0,3.5,25.0
Madrid, Cafe,433.0,4.0,987.0
Bratislava,unknown,237.0,4.0,25.0
Budapest, Eastern European,207.0,4.0,462.0
Stockholm,unknown,2156.0,3.0,3.0
Paris, European,1234.0,4.5,354.0
Madrid, Mediterranean,866.0,4.5,133.0
Rome, Pizza,2835.0,4.0,159.0
London, Pizza,921.0,4.0,1160.0
Budapest, Asian,265.0,4.5,43.0
Vienna, Persian,313.0,4.5,56.0
Amsterdam, Vietnamese,700.0,4.0,248.0
Rome, Pizza,1657.0,4.0,126.0
Oslo, Vegetarian Friendly,228.0,4.5,111.0
Lyon,Italian,669.0,3.5,343.0
Munich, Gluten Free Options,65.0,4.5,319.0
Lyon,Italian,396.0,4.0,111.0
Barcelona, Spanish,3570.0,3.5,236.0
London,unknown,14318.0,3.5,2.0
London, Minority Chinese,5775.0,5.0,6.0
Berlin,Asian,6069.0,4.0,6.0
Paris, Pizza,5600.0,4.0,87.0
Amsterdam, Bar,1719.0,4.0,80.0
Paris,French,2598.0,4.5,20.0
Paris, Vegan Options,1530.0,4.0,744.0
Barcelona, European,1669.0,3.5,363.0
Ljubljana, Mediterranean,321.0,4.0,23.0
Paris,European,7004.0,4.5,4.0
Milan, Wine Bar,1699.0,4.5,16.0
Krakow,Wine Bar,223.0,4.5,92.0
Prague,European,880.0,4.0,91.0
Madrid, Vegetarian Friendly,347.0,4.5,270.0
London, Vegetarian Friendly,408.0,4.5,731.0
Madrid,unknown,6645.0,3.5,7.0
London, Gastropub,5224.0,4.0,61.0
Athens,Mediterranean,801.0,5.0,5.0
Berlin, Vegetarian Friendly,508.0,4.5,84.0
London,Asian,14903.0,3.0,4.0
Rome, Vegan Options,756.0,4.0,613.0
London, Pub,4772.0,4.5,35.0
Zurich, Gluten Free Options,116.0,4.0,565.0
Madrid, Japanese,6112.0,3.5,26.0
Milan, Middle Eastern,158.0,4.0,586.0
Budapest,unknown,1110.0,4.5,9.0
Milan,Italian,2821.0,4.5,17.0
Lisbon, European,307.0,4.5,368.0
Dublin, Healthy,678.0,4.5,79.0
Madrid,European,1666.0,4.0,140.0
Prague,Cafe,3740.0,3.0,NaN
Budapest, Hungarian,1273.0,3.5,72.0
London,Bangladeshi,2663.0,4.5,238.0
Oslo, Italian,491.0,4.0,27.0
Rome, Bar,1373.0,4.5,153.0
Prague,Wine Bar,1554.0,4.5,10.0
London, Turkish,6808.0,4.0,69.0
Budapest,French,1410.0,5.0,NaN
Oporto, European,23.0,4.5,480.0
Oslo, Vegetarian Friendly,413.0,4.0,28.0
London, Thai,7877.0,3.5,25.0
Brussels,Belgian,2621.0,3.0,13.0
London, Vegan Options,102.0,4.5,646.0
Madrid,unknown,4775.0,3.5,21.0
Berlin,unknown,3926.0,4.0,2.0
London, Pub,5148.0,4.0,150.0
Stockholm, Vegetarian Friendly,1625.0,3.0,48.0
Brussels, European,167.0,4.5,66.0
Amsterdam, European,389.0,4.5,301.0
Warsaw, Fusion,1742.0,3.5,3.0
Oporto,European,486.0,4.5,38.0
Madrid,Chinese,5869.0,4.0,NaN
Athens, Sushi,820.0,4.0,100.0
Rome, Vegetarian Friendly,3871.0,4.0,33.0
Madrid,unknown,8158.0,2.5,18.0
Athens,Italian,1419.0,3.5,15.0
Stockholm, European,36.0,4.5,677.0
Lisbon,unknown,3224.0,4.0,8.0
Rome, Vegan Options,237.0,4.5,1365.0
London, Vegan Options,6147.0,4.5,65.0
London,Indian,14650.0,3.5,34.0
Madrid,Bar,412.0,4.0,511.0
Dublin, Gastropub,239.0,4.0,536.0
Geneva, Mediterranean,1401.0,2.0,2.0
Madrid, Spanish,3641.0,5.0,3.0
Madrid, Spanish,3969.0,3.5,61.0
Rome, European,103.0,4.5,463.0
Lyon,French,129.0,4.0,759.0
London, Gluten Free Options,5478.0,3.5,858.0
Oporto, Grill,262.0,4.5,95.0
Madrid,Spanish,791.0,4.5,81.0
Madrid, European,33.0,4.5,774.0
Krakow,unknown,483.0,5.0,10.0
Paris,unknown,6685.0,4.0,17.0
Dublin, Vegetarian Friendly,746.0,4.0,102.0
Berlin, Vegan Options,360.0,5.0,36.0
Dublin, Middle Eastern,363.0,4.5,126.0
London,Indian,13709.0,4.0,13.0
Milan, Mediterranean,760.0,4.0,271.0
Helsinki,unknown,473.0,4.0,28.0
London,Bar,802.0,4.0,350.0
London, Mediterranean,13610.0,4.0,20.0
Oslo, Scandinavian,355.0,5.0,20.0
Milan,Pizza,2929.0,4.5,11.0
Amsterdam, Gluten Free Options,219.0,4.0,403.0
Barcelona, Vegetarian Friendly,123.0,4.5,2608.0
Budapest,Fast Food,2056.0,3.5,64.0
Milan, Vegan Options,930.0,4.0,209.0
Vienna,Japanese,960.0,4.5,40.0
London, Vegetarian Friendly,4332.0,4.0,83.0
Budapest, Vegetarian Friendly,707.0,4.5,48.0
Krakow, European,235.0,4.5,99.0
Hamburg,unknown,1853.0,4.5,3.0
Amsterdam, Pub,280.0,4.0,349.0
Dublin, Pub,19.0,4.5,670.0
London, European,20.0,5.0,273.0
London, Pub,4301.0,4.0,129.0
Madrid, Vegan Options,1372.0,4.0,136.0
Krakow, European,1103.0,3.5,4.0
Vienna,Japanese,223.0,4.5,152.0
Berlin,Cafe,5046.0,4.0,NaN
Milan, European,623.0,4.0,255.0
Berlin,French,4157.0,4.5,9.0
London,unknown,13852.0,4.0,12.0
Paris, Scandinavian,6513.0,4.0,53.0
London,Lebanese,4224.0,4.0,169.0
Barcelona,unknown,3937.0,4.5,10.0
Munich, Asian,2151.0,3.5,175.0
London, Vegetarian Friendly,2595.0,4.5,130.0
