city,ranking,reviews_number,cuisine_style
Amsterdam,821.0,183.0," Gluten Free Options, Dutch,  Mediterranean,  Seafood,  Bar,  European,  Vegetarian Friendly"
Amsterdam,823.0,59.0," Vegan Options, European,  Cafe,  Vegetarian Friendly,  Soups"
Amsterdam,827.0,595.0," Pub,  Bar,  British,  European,  Vegetarian Friendly, Irish"
Amsterdam,831.0,144.0,"Indian,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,835.0,46.0," Cafe,  Vegetarian Friendly,  Soups,  European, Dutch"
Amsterdam,837.0,78.0," Vegan Options,  Thai, Asian,  Vegetarian Friendly"
Amsterdam,838.0,205.0," European,  Bar,  Vegetarian Friendly, Dutch"
Amsterdam,839.0,132.0," European,  Spanish, Mediterranean,  Vegetarian Friendly"
Amsterdam,842.0,17.0,French
Amsterdam,844.0,100.0," Bar,  European, Dutch"
Amsterdam,847.0,85.0," Asian, Japanese,  Sushi,  Vegetarian Friendly"
Amsterdam,848.0,41.0," Asian,  Vegetarian Friendly, Japanese,  Soups"
Amsterdam,849.0,122.0,"European,  Vegetarian Friendly"
Amsterdam,854.0,36.0,"Italian,  Vegetarian Friendly,  European"
Amsterdam,860.0,82.0,"French,  European"
Amsterdam,861.0,81.0," Cafe,  Pub,  European, Dutch,  Bar"
Amsterdam,862.0,63.0,American
Amsterdam,864.0,151.0," Vegetarian Friendly,  Thai,  Vegan Options, Asian"
Amsterdam,868.0,139.0,"Bar,  Pub"
Amsterdam,869.0,84.0,"American,  Bar,  Fast Food,  European,  Vegetarian Friendly"
Amsterdam,882.0,60.0," European,  International,  Vegetarian Friendly,  Pub, Bar"
Amsterdam,885.0,47.0," European,  Pub, Spanish,  Bar,  Vegetarian Friendly"
Amsterdam,886.0,55.0," Vegetarian Friendly,  Mediterranean,  European, Italian"
Amsterdam,891.0,129.0,"Cafe,  European,  Dutch,  Vegetarian Friendly"
Amsterdam,893.0,67.0," Vegetarian Friendly, Italian,  European,  Vegan Options,  Pizza"
Amsterdam,894.0,74.0," Barbecue,  Bar,  Steakhouse, American"
Amsterdam,895.0,34.0," Vegetarian Friendly,  South American, Caribbean,  Vegan Options,  Central American"
Amsterdam,896.0,67.0,"Mediterranean,  European,  Gluten Free Options,  Vegan Options,  Vegetarian Friendly"
Amsterdam,897.0,107.0,"Dutch,  European,  International"
Amsterdam,908.0,31.0," Pub, Bar,  Vegan Options,  Hawaiian,  International,  Vegetarian Friendly,  Caribbean,  Jamaican"
Amsterdam,910.0,95.0," Pizza,  Vegan Options, Italian,  Vegetarian Friendly"
Amsterdam,912.0,82.0,"American,  Fast Food,  European,  Bar"
Amsterdam,921.0,42.0," European, Mediterranean,  Vegetarian Friendly"
Amsterdam,922.0,297.0,"Steakhouse,  Central European,  Argentinean,  European,  Bar"
Amsterdam,930.0,47.0," Vegetarian Friendly,  Mediterranean,  European, Italian"
Amsterdam,935.0,79.0," Mediterranean,  European, Italian,  Vegetarian Friendly"
Amsterdam,937.0,88.0,"Dutch,  Bar,  European,  Vegetarian Friendly"
Amsterdam,939.0,189.0," European,  Barbecue,  Argentinean, Steakhouse"
Amsterdam,945.0,41.0," Vegetarian Friendly,  European,  Mediterranean, Italian"
Amsterdam,948.0,59.0," European,  Kosher, Dutch"
Amsterdam,950.0,91.0,"European,  Vegetarian Friendly,  Grill,  Thai"
Amsterdam,953.0,21.0," Dutch,  Pub,  Cafe,  Fusion, French,  International,  Bar,  European"
Amsterdam,957.0,286.0,"Dutch,  Bar,  Gluten Free Options,  European,  Vegetarian Friendly"
Amsterdam,960.0,72.0," Vegetarian Friendly,  Dutch,  European,  Bar, French"
Amsterdam,961.0,72.0," European,  Vegetarian Friendly,  Mediterranean,  Pizza, Italian"
Amsterdam,967.0,77.0," Vegetarian Friendly,  Dutch,  Vegan Options, European"
Amsterdam,969.0,55.0," Vegetarian Friendly, Indonesian"
Amsterdam,972.0,72.0," Bar,  Fusion,  Vegetarian Friendly, Asian"
Amsterdam,974.0,193.0," Vegan Options,  Vegetarian Friendly,  Gluten Free Options,  Jamaican, Caribbean"
Amsterdam,978.0,99.0," Sushi,  Brazilian,  Peruvian, Japanese,  Asian,  Vegetarian Friendly"
Amsterdam,987.0,24.0," International,  Dutch,  European,  Healthy, Cafe,  Vegetarian Friendly"
Amsterdam,994.0,125.0,"Indonesian,  Vegetarian Friendly"
Amsterdam,995.0,285.0," European, Bar,  Vegetarian Friendly"
Amsterdam,998.0,106.0," Dutch, Pub,  Bar,  European,  Vegetarian Friendly"
Amsterdam,999.0,48.0,"Dutch,  Cafe,  Bar,  European,  Pub"
Amsterdam,1001.0,49.0," Pizza,  Mediterranean,  Vegan Options, Italian,  European,  Vegetarian Friendly"
Amsterdam,1003.0,58.0," International,  European,  Vegetarian Friendly,  Cafe, Dutch,  Bar"
Amsterdam,1004.0,102.0," European,  Bar,  Pub, Dutch,  Cafe"
Amsterdam,1006.0,54.0," Vietnamese,  Vegetarian Friendly,  Vegan Options,  Soups, Asian"
Amsterdam,1015.0,75.0,Vegetarian Friendly
Amsterdam,1018.0,155.0,Vegetarian Friendly
Amsterdam,1019.0,47.0," Bar, Asian,  Pub,  Vegetarian Friendly,  Thai"
Amsterdam,1020.0,314.0," European,  Vegetarian Friendly, Bar,  Mediterranean,  Spanish"
Amsterdam,1022.0,68.0," Cafe, Dutch,  Vegetarian Friendly,  Bar,  European,  Pub"
Amsterdam,1023.0,78.0," Vegetarian Friendly,  European,  Spanish, Mediterranean"
Amsterdam,1027.0,45.0," Vegan Options,  Vegetarian Friendly, Dutch,  European"
Amsterdam,1028.0,53.0," Halal,  Turkish,  Middle Eastern,  Vegetarian Friendly, Mediterranean"
Amsterdam,1029.0,81.0," Vegetarian Friendly,  Dutch,  Mediterranean,  Seafood,  French, European"
Amsterdam,1035.0,52.0," European, Bar,  Dutch,  Pub,  Cafe"
Amsterdam,1039.0,117.0," Thai,  Vegetarian Friendly, Asian"
Amsterdam,1040.0,404.0," Bar,  Gluten Free Options,  European, Dutch,  Vegetarian Friendly"
Amsterdam,1041.0,19.0,"French,  Vegetarian Friendly"
Amsterdam,1043.0,955.0," Pub,  Bar,  European, American"
Amsterdam,1044.0,28.0,"Mexican,  Vegetarian Friendly"
Amsterdam,1045.0,167.0,"Italian,  Pizza,  European,  Gluten Free Options,  Vegetarian Friendly"
Amsterdam,1053.0,29.0," Pub,  Vegetarian Friendly,  Gastropub, Bar,  International"
Amsterdam,1056.0,42.0," French,  Bar,  European,  International,  Dutch, Italian,  Pub"
Amsterdam,1057.0,121.0,"Asian,  Vegan Options,  Vegetarian Friendly,  Thai"
Amsterdam,1065.0,21.0," International,  European,  Fusion,  Vegan Options,  Gluten Free Options, Southwestern,  Vegetarian Friendly"
Amsterdam,1069.0,47.0,"Asian,  Vegan Options,  Vegetarian Friendly,  Thai"
Amsterdam,1071.0,143.0," European,  Bar, Dutch,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,1072.0,50.0," Vegetarian Friendly, Dutch,  Pub,  Bar,  European"
Amsterdam,1073.0,383.0," Vegetarian Friendly,  Pizza,  European, Italian"
Amsterdam,1074.0,25.0,"Steakhouse,  Barbecue,  South American,  Argentinean"
Amsterdam,1076.0,33.0," Delicatessen,  European, Italian,  Vegetarian Friendly,  Mediterranean"
Amsterdam,1077.0,39.0," Italian,  Mediterranean, Delicatessen,  European,  Wine Bar"
Amsterdam,1078.0,554.0,"Dutch,  Sushi,  European,  Seafood,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,1080.0,63.0,"Steakhouse,  Argentinean"
Amsterdam,1082.0,109.0,"Bar,  Pub"
Amsterdam,1084.0,61.0," Bar, American,  Grill,  Vegetarian Friendly,  Fast Food"
Amsterdam,1088.0,179.0," Barbecue, Steakhouse,  Argentinean"
Amsterdam,1090.0,38.0," Bar,  Pub,  Vegetarian Friendly,  European, Dutch"
Amsterdam,1091.0,106.0," European, Dutch,  Central European,  Bar,  Vegetarian Friendly"
Amsterdam,1094.0,132.0," Gluten Free Options,  Vegetarian Friendly,  Cafe, Dutch,  European,  Bar"
Amsterdam,1098.0,17.0," Mexican,  Mediterranean, Italian"
Amsterdam,1102.0,42.0," European, Bar,  Dutch,  Pub"
Amsterdam,1106.0,69.0," Israeli,  Kosher,  Middle Eastern, European,  Vegetarian Friendly"
Amsterdam,1107.0,70.0," European, Italian,  Vegetarian Friendly"
Amsterdam,1115.0,135.0," Vegetarian Friendly,  Dutch,  European, Cafe"
Amsterdam,1116.0,130.0," French,  Vegetarian Friendly, European,  Italian"
Amsterdam,1117.0,164.0," Vegetarian Friendly, Japanese,  Asian,  Gluten Free Options,  Sushi"
Amsterdam,1118.0,16.0," European,  Healthy,  Dutch, Italian,  Mediterranean"
Amsterdam,1124.0,12.0,unknown
Amsterdam,1125.0,52.0," Vegetarian Friendly,  Gluten Free Options,  Vegan Options, Soups"
Amsterdam,1128.0,24.0," Asian,  Vegetarian Friendly, Japanese,  Soups"
Amsterdam,1130.0,38.0," Spanish,  International,  Vegan Options,  Vegetarian Friendly,  European,  Dutch, French"
Amsterdam,1138.0,97.0," Dutch, European,  Vegetarian Friendly"
Amsterdam,1139.0,65.0," Dutch,  European,  Pub, German,  International,  Bar"
Amsterdam,1145.0,93.0," Vegetarian Friendly,  European,  Seafood, Dutch"
Amsterdam,1146.0,70.0,"American,  Bar,  Pub,  Vegetarian Friendly"
Amsterdam,1150.0,70.0," Vegetarian Friendly,  European, Dutch,  Cafe"
Amsterdam,1157.0,141.0," Bar,  European,  Cafe, Dutch"
Amsterdam,1158.0,31.0,"Italian,  Vegetarian Friendly"
Amsterdam,1159.0,198.0,"Dutch,  European,  Pub,  Bar"
Amsterdam,1164.0,27.0,"Bar,  Pub"
Amsterdam,1165.0,90.0," European, Bar"
Amsterdam,1166.0,16.0,Cafe
Amsterdam,1168.0,99.0,"Asian,  Vegetarian Friendly,  Vegan Options,  Indonesian"
Amsterdam,1170.0,118.0," Dutch,  Vegetarian Friendly,  Gluten Free Options, European"
Amsterdam,1171.0,103.0," Vegetarian Friendly, Fast Food,  Middle Eastern,  Vegan Options"
Amsterdam,1176.0,30.0,"Asian,  Vegetarian Friendly,  Vegan Options,  European"
Amsterdam,1177.0,51.0," Pub, Bar"
Amsterdam,1178.0,45.0," Fast Food, Dutch,  Vegan Options,  European,  Vegetarian Friendly"
Amsterdam,1193.0,81.0,"Dutch,  Bar,  European"
Amsterdam,1197.0,42.0," Pub, Bar,  European,  Vegetarian Friendly"
Amsterdam,1199.0,24.0," Korean,  Vegetarian Friendly, Asian"
Amsterdam,1201.0,27.0," Asian, Indian,  Vegetarian Friendly,  Nepali"
Amsterdam,1203.0,86.0," Middle Eastern,  Vegan Options, Lebanese,  Vegetarian Friendly,  Mediterranean,  Halal"
Amsterdam,1204.0,161.0," Argentinean,  European, Steakhouse"
Amsterdam,1205.0,48.0,"Contemporary,  Healthy,  Vegetarian Friendly,  Cafe,  European,  International"
Amsterdam,1207.0,37.0," Dutch, International,  European"
Amsterdam,1208.0,171.0," Vegan Options,  Cafe, French,  European,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,1209.0,43.0," European, Bar,  Vegetarian Friendly,  Pub"
Amsterdam,1210.0,87.0,"Italian,  European,  Fusion,  Vegetarian Friendly,  Seafood"
Amsterdam,1213.0,26.0," Vegetarian Friendly, Italian"
Amsterdam,1218.0,39.0," Mediterranean,  European,  Vegetarian Friendly, Italian"
Amsterdam,1219.0,94.0," Vegetarian Friendly,  Dutch,  French,  American,  Bar,  European, Italian"
Amsterdam,1222.0,134.0," Vegetarian Friendly, Italian,  Diner,  Pizza"
Amsterdam,1223.0,71.0," European,  Vegetarian Friendly, Italian,  Pizza"
Amsterdam,1228.0,280.0," Gluten Free Options,  European,  Vegetarian Friendly, Diner,  French"
Amsterdam,1229.0,97.0," Halal,  Malaysian, Asian,  Vegetarian Friendly"
Amsterdam,1230.0,28.0,"Dutch,  European"
Amsterdam,1231.0,19.0,"Seafood,  Mediterranean"
Amsterdam,1234.0,72.0," Vegan Options, Cafe,  European,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,1238.0,88.0," Thai,  Vegetarian Friendly,  Vegan Options, Asian"
Amsterdam,1245.0,40.0," Bar,  European,  Pub,  International,  French, Dutch,  Vegetarian Friendly"
Amsterdam,1247.0,30.0,"Japanese,  Vegetarian Friendly,  Vegan Options,  Sushi,  Seafood,  Asian,  Italian"
Amsterdam,1250.0,35.0," Asian, Japanese,  Vegetarian Friendly,  Sushi"
Amsterdam,1251.0,58.0," Fusion, Mexican,  Vegan Options,  Vegetarian Friendly,  Fast Food"
Amsterdam,1257.0,69.0," Halal,  Middle Eastern,  Mediterranean,  Vegetarian Friendly, Turkish"
Amsterdam,1258.0,861.0," Healthy,  European,  Seafood,  Vegetarian Friendly, Dutch,  Bar"
Amsterdam,1259.0,339.0,"Dutch,  European,  Vegetarian Friendly"
Amsterdam,1262.0,118.0," Vegan Options,  Vegetarian Friendly,  Asian, Indonesian"
Amsterdam,1263.0,74.0," Seafood,  Vegetarian Friendly, Chinese,  Asian"
Amsterdam,1267.0,18.0," Pizza,  Mediterranean, Italian"
Amsterdam,1269.0,11.0,"Italian,  French,  Seafood"
Amsterdam,1277.0,15.0," Spanish,  European, Dutch,  Thai"
Amsterdam,1284.0,106.0," Asian, Chinese"
Amsterdam,1285.0,156.0," Vegetarian Friendly,  Thai, Asian"
Amsterdam,1289.0,75.0," European,  Vegetarian Friendly, Mediterranean,  Greek"
Amsterdam,1292.0,24.0," European, Mediterranean,  Vegetarian Friendly,  Greek"
Amsterdam,1295.0,108.0," Cafe, Bar"
Amsterdam,1302.0,26.0,"European,  Seafood"
Amsterdam,1303.0,60.0," Halal,  Turkish, European"
Amsterdam,1305.0,41.0," Thai, Asian,  Vegetarian Friendly"
Amsterdam,1310.0,26.0," Vegetarian Friendly,  Middle Eastern,  Halal,  Turkish, Mediterranean"
Amsterdam,1311.0,45.0," Bar,  Pub,  Cafe, Dutch,  European"
Amsterdam,1312.0,261.0," Asian,  Vegetarian Friendly, Chinese"
Amsterdam,1314.0,48.0," Middle Eastern,  Turkish, Mediterranean,  Halal,  Vegetarian Friendly"
Amsterdam,1315.0,49.0," South American,  Vegetarian Friendly,  Vegan Options,  Latin,  Seafood, Peruvian"
Amsterdam,1318.0,84.0,"Dutch,  European,  Vegetarian Friendly,  International"
Amsterdam,1320.0,35.0," European, Brew Pub,  Vegan Options,  Pub,  Grill,  Mediterranean,  Vegetarian Friendly"
Amsterdam,1324.0,37.0," Dutch,  European, French"
Amsterdam,1325.0,23.0," European,  Vegan Options,  Vegetarian Friendly,  Greek,  Soups, Mediterranean"
Amsterdam,1327.0,20.0,"Bar,  European,  Dutch,  Pub"
Amsterdam,1330.0,19.0," Contemporary,  European, International,  Vegetarian Friendly,  Healthy,  Gluten Free Options"
Amsterdam,1334.0,21.0,unknown
Amsterdam,1338.0,129.0," International,  Vegetarian Friendly,  Central European,  Bar,  Dutch,  European, French"
Amsterdam,1347.0,52.0,"South American,  Vegan Options,  Vegetarian Friendly"
Amsterdam,1349.0,78.0," European,  Bar, Dutch,  Contemporary,  Pub"
Amsterdam,1350.0,8.0,"International,  European"
Amsterdam,1351.0,13.0,Asian
Amsterdam,1354.0,69.0," Steakhouse, Grill,  Vegetarian Friendly,  International,  European"
Amsterdam,1360.0,7.0,"Asian,  Vietnamese,  Singaporean,  Thai"
Amsterdam,1366.0,24.0," French, African,  European"
Amsterdam,1369.0,75.0," Vegetarian Friendly,  Mediterranean, Italian,  European"
Amsterdam,1375.0,13.0,"International,  Diner"
Amsterdam,1382.0,26.0,"Dutch,  European"
Amsterdam,1383.0,13.0,Vegetarian Friendly
Amsterdam,1384.0,56.0," Vegetarian Friendly,  Pub, Bar,  European,  American"
Amsterdam,1385.0,45.0,"Pizza,  Vegetarian Friendly,  European"
Amsterdam,1388.0,50.0," Cafe,  Vegetarian Friendly, Asian,  Sushi,  Japanese"
Amsterdam,1390.0,18.0,"Dutch,  European,  Diner"
Amsterdam,1400.0,350.0,"Dutch,  Vegetarian Friendly,  Bar,  European,  Cafe"
Amsterdam,1404.0,142.0,"Steakhouse,  Brazilian"
Amsterdam,1405.0,33.0,unknown
Amsterdam,1406.0,226.0,"Japanese,  Vegetarian Friendly,  Sushi"
Amsterdam,1407.0,11.0,Vegetarian Friendly
Amsterdam,1413.0,71.0," Pizza,  Vegetarian Friendly,  European, Italian"
Amsterdam,1416.0,19.0,"Mediterranean,  Greek"
Amsterdam,1422.0,98.0," European, Italian,  Mediterranean"
Amsterdam,1424.0,11.0," Mediterranean, Middle Eastern,  Halal,  Fast Food"
Amsterdam,1425.0,29.0," Vegan Options, Spanish,  Vegetarian Friendly"
Amsterdam,1427.0,207.0," European,  Vegetarian Friendly, Italian,  Mediterranean"
Amsterdam,1429.0,9.0,Cafe
Amsterdam,1436.0,24.0," Vegetarian Friendly, European,  Spanish,  Wine Bar"
Amsterdam,1438.0,26.0," European, Seafood"
Amsterdam,1441.0,16.0,unknown
Amsterdam,1442.0,59.0," Pizza,  Mediterranean,  European,  Vegetarian Friendly, Italian"
Amsterdam,1445.0,84.0," International,  Bar,  Vegetarian Friendly,  Fusion,  Dutch, Cafe,  Vegan Options"
Amsterdam,1446.0,44.0," Vegan Options,  European,  Vegetarian Friendly, Cafe"
Amsterdam,1454.0,8.0,unknown
Amsterdam,1456.0,6.0," Seafood,  International, French"
Amsterdam,1457.0,71.0,"European,  Dutch,  French,  Vegetarian Friendly"
Amsterdam,1458.0,155.0," Greek, Mediterranean"
Amsterdam,1459.0,200.0," International,  European, Dutch,  Vegetarian Friendly"
Amsterdam,1462.0,21.0,European
Amsterdam,1463.0,23.0,unknown
Amsterdam,1468.0,63.0," Vegetarian Friendly,  Vegan Options,  Vietnamese,  Soups, Asian"
Amsterdam,1469.0,118.0," Central European,  Steakhouse,  European, Bar"
Amsterdam,1474.0,55.0," Cafe,  European, Bar,  International,  Dutch,  Pub"
Amsterdam,1485.0,12.0,unknown
Amsterdam,1492.0,26.0,Fast Food
Amsterdam,1494.0,66.0,African
Amsterdam,1495.0,10.0,unknown
Amsterdam,1499.0,317.0,"Mediterranean,  Spanish,  Vegetarian Friendly,  European"
Amsterdam,1505.0,51.0," Vegetarian Friendly, Bar,  European,  Dutch,  Cafe"
Amsterdam,1513.0,34.0," Vegetarian Friendly,  Mediterranean, Italian,  European"
Amsterdam,1514.0,234.0," Vegetarian Friendly, French,  European,  Mediterranean,  Bar,  Vegan Options"
Amsterdam,1516.0,61.0," Halal,  Steakhouse, Middle Eastern,  Mediterranean,  Vegetarian Friendly,  Pizza"
Amsterdam,1520.0,196.0," Argentinean,  Bar,  Barbecue,  Central American,  Steakhouse, Mexican,  South American"
Amsterdam,1522.0,72.0," Asian, Indian,  Vegetarian Friendly"
Amsterdam,1523.0,205.0," Dutch,  International, European,  Vegetarian Friendly"
Amsterdam,1525.0,12.0," Fast Food,  Dutch, Belgian,  Indonesian"
Amsterdam,1526.0,346.0," European,  Bar, American,  Steakhouse"
Amsterdam,1528.0,54.0,"European,  Bar,  Vegetarian Friendly"
Amsterdam,1536.0,27.0,"Bar,  Pub,  European,  Dutch"
Amsterdam,1537.0,33.0," Vegan Options,  Vegetarian Friendly, American,  Gluten Free Options,  International,  European,  Dutch"
Amsterdam,1538.0,33.0,"Japanese,  Sushi,  Asian"
Amsterdam,1539.0,37.0," Bar,  Mediterranean,  Pub, Italian,  International,  European,  Dutch,  French,  Cafe"
Amsterdam,1543.0,12.0,"Asian,  Indonesian"
Amsterdam,1547.0,9.0," Dutch,  European, French"
Amsterdam,1550.0,91.0," Vegetarian Friendly,  Asian,  Seafood,  Korean,  Japanese, Chinese,  Street Food"
Amsterdam,1551.0,12.0," Mediterranean, Italian"
Amsterdam,1554.0,42.0," American, Mexican,  Central American,  Caribbean,  Latin,  Vegetarian Friendly"
Amsterdam,1555.0,33.0,"Fast Food,  Vegetarian Friendly"
Amsterdam,1560.0,90.0," European, Dutch,  Vegetarian Friendly"
Amsterdam,1561.0,47.0," Bar,  Pub, Dutch,  European"
Amsterdam,1565.0,44.0,"European,  International,  Vegetarian Friendly"
Amsterdam,1566.0,67.0,"Bar,  Dutch,  European,  Contemporary"
Amsterdam,1567.0,19.0,unknown
Amsterdam,1574.0,5.0,"French,  European"
Amsterdam,1575.0,44.0," Mediterranean,  European,  Pizza, Italian,  Vegetarian Friendly"
Amsterdam,1576.0,16.0," Indonesian, Asian"
Amsterdam,1577.0,36.0," Fast Food, Dutch"
Amsterdam,1579.0,106.0," Bar, Cafe"
Amsterdam,1581.0,103.0," Cafe, Dutch,  European"
Amsterdam,1582.0,213.0," Vegetarian Friendly,  Gluten Free Options, Mexican"
Amsterdam,1583.0,22.0,International
Amsterdam,1588.0,197.0," Argentinean,  Barbecue, Steakhouse"
Amsterdam,1602.0,16.0," Healthy, Soups,  Vegan Options,  Vegetarian Friendly"
Amsterdam,1606.0,59.0,"Bar,  Pub"
Amsterdam,1608.0,191.0," European, Bar"
Amsterdam,1609.0,30.0," European, Dutch,  Healthy,  Central European"
Amsterdam,1614.0,648.0," European,  Pizza,  Vegan Options,  Mediterranean,  Vegetarian Friendly, Italian"
Amsterdam,1615.0,6.0," Mediterranean,  Arabic,  Vegetarian Friendly, Moroccan,  Delicatessen"
Amsterdam,1617.0,38.0," International, European,  Dutch"
Amsterdam,1618.0,18.0,unknown
Amsterdam,1619.0,8.0," Mediterranean, Lebanese,  Healthy,  International"
Amsterdam,1624.0,58.0," Thai,  Vegetarian Friendly, Asian"
Amsterdam,1625.0,37.0," Vegetarian Friendly,  Latin,  Central American, Mexican"
Amsterdam,1626.0,47.0," European, Mediterranean,  Greek"
Amsterdam,1627.0,30.0," European, Dutch"
Amsterdam,1628.0,27.0," Vegetarian Friendly, Seafood"
