id,title,rating,year,duration,actor_1,actor_fb_likes_1,actor_2,actor_fb_likes_2,actor_3,actor_fb_likes_3
213,The Bourne Legacy,PG-13,2012.0,135.0,Jeremy Renner,10000.0,Scott Glenn,826.0,Stacy Keach,602.0
214,Batman & Robin,PG-13,1997.0,125.0,Michael Gough,920.0,Vivica A. Fox,890.0,John Glover,409.0
215,How the Grinch Stole Christmas,PG,2000.0,110.0,Clint Howard,1000.0,T.J. Thyne,722.0,Molly Shannon,636.0
216,The Day After Tomorrow,PG-13,2004.0,124.0,Jake Gyllenhaal,15000.0,Dennis Quaid,2000.0,Sela Ward,812.0
217,Mission: Impossible II,PG-13,2000.0,123.0,Tom Cruise,10000.0,Dougray Scott,794.0,Richard Roxburgh,653.0
218,The Perfect Storm,PG-13,2000.0,130.0,Karen Allen,784.0,Mary Elizabeth Mastrantonio,638.0,Bob Gunton,461.0
219,Fantastic 4: Rise of the Silver Surfer,PG,2007.0,92.0,Chris Evans,11000.0,Ioan Gruffudd,2000.0,Andre Braugher,702.0
220,Life of Pi,PG,2012.0,127.0,Suraj Sharma,774.0,Rafe Spall,358.0,Tabu,341.0
221,Ghost Rider,PG-13,2007.0,123.0,Nicolas Cage,12000.0,Matt Long,701.0,Peter Fonda,402.0
222,Jason Bourne,PG-13,2016.0,123.0,Matt Damon,13000.0,Riz Ahmed,365.0,Ato Essandoh,265.0
223,Charlie's Angels: Full Throttle,PG-13,2003.0,107.0,Demi Moore,2000.0,Bernie Mac,1000.0,Justin Theroux,1000.0
224,Prometheus,R,2012.0,124.0,Michael Fassbender,13000.0,Charlize Theron,9000.0,Sean Harris,641.0
225,Stuart Little 2,PG,2002.0,77.0,Nathan Lane,886.0,Brad Garrett,799.0,Melanie Griffith,537.0
226,Elysium,R,2013.0,109.0,Matt Damon,13000.0,Sharlto Copley,2000.0,Alice Braga,1000.0
227,The Chronicles of Riddick,PG-13,2004.0,134.0,Vin Diesel,14000.0,Alexa Davalos,850.0,Christina Cox,567.0
228,RoboCop,PG-13,2014.0,117.0,Gary Oldman,10000.0,Abbie Cornish,2000.0,Jennifer Ehle,1000.0
229,Speed Racer,PG,2008.0,135.0,Scott Porter,690.0,Kick Gurry,107.0,Nicholas Elia,87.0
230,How Do You Know,PG-13,2010.0,121.0,Shelley Conn,273.0,Domenick Lombardozzi,216.0,Teyonah Parris,157.0
231,Knight and Day,PG-13,2010.0,117.0,Tom Cruise,10000.0,Marc Blucas,973.0,Jordi Mollà,877.0
232,Oblivion,PG-13,2013.0,124.0,Morgan Freeman,11000.0,Tom Cruise,10000.0,Zoë Bell,1000.0
233,Star Wars: Episode III - Revenge of the Sith,PG-13,2005.0,140.0,Natalie Portman,20000.0,Christopher Lee,16000.0,Hayden Christensen,4000.0
234,Star Wars: Episode II - Attack of the Clones,PG,2002.0,142.0,Natalie Portman,20000.0,Christopher Lee,16000.0,Hayden Christensen,4000.0
235,"Monsters, Inc.",G,2001.0,92.0,Steve Buscemi,12000.0,John Ratzenberger,1000.0,James Coburn,773.0
236,The Wolverine,PG-13,2013.0,138.0,Hugh Jackman,20000.0,Tao Okamoto,992.0,Rila Fukushima,929.0
237,Star Wars: Episode I - The Phantom Menace,PG,1999.0,136.0,Natalie Portman,20000.0,Liam Neeson,14000.0,Ian McDiarmid,1000.0
238,The Croods,PG,2013.0,98.0,Ryan Reynolds,16000.0,Emma Stone,15000.0,Nicolas Cage,12000.0
239,Asterix at the Olympic Games,,2008.0,116.0,Alain Delon,936.0,Santiago Segura,276.0,Vanessa Hessler,141.0
240,Windtalkers,R,2002.0,153.0,Nicolas Cage,12000.0,Roger Willie,836.0,Noah Emmerich,617.0
241,The Huntsman: Winter's War,PG-13,2016.0,120.0,Chris Hemsworth,26000.0,Sam Claflin,11000.0,Charlize Theron,9000.0
242,Teenage Mutant Ninja Turtles,PG-13,2014.0,101.0,Noel Fisher,833.0,Danny Woodburn,809.0,Jeremy Howard,429.0
243,Gravity,PG-13,2013.0,91.0,Phaldut Sharma,39.0,Basher Savage,23.0,Amy Warren,13.0
244,Dante's Peak,PG-13,1997.0,108.0,Jamie Renée Smith,650.0,Grant Heslov,293.0,Tzi Ma,268.0
245,Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,2016.0,112.0,Stephen Amell,5000.0,Noel Fisher,833.0,Brad Garrett,799.0
246,Fantastic Four,PG-13,2015.0,100.0,Tim Blake Nelson,596.0,Reg E. Cathey,360.0,Tim Heidecker,78.0
247,Night at the Museum,PG,2006.0,108.0,Robin Williams,49000.0,Rami Malek,3000.0,Steve Coogan,1000.0
248,San Andreas,PG-13,2015.0,114.0,Dwayne Johnson,12000.0,Ioan Gruffudd,2000.0,Archie Panjabi,884.0
249,Tomorrow Never Dies,PG-13,1997.0,119.0,Vincent Schiavelli,811.0,Colin Salmon,766.0,Joe Don Baker,387.0
250,The Patriot,R,2000.0,142.0,Heath Ledger,13000.0,Adam Baldwin,2000.0,Tom Wilkinson,1000.0
251,Ocean's Twelve,PG-13,2004.0,125.0,Brad Pitt,11000.0,Julia Roberts,8000.0,Mini Anden,350.0
252,Mr. & Mrs. Smith,PG-13,2005.0,126.0,Brad Pitt,11000.0,Angelina Jolie Pitt,11000.0,Stephanie March,322.0
253,Insurgent,PG-13,2015.0,119.0,Kate Winslet,14000.0,Theo James,5000.0,Mekhi Phifer,1000.0
254,The Aviator,PG-13,2004.0,170.0,Leonardo DiCaprio,29000.0,Adam Scott,3000.0,Frances Conroy,827.0
255,Gulliver's Travels,PG,2010.0,85.0,James Corden,480.0,Catherine Tate,392.0,Olly Alexander,116.0
256,The Green Hornet,PG-13,2011.0,119.0,Christoph Waltz,11000.0,Tom Wilkinson,1000.0,Chad L. Coleman,741.0
257,The A-Team,TV-PG,,60.0,George Peppard,669.0,Dirk Benedict,554.0,Dwight Schultz,432.0
258,300: Rise of an Empire,R,2014.0,102.0,Eva Green,6000.0,Sullivan Stapleton,1000.0,Peter Mensah,1000.0
259,The Smurfs,PG,2011.0,103.0,Mahadeo Shivraj,383.0,Tim Gunn,113.0,Madison McKinley,111.0
260,Home on the Range,PG,2004.0,76.0,Steve Buscemi,12000.0,Roseanne Barr,513.0,G.W. Bailey,421.0
261,Allegiant,PG-13,2016.0,120.0,Naomi Watts,6000.0,Theo James,5000.0,Zoë Kravitz,943.0
262,Real Steel,PG-13,2011.0,127.0,Hugh Jackman,20000.0,Torey Michael Adkins,929.0,Olga Fonda,544.0
263,The Smurfs 2,PG,2013.0,105.0,Jacob Tremblay,681.0,Nancy O'Dell,71.0,Vanessa Matsui,40.0
264,Speed 2: Cruise Control,PG-13,1997.0,121.0,Jason Patric,673.0,Temuera Morrison,368.0,Lois Chiles,202.0
265,Ender's Game,PG-13,2013.0,114.0,Harrison Ford,11000.0,Moises Arias,635.0,Aramis Knight,430.0
266,Live Free or Die Hard,PG-13,2007.0,129.0,Bruce Willis,13000.0,Jonathan Sadowski,300.0,Cyril Raffaelli,297.0
267,The Lord of the Rings: The Fellowship of the Ring,PG-13,2001.0,171.0,Christopher Lee,16000.0,Orlando Bloom,5000.0,Billy Boyd,857.0
268,Around the World in 80 Days,PG,2004.0,120.0,Jim Broadbent,1000.0,Steve Coogan,1000.0,Cécile De France,447.0
269,Ali,R,2001.0,165.0,Will Smith,10000.0,Jada Pinkett Smith,851.0,Joe Morton,780.0
270,The Cat in the Hat,PG,2003.0,82.0,Sean Hayes,760.0,Kelly Preston,743.0,Spencer Breslin,434.0
271,"I, Robot",PG-13,2004.0,115.0,Will Smith,10000.0,Bruce Greenwood,991.0,Chi McBride,466.0
272,Kingdom of Heaven,R,2005.0,194.0,Liam Neeson,14000.0,Orlando Bloom,5000.0,Philip Glenister,195.0
273,Stuart Little,PG,1999.0,84.0,Chazz Palminteri,979.0,Nathan Lane,886.0,Jeffrey Jones,692.0
274,The Princess and the Frog,G,2009.0,97.0,Oprah Winfrey,852.0,Jenifer Lewis,578.0,Anika Noni Rose,525.0
275,The Martian,PG-13,2015.0,151.0,Matt Damon,13000.0,Donald Glover,801.0,Benedict Wong,372.0
276,"10,000 B.C.",,,22.0,Mathew Buck,5.0,,,,
277,The Island,PG-13,2005.0,136.0,Scarlett Johansson,19000.0,Steve Buscemi,12000.0,Djimon Hounsou,3000.0
278,Town & Country,R,2001.0,104.0,Del Zamora,752.0,Warren Beatty,631.0,Garry Shandling,591.0
279,Gone in Sixty Seconds,PG-13,2000.0,127.0,Nicolas Cage,12000.0,Angelina Jolie Pitt,11000.0,Robert Duvall,3000.0
280,Gladiator,R,2000.0,171.0,Djimon Hounsou,3000.0,Connie Nielsen,933.0,Oliver Reed,695.0
281,Minority Report,PG-13,2002.0,145.0,Tom Cruise,10000.0,Frank Grillo,798.0,Jessica Capshaw,533.0
282,Harry Potter and the Chamber of Secrets,PG,2002.0,174.0,Daniel Radcliffe,11000.0,Rupert Grint,10000.0,Emma Watson,9000.0
283,Casino Royale,PG-13,2006.0,144.0,Eva Green,6000.0,Tobias Menzies,1000.0,Ivana Milicevic,834.0
284,Planet of the Apes,PG-13,2001.0,119.0,Cary-Hiroyuki Tagawa,1000.0,Estella Warren,658.0,Erick Avari,567.0
285,Terminator 2: Judgment Day,R,1991.0,153.0,Joe Morton,780.0,Jenette Goldstein,604.0,S. Epatha Merkerson,539.0
286,Public Enemies,R,2009.0,140.0,Johnny Depp,40000.0,Christian Bale,23000.0,Stephen Graham,1000.0
287,American Gangster,R,2007.0,176.0,Denzel Washington,18000.0,Ruby Dee,782.0,RZA,561.0
288,True Lies,R,1994.0,141.0,Jamie Lee Curtis,2000.0,Tia Carrere,1000.0,Tom Arnold,618.0
289,The Taking of Pelham 1 2 3,R,2009.0,106.0,Denzel Washington,18000.0,Ramon Rodriguez,464.0,Michael Rispoli,385.0
290,Little Fockers,PG-13,2010.0,98.0,Robert De Niro,22000.0,Blythe Danner,713.0,Teri Polo,708.0
291,The Other Guys,PG-13,2010.0,116.0,Dwayne Johnson,12000.0,Will Ferrell,8000.0,Derek Jeter,107.0
292,Eraser,R,1996.0,115.0,Vanessa Williams,1000.0,James Coburn,773.0,Roma Maffia,383.0
293,Django Unchained,R,2012.0,165.0,Leonardo DiCaprio,29000.0,Christoph Waltz,11000.0,Ato Essandoh,265.0
294,The Hunchback of Notre Dame,G,1996.0,91.0,Demi Moore,2000.0,Jason Alexander,700.0,Bill Fagerbakke,542.0
295,The Emperor's New Groove,G,2000.0,78.0,Eartha Kitt,558.0,Wendie Malick,452.0,John Fiedler,253.0
296,The Expendables 2,R,2012.0,103.0,Jason Statham,26000.0,Sylvester Stallone,13000.0,Bruce Willis,13000.0
297,National Treasure,PG,2004.0,131.0,Nicolas Cage,12000.0,Armando Riesco,625.0,Annie Parisse,341.0
298,Eragon,PG,2006.0,104.0,Djimon Hounsou,3000.0,Ed Speleers,762.0,Gary Lewis,203.0
299,Where the Wild Things Are,PG,2009.0,101.0,Catherine O'Hara,925.0,Ryan Corr,468.0,Max Records,279.0
300,Epic,PG,2013.0,102.0,Josh Hutcherson,14000.0,Emma Kenney,151.0,Troy Evans,120.0
301,The Tourist,PG-13,2010.0,103.0,Johnny Depp,40000.0,Angelina Jolie Pitt,11000.0,Rufus Sewell,3000.0
302,End of Days,R,1999.0,121.0,CCH Pounder,1000.0,Mark Margolis,1000.0,Udo Kier,595.0
303,Blood Diamond,R,2006.0,143.0,Leonardo DiCaprio,29000.0,Djimon Hounsou,3000.0,Stephen Collins,452.0
304,The Wolf of Wall Street,R,2013.0,240.0,Leonardo DiCaprio,29000.0,Matthew McConaughey,11000.0,Jon Favreau,4000.0
305,Batman Forever,PG-13,1995.0,121.0,Michael Gough,920.0,Rene Auberjonois,710.0,Debi Mazar,680.0
306,Starship Troopers,R,1997.0,129.0,Jake Busey,660.0,Patrick Muldoon,475.0,Seth Gilliam,423.0
307,Cloud Atlas,R,2012.0,172.0,Tom Hanks,15000.0,Jim Sturgess,5000.0,Jim Broadbent,1000.0
308,Legend of the Guardians: The Owls of Ga'Hoole,PG,2010.0,101.0,Abbie Cornish,2000.0,Richard Roxburgh,653.0,Anthony LaPaglia,577.0
309,Catwoman,PG-13,2004.0,87.0,Frances Conroy,827.0,Christopher Heyerdahl,826.0,Alex Borstein,566.0
310,Hercules,PG-13,2014.0,101.0,Dwayne Johnson,12000.0,Rufus Sewell,3000.0,Ingrid Bolsø Berdal,467.0
311,Treasure Planet,PG,2002.0,95.0,Joseph Gordon-Levitt,23000.0,Martin Short,770.0,Michael Wincott,721.0
312,Land of the Lost,PG-13,2009.0,102.0,Will Ferrell,8000.0,Anna Friel,736.0,Bobb'e J. Thompson,526.0
313,The Expendables 3,PG-13,2014.0,131.0,Jason Statham,26000.0,Sylvester Stallone,13000.0,Harrison Ford,11000.0
314,Point Break,PG-13,2015.0,114.0,Ray Winstone,1000.0,Edgar Ramírez,897.0,Delroy Lindo,848.0
315,Son of the Mask,PG,2005.0,94.0,Jamie Kennedy,490.0,Traylor Howard,294.0,Ben Stein,227.0
316,In the Heart of the Sea,PG-13,2015.0,122.0,Chris Hemsworth,26000.0,Benjamin Walker,911.0,Frank Dillane,571.0
317,The Adventures of Pluto Nash,PG-13,2002.0,95.0,Rosario Dawson,3000.0,Randy Quaid,695.0,Burt Young,683.0
318,Green Zone,R,2010.0,115.0,Matt Damon,13000.0,Sean Huze,537.0,Igal Naor,95.0
319,The Peanuts Movie,G,2015.0,88.0,Francesca Capaldi,144.0,Venus Schultheis,42.0,Bill Melendez,36.0
320,The Spanish Prisoner,PG,1997.0,110.0,Ben Gazzara,623.0,Felicity Huffman,508.0,Campbell Scott,393.0
321,The Mummy Returns,PG-13,2001.0,130.0,Dwayne Johnson,12000.0,Brendan Fraser,3000.0,Patricia Velasquez,591.0
322,Gangs of New York,R,2002.0,216.0,Leonardo DiCaprio,29000.0,Liam Neeson,14000.0,Jim Broadbent,1000.0
323,The Flowers of War,R,2011.0,146.0,Christian Bale,23000.0,Ni Ni,196.0,Shigeo Kobayashi,28.0
324,Surf's Up,PG,2007.0,85.0,Jeff Bridges,12000.0,Zooey Deschanel,11000.0,Jon Heder,970.0
325,The Stepford Wives,PG-13,2004.0,93.0,Jon Lovitz,11000.0,Matthew Broderick,2000.0,Roger Bart,465.0
326,Black Hawk Down,R,2001.0,152.0,Ioan Gruffudd,2000.0,Sam Shepard,820.0,Ewen Bremner,557.0
327,The Campaign,R,2012.0,85.0,Will Ferrell,8000.0,Thomas Middleditch,331.0,Katherine LaNasa,329.0
328,The Fifth Element,PG-13,1997.0,126.0,Milla Jovovich,14000.0,Bruce Willis,13000.0,Gary Oldman,10000.0
329,Sex and the City 2,R,2010.0,146.0,Chris Noth,962.0,Liza Minnelli,740.0,Kristin Davis,722.0
330,The Road to El Dorado,PG,2000.0,89.0,Frank Welker,2000.0,Rosie Perez,919.0,Elton John,442.0
331,Ice Age: Continental Drift,PG,2012.0,88.0,Peter Dinklage,22000.0,Josh Gad,1000.0,Drake,916.0
332,Cinderella,PG,2015.0,105.0,Hayley Atwell,2000.0,Derek Jacobi,520.0,Lily James,502.0
333,The Lovely Bones,PG-13,2009.0,135.0,Michael Imperioli,873.0,AJ Michalka,560.0,Tom McCarthy,310.0
334,Finding Nemo,G,2003.0,100.0,Alexander Gould,1000.0,Stephen Root,939.0,Brad Garrett,799.0
335,The Lord of the Rings: The Return of the King,PG-13,2003.0,192.0,Orlando Bloom,5000.0,Billy Boyd,857.0,Bernard Hill,416.0
336,The Lord of the Rings: The Two Towers,PG-13,2002.0,172.0,Christopher Lee,16000.0,Orlando Bloom,5000.0,Billy Boyd,857.0
337,Seventh Son,PG-13,2014.0,102.0,Jeff Bridges,12000.0,Djimon Hounsou,3000.0,Olivia Williams,766.0
338,Lara Croft: Tomb Raider,PG-13,2001.0,100.0,Angelina Jolie Pitt,11000.0,Noah Taylor,509.0,Chris Barrie,240.0
339,Transcendence,PG-13,2014.0,119.0,Johnny Depp,40000.0,Morgan Freeman,11000.0,Clifton Collins Jr.,968.0
340,Jurassic Park III,PG-13,2001.0,92.0,Michael Jeter,693.0,Trevor Morgan,595.0,Alessandro Nivola,527.0
341,Rise of the Planet of the Apes,PG-13,2011.0,105.0,James Franco,11000.0,David Oyelowo,1000.0,Tyler Labine,779.0
342,The Spiderwick Chronicles,PG,2008.0,107.0,Martin Short,770.0,Tod Fennell,419.0,Joan Plowright,330.0
343,A Good Day to Die Hard,R,2013.0,101.0,Bruce Willis,13000.0,Cole Hauser,787.0,Megalyn Echikunwoke,476.0
344,The Alamo,PG-13,2004.0,137.0,Dennis Quaid,2000.0,Marc Blucas,973.0,Jordi Mollà,877.0
345,The Incredibles,PG,2004.0,115.0,Holly Hunter,1000.0,Craig T. Nelson,723.0,Lou Romano,55.0
346,Cutthroat Island,PG-13,1995.0,124.0,Christopher Masterson,1000.0,Frank Langella,903.0,Matthew Modine,810.0
347,Percy Jackson & the Olympians: The Lightning Thief,PG,2010.0,118.0,Logan Lerman,8000.0,Rosario Dawson,3000.0,Steve Coogan,1000.0
348,Men in Black,PG-13,1997.0,98.0,Will Smith,10000.0,Rip Torn,826.0,Linda Fiorentino,602.0
349,Toy Story 2,G,1999.0,82.0,Tom Hanks,15000.0,John Ratzenberger,1000.0,Wayne Knight,967.0
350,Unstoppable,PG-13,2010.0,98.0,Denzel Washington,18000.0,Rosario Dawson,3000.0,Ethan Suplee,1000.0
351,Rush Hour 2,PG-13,2001.0,90.0,Mei Melançon,191.0,John Lone,165.0,Harris Yulin,141.0
352,What Lies Beneath,PG-13,2000.0,130.0,Harrison Ford,11000.0,Amber Valletta,627.0,Miranda Otto,568.0
353,Cloudy with a Chance of Meatballs,PG,2009.0,90.0,Will Forte,622.0,Bobb'e J. Thompson,526.0,Al Roker,56.0
354,Ice Age: Dawn of the Dinosaurs,PG,2009.0,94.0,Denis Leary,835.0,Maile Flanagan,256.0,Kelly Keaton,117.0
355,The Secret Life of Walter Mitty,PG,2013.0,114.0,Adam Scott,3000.0,Adrian Martinez,806.0,Joey Slotnick,423.0
356,Charlie's Angels,PG-13,2000.0,94.0,Bill Murray,13000.0,LL Cool J,1000.0,Kelly Lynch,466.0
357,The Departed,R,2006.0,151.0,Leonardo DiCaprio,29000.0,Matt Damon,13000.0,Ray Winstone,1000.0
358,Mulan,G,1998.0,88.0,Ming-Na Wen,2000.0,Harvey Fierstein,500.0,June Foray,484.0
359,Tropic Thunder,R,2008.0,121.0,Robert Downey Jr.,21000.0,Steve Coogan,1000.0,Brandon T. Jackson,918.0
360,The Girl with the Dragon Tattoo,R,2011.0,158.0,Robin Wright,18000.0,Goran Visnjic,1000.0,Joely Richardson,585.0
361,Die Hard with a Vengeance,R,1995.0,128.0,Bruce Willis,13000.0,Aldis Hodge,559.0,Kevin Chamberlin,489.0
362,Sherlock Holmes,PG-13,2009.0,128.0,Robert Downey Jr.,21000.0,Eddie Marsan,979.0,Robert Maillet,727.0
363,Ben-Hur,PG-13,2016.0,141.0,Morgan Freeman,11000.0,Ayelet Zurer,745.0,Moises Arias,635.0
364,Atlantis: The Lost Empire,PG,2001.0,95.0,Leonard Nimoy,12000.0,Jim Varney,802.0,Cree Summer,503.0
365,Alvin and the Chipmunks: The Road Chip,PG,2015.0,92.0,Bella Thorne,35000.0,Joshua Mikel,1000.0,Jesse McCartney,1000.0
366,Valkyrie,PG-13,2008.0,121.0,Tom Cruise,10000.0,Tom Wilkinson,1000.0,Thomas Kretschmann,919.0
367,You Don't Mess with the Zohan,PG-13,2008.0,113.0,Adam Sandler,11000.0,Sayed Badreya,600.0,Kevin Nealon,503.0
368,Pixels,PG-13,2015.0,106.0,Peter Dinklage,22000.0,Adam Sandler,11000.0,Josh Gad,1000.0
369,A.I. Artificial Intelligence,PG-13,2001.0,146.0,Haley Joel Osment,3000.0,William Hurt,882.0,Kevin Sussman,681.0
370,The Haunted Mansion,PG,2003.0,88.0,Marsha Thomason,691.0,Rachael Harris,569.0,Marc John Jefferies,441.0
371,Contact,PG,1997.0,150.0,Matthew McConaughey,11000.0,Tom Skerritt,1000.0,Larry King,135.0
372,Hollow Man,R,2000.0,119.0,Greg Grunberg,833.0,Kim Dickens,624.0,Joey Slotnick,423.0
373,The Interpreter,PG-13,2005.0,128.0,Curtiss Cook,591.0,George Harris,249.0,Michael Wright,249.0
374,Percy Jackson: Sea of Monsters,PG,2013.0,106.0,Logan Lerman,8000.0,Leven Rambin,956.0,Brandon T. Jackson,918.0
375,Lara Croft Tomb Raider: The Cradle of Life,PG-13,2003.0,117.0,Gerard Butler,18000.0,Angelina Jolie Pitt,11000.0,Djimon Hounsou,3000.0
376,Now You See Me 2,PG-13,2016.0,129.0,Daniel Radcliffe,11000.0,Morgan Freeman,11000.0,Sanaa Lathan,886.0
377,The Saint,PG-13,1997.0,116.0,Alun Armstrong,192.0,Michael Byrne,117.0,Velibor Topic,84.0
378,Spy Game,R,2001.0,114.0,Brad Pitt,11000.0,Stephen Dillane,577.0,Catherine McCormack,307.0
379,Mission to Mars,PG,2000.0,114.0,Don Cheadle,3000.0,Connie Nielsen,933.0,Kim Delaney,281.0
380,Rio,G,2011.0,96.0,Anne Hathaway,11000.0,Wanda Sykes,560.0,Will.i.am,350.0
381,Bicentennial Man,PG,1999.0,132.0,Robin Williams,49000.0,Oliver Platt,1000.0,John Michael Higgins,957.0
382,Volcano,PG-13,1997.0,104.0,Don Cheadle,3000.0,Anne Heche,695.0,Gaby Hoffmann,612.0
383,The Devil's Own,R,1997.0,111.0,Harrison Ford,11000.0,Brad Pitt,11000.0,Natascha McElhone,2000.0
384,K-19: The Widowmaker,PG-13,2002.0,138.0,Liam Neeson,14000.0,Christian Camargo,602.0,Lex Shrapnel,123.0
385,Conan the Barbarian,R,1982.0,129.0,William Smith,919.0,Mako,691.0,Sandahl Bergman,183.0
386,Cinderella Man,PG-13,2005.0,144.0,Paddy Considine,680.0,Bruce McGill,655.0,Rosemarie DeWitt,537.0
387,The Nutcracker in 3D,PG,2010.0,110.0,Shirley Henderson,887.0,Nathan Lane,886.0,Richard E. Grant,554.0
388,Seabiscuit,PG-13,2003.0,140.0,Jeff Bridges,12000.0,Michael Angarano,947.0,Michael O'Neill,599.0
389,Twister,PG-13,1996.0,113.0,Philip Seymour Hoffman,22000.0,Alan Ruck,946.0,Jami Gertz,848.0
390,Cast Away,PG-13,2000.0,143.0,Tom Hanks,15000.0,Paul Sanchez,410.0,Nick Searcy,272.0
391,Happy Feet,PG,2006.0,108.0,Robin Williams,49000.0,Hugh Jackman,20000.0,Elizabeth Daily,971.0
392,The Bourne Supremacy,PG-13,2004.0,108.0,Matt Damon,13000.0,Joan Allen,805.0,Oksana Akinshina,129.0
393,Air Force One,R,1997.0,124.0,Harrison Ford,11000.0,Gary Oldman,10000.0,Dean Stockwell,936.0
394,Ocean's Eleven,PG-13,2001.0,116.0,Brad Pitt,11000.0,Bernie Mac,1000.0,Elliott Gould,471.0
395,The Three Musketeers,PG-13,2011.0,110.0,Milla Jovovich,14000.0,Logan Lerman,8000.0,Orlando Bloom,5000.0
396,Hotel Transylvania,PG,2012.0,91.0,Steve Buscemi,12000.0,Adam Sandler,11000.0,Jon Lovitz,11000.0
397,Enchanted,PG,2007.0,107.0,Jeff Bennett,283.0,Teala Dunn,142.0,Fred Tatasciore,118.0
398,Hannibal,TV-14,,44.0,Caroline Dhavernas,544.0,Scott Thompson,183.0,Hettienne Park,148.0
399,Safe House,R,2012.0,115.0,Denzel Washington,18000.0,Ryan Reynolds,16000.0,Sam Shepard,820.0
400,102 Dalmatians,G,2000.0,100.0,Ioan Gruffudd,2000.0,Eric Idle,795.0,Jim Carter,439.0
401,Tower Heist,PG-13,2011.0,104.0,Matthew Broderick,2000.0,Gabourey Sidibe,906.0,Judd Hirsch,535.0
402,The Holiday,PG-13,2006.0,138.0,Kate Winslet,14000.0,Rufus Sewell,3000.0,Sarah Parish,213.0
403,Enemy of the State,R,1998.0,140.0,Will Smith,10000.0,Jake Busey,660.0,Lisa Bonet,619.0
404,It's Complicated,R,2009.0,120.0,Meryl Streep,11000.0,Hunter Parrish,2000.0,Zoe Kazan,963.0
405,Ocean's Thirteen,PG-13,2007.0,122.0,Al Pacino,14000.0,Matt Damon,13000.0,Brad Pitt,11000.0
406,Open Season,PG,2006.0,83.0,Jon Favreau,4000.0,Debra Messing,650.0,Jane Krakowski,624.0
407,Divergent,PG-13,2014.0,139.0,Kate Winslet,14000.0,Theo James,5000.0,Mekhi Phifer,1000.0
408,Enemy at the Gates,R,2001.0,131.0,Bob Hoskins,5000.0,Gabriel Thomson,35.0,Clemens Schick,29.0
409,The Rundown,PG-13,2003.0,104.0,Dwayne Johnson,12000.0,Rosario Dawson,3000.0,Ewen Bremner,557.0
410,Last Action Hero,PG-13,1993.0,130.0,F. Murray Abraham,670.0,Tom Noonan,442.0,Joan Plowright,330.0
411,Memoirs of a Geisha,PG-13,2005.0,145.0,Li Gong,879.0,Mako,691.0,Karl Yune,210.0
412,The Fast and the Furious: Tokyo Drift,PG-13,2006.0,104.0,Amber Stevens West,584.0,Zachery Ty Bryan,227.0,Nikki Griffin,159.0
413,Arthur Christmas,PG,2011.0,97.0,Jim Broadbent,1000.0,Imelda Staunton,579.0,Michael Palin,561.0
414,Meet Joe Black,PG-13,1998.0,178.0,Anthony Hopkins,12000.0,Brad Pitt,11000.0,Jake Weber,551.0
415,Collateral Damage,R,2002.0,108.0,Raymond Cruz,672.0,Rick Worthy,174.0,Jsu Garcia,172.0
416,All That Jazz,R,1979.0,123.0,Roy Scheider,813.0,Ben Vereen,388.0,Max Wright,87.0
417,Mirror Mirror,PG,2012.0,106.0,Julia Roberts,8000.0,Nathan Lane,886.0,Danny Woodburn,809.0
418,Scott Pilgrim vs. the World,PG-13,2010.0,112.0,Anna Kendrick,10000.0,Kieran Culkin,1000.0,Ellen Wong,719.0
419,The Core,PG-13,2003.0,135.0,Glenn Morshower,894.0,Tchéky Karyo,345.0,Rekha Sharma,106.0
420,Nutty Professor II: The Klumps,PG-13,2000.0,109.0,Larry Miller,611.0,Janet Jackson,592.0,Chris Elliott,571.0
421,Scooby-Doo,PG,2002.0,86.0,Sarah Michelle Gellar,4000.0,Linda Cardellini,2000.0,Miguel A. Núñez Jr.,271.0
422,Dredd,R,2012.0,95.0,Wood Harris,409.0,Jason Cope,107.0,Rakie Ayola,20.0
423,Click,PG-13,2006.0,107.0,Adam Sandler,11000.0,Cameron Monaghan,1000.0,Julie Kavner,233.0
424,Creepshow,R,1982.0,130.0,Ted Danson,875.0,Hal Holbrook,826.0,Adrienne Barbeau,602.0
425,Cats & Dogs: The Revenge of Kitty Galore,PG,2010.0,82.0,Jack McBrayer,975.0,Sean Hayes,760.0,Katt Williams,615.0
426,Jumper,PG-13,2008.0,88.0,Kristen Stewart,17000.0,Hayden Christensen,4000.0,Tom Hulce,521.0
427,Hellboy II: The Golden Army,PG-13,2008.0,120.0,Seth MacFarlane,3000.0,Iván Kamarás,169.0,Brian Steele,160.0
428,Zodiac,R,2007.0,162.0,Robert Downey Jr.,21000.0,Jake Gyllenhaal,15000.0,Anthony Edwards,495.0
429,The 6th Day,PG-13,2000.0,123.0,Robert Duvall,3000.0,Michael Rapaport,975.0,Tony Goldwyn,956.0
430,Bruce Almighty,PG-13,2003.0,101.0,Morgan Freeman,11000.0,Steve Carell,7000.0,Lisa Ann Walter,1000.0
431,The Expendables,R,2010.0,113.0,Jason Statham,26000.0,Sylvester Stallone,13000.0,Jet Li,5000.0
432,Mission: Impossible,PG-13,1996.0,110.0,Tom Cruise,10000.0,Kristin Scott Thomas,1000.0,Vanessa Redgrave,898.0
433,The Hunger Games,PG-13,2012.0,142.0,Jennifer Lawrence,34000.0,Josh Hutcherson,14000.0,Anthony Reynolds,575.0
