Index,budget,revenue,original_title,genres,release_year
44,25000000,42629776,The Age of Adaline,Drama,2015
6809,0,4946225,Black Sheep,Horror,2006
577,0,0,Bleeding Heart,Drama,2015
8617,25000000,0,Space Truckers,Science Fiction,1996
267,0,0,Chi-Raq,Music,2015
5595,0,64065,The Art of the Steal,Comedy,2013
1634,0,0,Dadnapped,TV Movie,2009
10858,0,0,"The Russians Are Coming, The Russians Are Coming",Comedy,1966
9147,15000000,46905889,The Object of My Affection,Drama,1998
3206,27000000,17286299,How to Lose Friends & Alienate People,Drama,2008
5671,3500000,0,Justice League: The Flashpoint Paradox,Fantasy,2013
4151,11000000,0,Max,Drama,2002
10136,0,0,Il colosso di Rodi,Drama,1961
6989,140000000,209073645,Lemony Snicket's A Series of Unfortunate Events,Comedy,2004
10766,0,7185518,Paradise Alley,Drama,1978
734,18000000,266586800,The Prince,Action,2014
6843,0,0,Alien Autopsy,Science Fiction,2006
0,150000000,1513528810,Jurassic World,Adventure,2015
2425,33000000,310940086,Austin Powers: The Spy Who Shagged Me,Science Fiction,1999
5643,0,10900434,One Chance,Comedy,2013
10220,14600000,70906973,Groundhog Day,Comedy,1993
2775,500000,0,Citizen Toxie: The Toxic Avenger IV,Comedy,2001
6620,40000000,86915017,The Illusionist,Thriller,2006
6114,0,38934048,Weird Science,Fantasy,1985
5237,3500000,0,Drive,Comedy,1997
208,1000000,14444999,"Hello, My Name Is Doris",Drama,2015
10824,18000000,0,The Bible: In the Beginning...,Drama,1966
9299,0,0,Pink Cadillac,Adventure,1989
10286,0,0,Rising Sun,Drama,1993
7250,823258,823258,Narco,Comedy,2004
9415,48000000,0,Billy Bathgate,Crime,1991
5840,35000000,27330000,Mandela: Long Walk to Freedom,History,2013
4995,45000000,124914842,"Legally Blonde 2: Red, White & Blonde",Comedy,2003
2866,0,0,The Lost World,Fantasy,2001
2018,15000000,4882577,The Company Men,Drama,2010
8032,10000000,2494480,Rumble Fish,Adventure,1983
5570,0,0,The Machine,Thriller,2013
3990,25000000,17000000,Punch-Drunk Love,Romance,2002
1155,0,0,In My Dreams,Fantasy,2014
7365,0,37121708,Brubaker,Crime,1980
10204,0,0,Robin and Marian,Action,1976
1509,0,19406406,Oceans,Documentary,2009
8055,0,4685097,Eddie and the Cruisers,Drama,1983
9579,0,0,Hell Comes to Frogtown,Science Fiction,1988
3997,0,0,The Land Before Time IX: Journey to the Big Water,Family,2002
2446,10000000,12827813,Office Space,Comedy,1999
8923,60000,0,Vincent,Drama,1982
7254,0,0,Alone in the Wilderness,History,2004
9078,0,0,Thursday,Thriller,1998
10857,0,0,Nevada Smith,Action,1966
395,0,0,The Hive,Horror,2015
8429,0,35610100,Sharky's Machine,Crime,1981
4431,25000000,63100000,Contraband,Crime,2012
10110,4000000,215880014,One Hundred and One Dalmatians,Family,1961
6251,85000000,131426169,Bewitched,Fantasy,2005
8587,38000000,10300000,White Squall,Action,1996
9202,18000000,46908987,"See No Evil, Hear No Evil",Crime,1989
287,5000000,2333684,Jem and the Holograms,Drama,2015
6239,4000000,152925093,Saw II,Horror,2005
9505,0,0,Caddyshack II,Comedy,1988
1333,10000000,0,Pete's Dragon,Fantasy,1977
2087,10000000,0,Gun,Thriller,2010
6081,19000000,381109762,Back to the Future,Comedy,1985
6973,17000000,129042871,Mean Girls,Comedy,2004
273,0,0,Justice League: Gods and Monsters,Fantasy,2015
1794,0,0,TiMER,Romance,2009
718,4900000,3494070,Mommy,Drama,2014
1527,40000000,28169671,Cirque du Freak: The Vampire's Assistant,Fantasy,2009
3914,60000000,214034224,The Bourne Identity,Thriller,2002
5353,0,9381260,Fierce Creatures,Comedy,1997
3057,60000000,50650079,Meet Dave,Science Fiction,2008
6729,0,11400000,Something New,Romance,2006
3423,37000000,96047633,The Rite,Horror,2011
5412,0,0,Good Burger,Family,1997
32,29000000,287506194,Pitch Perfect 2,Comedy,2015
2953,20000000,65569869,Street Kings,Crime,2008
8339,0,22697691,Prelude to a Kiss,Comedy,1992
10047,1500000,5728953,Hardware,Thriller,1990
8495,36000000,20300385,The People vs. Larry Flynt,Drama,1996
8127,0,0,Dolores Claiborne,Thriller,1995
8620,0,0,Kids in the Hall: Brain Candy,Comedy,1996
3008,18000000,382174,The Informers,Drama,2008
7332,44000000,3484331,Heaven's Gate,Drama,1980
5398,0,0,Tower of Terror,Horror,1997
6866,0,201275,Deliver Us from Evil,Documentary,2006
4366,130000000,276572938,The Bourne Legacy,Thriller,2012
6263,52000000,77944725,Hostage,Thriller,2005
8056,0,64783827,Mr. Mom,Family,1983
1873,0,0,A Very Potter Musical,Comedy,2009
3138,0,0,The Prince & Me 3: A Royal Honeymoon,Romance,2008
8689,4500000,7390108,Requiem for a Dream,Drama,2000
6891,5000000,0,End Game,Action,2006
5229,0,0,A Wrinkle in Time,Science Fiction,2003
9457,63000000,189015611,Rambo III,Action,1988
6328,80000000,10166502,The Great Raid,War,2005
9883,6000000,102272727,Mary Poppins,Fantasy,1964
5014,6000000,0,11:14,Drama,2003
1799,1500000,0,Homecoming,Horror,2009
6453,0,0,The Triangle,Drama,2005
8154,7000000,8349430,Smoke,Drama,1995
3430,60000000,78309131,Priest,Action,2011
1122,0,0,Supremacy,Drama,2014
1552,15000000,8786375,Banlieue 13 - Ultimatum,Thriller,2009
605,0,0,Walking with the Dead,Science Fiction,2015
3515,24000000,63543328,Footloose,Romance,2011
6756,18000000,1196307,Seraphim Falls,Drama,2006
5247,105000000,121214377,Starship Troopers,Action,1997
3519,100000,1776935,Another Earth,Science Fiction,2011
7271,1800000,9700000,Conquest of the Planet of the Apes,Action,1972
7503,2000000,5364858,Diary of the Dead,Horror,2007
3919,140000000,441818803,Men in Black II,Science Fiction,2002
7460,39000000,26820641,Shoot 'Em Up,Action,2007
10649,3000000,18999718,Beneath the Planet of the Apes,Adventure,1970
9018,18000000,123306987,The Wedding Singer,Comedy,1998
8248,40000000,215862692,Dracula,Romance,1992
8862,8000000,8279017,Shadow of the Vampire,Drama,2000
1519,25000000,10589102,The Bad Lieutenant: Port of Call - New Orleans,Drama,2009
5693,0,1234254,The Invisible Woman,Romance,2013
4123,25000000,10113733,Possession,Drama,2002
7374,0,5000000,The Watcher in the Woods,Thriller,1980
10205,0,0,Bugsy Malone,Action,1976
6363,0,2945242,Romance & Cigarettes,Comedy,2005
1063,0,0,Joy Ride 3,Thriller,2014
5319,0,0,Pooh's Grand Adventure: The Search for Christopher Robin,Family,1997
9617,17000000,17185632,Angel Heart,Horror,1987
6812,0,0,Wristcutters: A Love Story,Drama,2006
8566,0,0,Twelfth Night,Comedy,1996
7777,11000000,0,September Dawn,Drama,2007
5641,0,0,Minions: Training Wheels,Comedy,2013
7432,50000000,32017803,Sunshine,Science Fiction,2007
3951,25000000,108846072,The Hours,Drama,2002
4728,170000,0,Ill Manors,Crime,2012
9326,75000000,152368585,Backdraft,Mystery,1991
5169,0,0,DÃ©dales,Drama,2003
8544,13000000,17917287,The Crow: City of Angels,Thriller,1996
1700,5000000,0,Hardwired,Science Fiction,2009
159,630019,0,Kung Fury,Action,2015
9466,35000000,57269863,Willow,Action,1988
3274,0,0,Red Mist,Horror,2008
8109,32000000,18552460,The Quick and the Dead,Drama,1995
7551,16500000,13620075,Sydney White,Comedy,2007
5045,38000000,197011982,Spy Kids 3-D: Game Over,Comedy,2003
4283,0,0,Lassie,Action,1994
10706,0,0,The Spy Who Came in from the Cold,Thriller,1965
7389,150000000,623722818,Ratatouille,Fantasy,2007
933,0,0,October Gale,Romance,2014
478,0,0,Absolution,Thriller,2015
10078,23000000,0,Memphis Belle,Drama,1990
6313,135000000,76932943,Stealth,Action,2005
2131,0,0,16 Wishes,Drama,2010
1690,0,0,Robin Williams: Weapons of Self Destruction,Comedy,2009
9466,35000000,57269863,Willow,Adventure,1988
9083,10000000,25605015,Can't Hardly Wait,Drama,1998
6734,32000000,5914908,The Good German,Drama,2006
3010,30000000,22211426,Doomsday,Thriller,2008
4065,12500000,23367586,Antwone Fisher,Romance,2002
8334,0,20000000,Mr. Baseball,Romance,1992
3303,0,0,Go Fast,Crime,2008
3472,35000000,28128670,The Thing,Thriller,2011
8662,9000000,39723096,Memento,Thriller,2000
6433,0,0,House of Fury,Action,2005
222,0,0,The Childhood of a Leader,Mystery,2015
8343,0,0,Leap of Faith,Romance,1992
7172,19250000,8112712,Spartan,Drama,2004
9,175000000,853708609,Inside Out,Family,2015
6568,76000000,69959751,Children of Men,Drama,2006
8005,3000000,21000000,Mickey's Christmas Carol,Animation,1983
7924,25000000,38348988,City Heat,Crime,1984
2880,37000000,392616625,Twilight,Drama,2008
1745,0,0,When You're Strange,Documentary,2009
4814,0,0,Any Day Now,Drama,2012
8367,3000000,33946224,Strictly Ballroom,Comedy,1992
5625,3500000,25174316,Dark Skies,Thriller,2013
5875,7500000,1359910,Gimme Shelter,Drama,2013
4,190000000,1506249360,Furious 7,Crime,2015
798,0,0,The Nut Job,Comedy,2014
6108,2200000,21930418,Friday the 13th: A New Beginning,Horror,1985
9589,0,0,Moving,Comedy,1988
3430,60000000,78309131,Priest,Fantasy,2011
7841,0,0,Nosferatu: Phantom der Nacht,Horror,1979
946,0,0,Addicted,Thriller,2014
3407,32000000,54674226,The Tree of Life,Drama,2011
10676,0,0,Carry On Up the Jungle,Comedy,1970
4221,27000000,101646581,Timecop,Action,1994
2707,11000000,13110448,Frailty,Drama,2001
5011,0,101191884,The Recruit,Action,2003
2824,0,0,The Body,Mystery,2001
9801,400000,0,Captain Kronos: Vampire Hunter,Adventure,1974
10019,25000000,25965144,Jacob's Ladder,Mystery,1990
6384,20000000,10442808,Alone in the Dark,Thriller,2005
261,0,0,The World Made Straight,Drama,2015
7107,0,0,In Good Company,Drama,2004
8465,0,0,Aladdin and the King of Thieves,Animation,1996
9500,0,0,Drowning by Numbers,Drama,1988
10249,0,12136938,Judgment Night,Crime,1993
568,0,0,VANish,Crime,2015
1006,5000000,75143,Better Living Through Chemistry,Drama,2014
28,20000000,88346473,Spotlight,History,2015
4560,1000000,101758490,The Devil Inside,Horror,2012
10489,25000000,11000000,Big Trouble in Little China,Action,1986
5465,100000000,268426634,Epic,Animation,2013
4546,0,0,Radio Rebel,Comedy,2012
10177,9000000,25000000,Logan's Run,Romance,1976
10034,0,27575086,Cadillac Man,Comedy,1990
9254,6500000,37295445,Do the Right Thing,Crime,1989
9713,0,0,The Principal,Adventure,1987
952,0,0,Pas son genre,Romance,2014
7282,0,0,Jeremiah Johnson,Western,1972
5863,0,0,The Marine 3: Homefront,Action,2013
8405,10000000,85300000,Stripes,Action,1981
10731,4000000,0,Topaz,Mystery,1969
5893,1000000,0,AE: Apocalypse Earth,TV Movie,2013
7270,2000000,46122355,Deliverance,Thriller,1972
4002,40000000,16872671,Life or Something Like It,Drama,2002
9264,5000000,11642254,Halloween 5: The Revenge of Michael Myers,Thriller,1989
9785,14000000,116000000,The Towering Inferno,Thriller,1974
2917,60000000,244082376,Marley & Me,Family,2008
10053,0,0,Class of 1999,Thriller,1990
433,0,0,Queen of Earth,Mystery,2015
7120,0,0,The Ladykillers,Comedy,2004
8389,0,0,Southern Comfort,Action,1981
1378,0,0,Empire of the Ants,Science Fiction,1977
2725,4000000,44909486,Monster's Ball,Drama,2001
7285,0,0,The Mechanic,Action,1972
8623,17500000,0,JÃ¤garna,Mystery,1996
4708,0,0,2-Headed Shark Attack,Action,2012
4781,0,1562546,A Late Quartet,Drama,2012
7490,0,5741608,Feast of Love,Romance,2007
3160,750000,0,All the Boys Love Mandy Lane,Horror,2008
1514,35000000,92219310,Old Dogs,Family,2009
9530,13000000,8038508,Dead Ringers,Drama,1988
4837,0,0,Barricade,Thriller,2012
5527,30000000,4861022,Oldboy,Thriller,2013
2555,27000000,14859394,Music of the Heart,Drama,1999
654,200000000,705717432,The Amazing Spider-Man 2,Adventure,2014
9191,55000000,63408614,Tango & Cash,Comedy,1989
10685,0,0,The Vampire Lovers,Horror,1970
2979,0,0,LOL (Laughing Out Loud),Comedy,2008
591,0,0,Submerged,Thriller,2015
2973,22000000,23530831,Traitor,Thriller,2008
6206,85000000,162242962,Memoirs of a Geisha,Romance,2005
4363,250000000,1081041287,The Dark Knight Rises,Action,2012
8139,50000000,11534477,Fair Game,Romance,1995
2518,10000000,3193102,The Limey,Action,1999
1299,0,0,The After,Drama,2014
1681,0,0,Five Minutes of Heaven,Drama,2009
5979,7720000,0,Legenda No. 17,Drama,2013
9314,0,1519796,Stepfather II: Make Room For Daddy,Thriller,1989
10068,11000000,8862354,Nightbreed,Horror,1990
2651,21000000,71441250,The Royal Tenenbaums,Comedy,2001
6813,0,0,Irresistible,Drama,2006
3912,100000000,876688482,Harry Potter and the Chamber of Secrets,Fantasy,2002
1139,6000000,0,Heavenly Sword,Animation,2014
9102,0,0,Creature,Horror,1998
8363,0,0,Belle Ã‰poque,Comedy,1992
10062,0,0,Europa Europa,Drama,1990
9088,45000000,11203026,Deep Rising,Adventure,1998
673,50000000,212902372,Into the Woods,Fantasy,2014
6955,0,0,Desperation,Thriller,2006
5726,6500000,0,Death Race: Inferno,Thriller,2013
2224,0,0,Lying to Be Perfect,Comedy,2010
1552,15000000,8786375,Banlieue 13 - Ultimatum,Action,2009
9835,0,30000000,Rollerball,Adventure,1975
6923,0,0,Bella,Drama,2006
1221,0,0,Rosemary's Baby,Mystery,2014
8158,0,0,Bushwhacked,Crime,1995
8451,0,15578237,Continental Divide,Comedy,1981
7654,4000000,2426851,You Kill Me,Thriller,2007
3425,75000000,132274484,The Three Musketeers,Comedy,2011
9586,0,17514553,For Keeps,Romance,1988
1565,0,0,Cracks,Thriller,2009
2172,0,0,Family Guy Presents: It's a Trap!,Animation,2010
9795,0,0,The Count of Monte-Cristo,Drama,1974
10254,35000000,117270765,Dennis the Menace,Comedy,1993
6228,65000000,64321501,Zathura: A Space Adventure,Adventure,2005
37,175000000,331926147,The Good Dinosaur,Adventure,2015
4970,100000000,250,Brother Bear,Family,2003
5585,28000000,8555008,The Fifth Estate,Thriller,2013
2698,0,0,One Night at McCool's,Action,2001
8548,38000000,28921264,James and the Giant Peach,Animation,1996
1904,0,400654,Today's Special,Comedy,2009
245,0,0,Experimenter,History,2015
6458,0,0,Odd Girl Out,Family,2005
3995,35000000,45479110,Queen of the Damned,Horror,2002
2281,0,0,Submarino,Drama,2010
6989,140000000,209073645,Lemony Snicket's A Series of Unfortunate Events,Adventure,2004
898,0,14947,Zombeavers,Comedy,2014
2726,17700000,30987695,Joe Dirt,Comedy,2001
3899,0,0,Dear Santa,Comedy,2011
10841,75000,0,The Shooting,Western,1966
10259,0,32416586,The Sandlot,Family,1993
10358,0,0,American Ninja 5,Thriller,1993
2118,0,0,Sherlock Holmes,Horror,2010
1605,7000000,0,Mother and Child,Romance,2009
641,127000000,349424282,Night at the Museum: Secret of the Tomb,Family,2014
9315,0,0,For All Mankind,Documentary,1989
1766,0,0,George & A.J.,Fantasy,2009
2272,0,0,I'm Still Here,Music,2010
2748,0,0,The Man Who Wasn't There,Drama,2001
5864,0,0,Forbidden Ground,Drama,2013
10531,0,8362969,Something Wild,Drama,1986
10255,9000000,2395231,Kalifornia,Thriller,1993
10498,8500000,16209459,Raw Deal,Thriller,1986
2422,90000000,485015179,Toy Story 2,Comedy,1999
4245,26000000,8009329,The Chase,Crime,1994
10458,0,0,The Terror,Thriller,1963
8588,0,0,Sgt. Bilko,Family,1996
6745,25000000,16158487,Catch and Release,Drama,2006
8575,5000000,13269963,Lone Star,Romance,1996
8107,30250000,115101622,Get Shorty,Thriller,1995
1911,0,0,His Name Was Jason: 30 Years of Friday the 13th,Horror,2009
2816,0,0,Black Knight,Comedy,2001
2588,0,0,Topsy-Turvy,Drama,1999
10477,8000000,52287000,Stand by Me,Crime,1986
2639,60000000,484409218,Shrek,Comedy,2001
4429,25000000,99357138,The Lucky One,Romance,2012
7183,39000000,6614280,Against the Ropes,Romance,2004
5548,23000000,15600000,Behind the Candelabra,Romance,2013
8113,0,0,Copycat,Thriller,1995
5254,45000000,136885767,Anaconda,Horror,1997
5397,18000000,0,She's So Lovely,Romance,1997
5261,0,0,Beauty and the Beast: The Enchanted Christmas,Animation,1997
7458,15000000,0,The Hills Have Eyes II,Thriller,2007
7850,0,73961419,The Jerk,Comedy,1979
7730,0,0,Jack Brooks: Monster Slayer,Action,2007
7186,0,1841260,A Love Song for Bobby Long,Drama,2004
8653,7000000,1100000,Bad Moon,Horror,1996
1937,150000000,335154643,Prince of Persia: The Sands of Time,Fantasy,2010
10519,6400000,40084041,Hannah and Her Sisters,Drama,1986
5079,0,0,Anything Else,Romance,2003
4057,0,0,Rollerball,Science Fiction,2002
5432,225000000,662845518,Man of Steel,Adventure,2013
2536,7000000,14011454,In Too Deep,Action,1999
1994,35000000,115664037,A Nightmare on Elm Street,Mystery,2010
9680,1000000,0,Deliria,Horror,1987
10088,0,17037887,The Guardian,Horror,1990
7889,18000000,51973029,Amadeus,Drama,1984
7128,0,0,Laws of Attraction,Romance,2004
10070,0,0,The Rookie,Comedy,1990
7001,31000000,27388767,Ella Enchanted,Family,2004
6665,19400000,0,The Painted Veil,Romance,2006
5850,0,0,Return to Nim's Island,Adventure,2013
9751,0,3110000,Coogan's Bluff,Crime,1968
3978,15000000,9237470,Dark Blue,Drama,2002
4966,20000000,135680000,The Jungle Book 2,Animation,2003
5302,80000000,17626234,The Postman,Drama,1997
4242,10000000,29392418,A Low Down Dirty Shame,Action,1994
6523,0,0,Aliens of the Deep,Action,2005
8476,65000000,89456761,The Long Kiss Goodnight,Crime,1996
7804,0,0,Brand Upon the Brain! A Remembrance in 12 Chapters,Drama,2007
10689,11000000,141195658,Thunderball,Thriller,1965
9894,0,0,Send Me No Flowers,Comedy,1964
8497,4500000,7011317,Bound,Romance,1996
8460,7000000,60611975,Fargo,Drama,1996
3672,0,17801,4:44 Last Day on Earth,Drama,2011
3941,0,0,Home Alone 4,Crime,2002
9354,11000000,2807854,Return to the Blue Lagoon,Adventure,1991
7386,3000000,0,Motel Hell,Horror,1980
3216,0,0,NYC: Tornado Terror,Thriller,2008
5042,0,0,Bionicle: Mask of Light,Family,2003
10522,4500000,0,Salvador,Drama,1986
7778,0,0,Full of It,Drama,2007
2009,20000000,32005248,You Again,Comedy,2010
5390,30000000,13130349,Rosewood,History,1997
1065,0,0,Scooby-Doo! WrestleMania Mystery,Family,2014
3749,10000000,0,Bucky Larson: Born to Be a Star,Comedy,2011
2428,45000000,90683916,Galaxy Quest,Science Fiction,1999
7111,0,0,The Librarian: Quest for the Spear,Comedy,2004
151,0,0,Pay the Ghost,Thriller,2015
3070,0,0,Barbie and the Diamond Castle,Animation,2008
9158,0,0,Brink!,Drama,1998
6875,2000000,300000,Ten Canoes,Adventure,2006
5049,55000000,34234008,The Hunted,Thriller,2003
5288,0,25804707,Murder at 1600,Crime,1997
9096,0,0,Dangerous Beauty,Romance,1998
2149,0,0,Donkey's Christmas Shrektacular,Animation,2010
8077,19000000,141407024,Bad Boys,Action,1995
2202,4000000,55125,Dirty Girl,Comedy,2010
9180,48000000,474171806,Indiana Jones and the Last Crusade,Adventure,1989
6704,26000000,0,Little Children,Romance,2006
3515,24000000,63543328,Footloose,Drama,2011
604,0,0,The Subjects,Thriller,2015
9000,70000000,164000000,Six Days Seven Nights,Romance,1998
6779,5000000,0,The Oh in Ohio,Drama,2006
10038,0,0,Rosencrantz & Guildenstern Are Dead,Comedy,1990
10809,0,0,Someone's Watching Me!,Thriller,1978
2107,18000000,871279,Carlos,History,2010
1394,90000000,524028679,Sherlock Holmes,Comedy,2009
9582,0,0,18 Again!,Fantasy,1988
5531,32000000,57284237,The Physician,Adventure,2013
5515,20000000,47241945,Texas Chainsaw 3D,Thriller,2013
993,0,0,7500,Mystery,2014
9245,13000000,0,The Fabulous Baker Boys,Romance,1989
9815,0,0,A Boy and His Dog,Science Fiction,1975
4036,30000000,33013805,Confessions of a Dangerous Mind,Romance,2002
10266,13000000,428868,Body Snatchers,Science Fiction,1993
5753,0,0,The Haunting in Connecticut 2: Ghosts of Georgia,Drama,2013
9706,0,7305209,Who's That Girl,Romance,1987
9223,0,71079915,Turner & Hooch,Family,1989
10717,0,0,Cat Ballou,Comedy,1965
2881,200000000,586090727,Quantum of Solace,Action,2008
10045,0,20,Jetsons: The Movie,Comedy,1990
10345,0,5632086,Swing Kids,Drama,1993
6187,0,0,The Care Bears Movie,Adventure,1985
9279,0,0,Music Box,Drama,1989
977,0,0,Tapped Out,Action,2014
1689,0,0,Nine Miles Down,Horror,2009
3881,0,0,Into the Abyss,Documentary,2011
8038,0,0,V,Science Fiction,1983
6857,20000000,17807569,School for Scoundrels,Romance,2006
6046,0,0,Gus,Comedy,2013
4025,30000000,27674124,The Quiet American,Drama,2002
4388,13000000,33400000,The Perks of Being a Wallflower,Romance,2012
4189,55000000,196567262,Stargate,Action,1994
632,20000000,78739897,John Wick,Action,2014
6095,10000000,57500000,Commando,Action,1985
361,0,0,Entertainment,Drama,2015
849,0,0,What We Do in the Shadows,Horror,2014
8315,40000000,14358033,Memoirs of an Invisible Man,Fantasy,1992
2482,75000000,108000000,Three Kings,Action,1999
5112,0,0,Darkness Falls,Horror,2003
4233,28000000,11373501,Thumbelina,Animation,1994
810,0,0,Zodiac,TV Movie,2014
