cuisine_style,ranking,rating,reviews_number
 Gluten Free Options,32.0,4.5,548.0
Asian,5927.0,4.0,52.0
 Korean,5927.0,4.0,52.0
 Japanese,5927.0,4.0,52.0
French,13177.0,3.0,121.0
 European,13177.0,3.0,121.0
 International,13177.0,3.0,121.0
 Vegetarian Friendly,13177.0,3.0,121.0
Mediterranean,6681.0,3.5,13.0
 Spanish,6681.0,3.5,13.0
American,640.0,4.0,93.0
 Bar,640.0,4.0,93.0
 Hungarian,640.0,4.0,93.0
 European,640.0,4.0,93.0
 Pub,640.0,4.0,93.0
 Vegetarian Friendly,640.0,4.0,93.0
Seafood,174.0,4.0,142.0
 Mediterranean,174.0,4.0,142.0
 Barbecue,174.0,4.0,142.0
 European,174.0,4.0,142.0
 Portuguese,174.0,4.0,142.0
Italian,3916.0,4.0,19.0
Japanese,5741.0,3.5,51.0
 Asian,5741.0,3.5,51.0
unknown,2289.0,3.5,3.0
Fast Food,1041.0,4.5,14.0
 European,1041.0,4.5,14.0
 Hungarian,1041.0,4.5,14.0
Italian,1612.0,4.0,621.0
 Pizza,1612.0,4.0,621.0
 Seafood,1612.0,4.0,621.0
 Mediterranean,1612.0,4.0,621.0
 Vegetarian Friendly,1612.0,4.0,621.0
 Gluten Free Options,1612.0,4.0,621.0
European,915.0,4.0,40.0
 Italian,915.0,4.0,40.0
 Pizza,915.0,4.0,40.0
Mediterranean,1273.0,4.0,554.0
 European,1273.0,4.0,554.0
 Spanish,1273.0,4.0,554.0
 Vegetarian Friendly,1273.0,4.0,554.0
 Gluten Free Options,1273.0,4.0,554.0
 Vegan Options,1273.0,4.0,554.0
French,9574.0,4.0,6.0
American,539.0,4.0,82.0
 Steakhouse,539.0,4.0,82.0
 Bar,539.0,4.0,82.0
 Barbecue,539.0,4.0,82.0
unknown,2259.0,3.5,9.0
Russian,1202.0,4.0,20.0
Italian,3893.0,3.5,6.0
Italian,13209.0,3.0,11.0
 Pizza,13209.0,3.0,11.0
Italian,333.0,4.5,153.0
 Pizza,333.0,4.5,153.0
 Mediterranean,333.0,4.5,153.0
 European,333.0,4.5,153.0
 Vegetarian Friendly,333.0,4.5,153.0
 Vegan Options,333.0,4.5,153.0
 Gluten Free Options,333.0,4.5,153.0
American,3897.0,4.0,13.0
 Latin,3897.0,4.0,13.0
 Venezuelan,3897.0,4.0,13.0
French,531.0,4.5,256.0
 European,531.0,4.5,256.0
 Vegetarian Friendly,531.0,4.5,256.0
Cafe,439.0,4.5,51.0
 Portuguese,439.0,4.5,51.0
 European,439.0,4.5,51.0
Mediterranean,1035.0,4.5,193.0
 European,1035.0,4.5,193.0
 Turkish,1035.0,4.5,193.0
 Middle Eastern,1035.0,4.5,193.0
 Vegetarian Friendly,1035.0,4.5,193.0
 Vegan Options,1035.0,4.5,193.0
 Gluten Free Options,1035.0,4.5,193.0
Spanish,957.0,3.5,8.0
French,1269.0,4.0,37.0
Turkish,14414.0,4.0,4.0
Vegetarian Friendly,1700.0,4.0,19.0
Cafe,284.0,4.0,11.0
Italian,464.0,4.5,47.0
 Mediterranean,464.0,4.5,47.0
 European,464.0,4.5,47.0
Chinese,1259.0,4.0,121.0
 Asian,1259.0,4.0,121.0
Pizza,3245.0,4.0,16.0
Seafood,1169.0,4.0,67.0
 Mediterranean,1169.0,4.0,67.0
 European,1169.0,4.0,67.0
 Portuguese,1169.0,4.0,67.0
unknown,5925.0,4.0,56.0
American,3303.0,4.0,245.0
 Vegetarian Friendly,3303.0,4.0,245.0
Sushi,378.0,4.0,98.0
 Asian,378.0,4.0,98.0
 Thai,378.0,4.0,98.0
 Vegetarian Friendly,378.0,4.0,98.0
unknown,1713.0,4.0,6.0
unknown,2190.0,5.0,NaN
Mexican,1687.0,4.5,38.0
 Latin,1687.0,4.5,38.0
 Vegetarian Friendly,1687.0,4.5,38.0
 Vegan Options,1687.0,4.5,38.0
Italian,1755.0,4.0,382.0
 Pizza,1755.0,4.0,382.0
 Vegetarian Friendly,1755.0,4.0,382.0
 Vegan Options,1755.0,4.0,382.0
African,703.0,4.5,17.0
 European,703.0,4.5,17.0
 Contemporary,703.0,4.5,17.0
 Portuguese,703.0,4.5,17.0
French,1534.0,4.5,105.0
Bar,685.0,4.0,75.0
 International,685.0,4.0,75.0
 Pub,685.0,4.0,75.0
Mediterranean,2112.0,4.0,121.0
 Greek,2112.0,4.0,121.0
 Vegetarian Friendly,2112.0,4.0,121.0
 Vegan Options,2112.0,4.0,121.0
Steakhouse,2172.0,3.0,52.0
Japanese,207.0,4.5,55.0
 International,207.0,4.5,55.0
 Asian,207.0,4.5,55.0
 Fusion,207.0,4.5,55.0
 Vegetarian Friendly,207.0,4.5,55.0
 Vegan Options,207.0,4.5,55.0
Japanese,7702.0,3.5,51.0
 Sushi,7702.0,3.5,51.0
 Asian,7702.0,3.5,51.0
unknown,541.0,3.5,3.0
Mediterranean,1230.0,4.0,78.0
 Spanish,1230.0,4.0,78.0
 Vegetarian Friendly,1230.0,4.0,78.0
 Vegan Options,1230.0,4.0,78.0
 Gluten Free Options,1230.0,4.0,78.0
Belgian,3251.0,4.0,123.0
 Bar,3251.0,4.0,123.0
 European,3251.0,4.0,123.0
 Pub,3251.0,4.0,123.0
Italian,3999.0,4.0,137.0
 Pizza,3999.0,4.0,137.0
 Mediterranean,3999.0,4.0,137.0
Vietnamese,1209.0,4.5,8.0
 Street Food,1209.0,4.5,8.0
Italian,1927.0,4.0,42.0
 Pizza,1927.0,4.0,42.0
 European,1927.0,4.0,42.0
 Contemporary,1927.0,4.0,42.0
Seafood,12016.0,3.5,16.0
 Healthy,12016.0,3.5,16.0
Pizza,1610.0,4.0,9.0
 Italian,1610.0,4.0,9.0
Austrian,46.0,4.5,2490.0
 Vegetarian Friendly,46.0,4.5,2490.0
 Gluten Free Options,46.0,4.5,2490.0
Mediterranean,2043.0,3.5,172.0
 Spanish,2043.0,3.5,172.0
 Vegetarian Friendly,2043.0,3.5,172.0
Spanish,6691.0,3.0,37.0
 Seafood,6691.0,3.0,37.0
 Mediterranean,6691.0,3.0,37.0
 European,6691.0,3.0,37.0
Italian,481.0,4.5,31.0
unknown,1318.0,4.0,6.0
Asian,1012.0,3.5,440.0
 Thai,1012.0,3.5,440.0
 Vietnamese,1012.0,3.5,440.0
 Vegetarian Friendly,1012.0,3.5,440.0
 Vegan Options,1012.0,3.5,440.0
 Gluten Free Options,1012.0,3.5,440.0
Bar,1336.0,5.0,NaN
 Pub,1336.0,5.0,NaN
Spanish,7659.0,2.0,32.0
Indian,74.0,4.5,1806.0
 Asian,74.0,4.5,1806.0
 Vegetarian Friendly,74.0,4.5,1806.0
 Vegan Options,74.0,4.5,1806.0
 Gluten Free Options,74.0,4.5,1806.0
Mediterranean,3626.0,3.5,258.0
 European,3626.0,3.5,258.0
 Spanish,3626.0,3.5,258.0
 Gluten Free Options,3626.0,3.5,258.0
Italian,1631.0,4.5,9.0
 Vegetarian Friendly,1631.0,4.5,9.0
Chinese,300.0,4.0,1103.0
 Asian,300.0,4.0,1103.0
 Vegetarian Friendly,300.0,4.0,1103.0
 Vegan Options,300.0,4.0,1103.0
 Gluten Free Options,300.0,4.0,1103.0
Japanese,1072.0,4.5,17.0
 Sushi,1072.0,4.5,17.0
 Asian,1072.0,4.5,17.0
 Vegetarian Friendly,1072.0,4.5,17.0
Mediterranean,401.0,4.0,774.0
 European,401.0,4.0,774.0
 Vegetarian Friendly,401.0,4.0,774.0
 Vegan Options,401.0,4.0,774.0
 Gluten Free Options,401.0,4.0,774.0
unknown,2467.0,4.5,39.0
Italian,460.0,4.0,484.0
 Seafood,460.0,4.0,484.0
 Mediterranean,460.0,4.0,484.0
 European,460.0,4.0,484.0
 Contemporary,460.0,4.0,484.0
 Vegetarian Friendly,460.0,4.0,484.0
American,14084.0,3.5,15.0
Pizza,3223.0,3.5,87.0
 Seafood,3223.0,3.5,87.0
American,4701.0,4.0,185.0
 Bar,4701.0,4.0,185.0
 British,4701.0,4.0,185.0
 Mexican,4701.0,4.0,185.0
American,982.0,3.5,12.0
Italian,4453.0,4.0,171.0
 Bar,4453.0,4.0,171.0
 Cafe,4453.0,4.0,171.0
 Mediterranean,4453.0,4.0,171.0
 European,4453.0,4.0,171.0
 Pub,4453.0,4.0,171.0
 Wine Bar,4453.0,4.0,171.0
 Vegetarian Friendly,4453.0,4.0,171.0
Italian,323.0,4.0,590.0
 Seafood,323.0,4.0,590.0
 Mediterranean,323.0,4.0,590.0
 Vegetarian Friendly,323.0,4.0,590.0
 Gluten Free Options,323.0,4.0,590.0
Italian,4484.0,3.0,1063.0
 Pizza,4484.0,3.0,1063.0
 Mediterranean,4484.0,3.0,1063.0
 Vegetarian Friendly,4484.0,3.0,1063.0
unknown,7999.0,3.0,9.0
American,8820.0,3.5,31.0
 Bar,8820.0,3.5,31.0
unknown,8234.0,3.0,2.0
Ethiopian,8843.0,4.5,6.0
Italian,403.0,4.0,1133.0
 Pizza,403.0,4.0,1133.0
 Mediterranean,403.0,4.0,1133.0
 Vegetarian Friendly,403.0,4.0,1133.0
 Vegan Options,403.0,4.0,1133.0
 Gluten Free Options,403.0,4.0,1133.0
unknown,5782.0,4.0,NaN
Pizza,1416.0,4.0,252.0
 Vegetarian Friendly,1416.0,4.0,252.0
European,1586.0,4.0,14.0
 Czech,1586.0,4.0,14.0
unknown,4550.0,4.5,5.0
Moroccan,6812.0,4.0,34.0
 Mediterranean,6812.0,4.0,34.0
 Vegetarian Friendly,6812.0,4.0,34.0
French,4295.0,4.0,69.0
 European,4295.0,4.0,69.0
Bar,192.0,4.0,53.0
 European,192.0,4.0,53.0
 Pub,192.0,4.0,53.0
 Vegetarian Friendly,192.0,4.0,53.0
Mediterranean,1906.0,4.0,250.0
 Spanish,1906.0,4.0,250.0
 European,1906.0,4.0,250.0
 Gluten Free Options,1906.0,4.0,250.0
Italian,4093.0,4.0,35.0
 Mediterranean,4093.0,4.0,35.0
unknown,1858.0,4.0,2.0
Mediterranean,5180.0,4.0,18.0
 Egyptian,5180.0,4.0,18.0
Cafe,7995.0,4.0,24.0
 British,7995.0,4.0,24.0
unknown,12459.0,4.0,NaN
Spanish,7511.0,2.5,13.0
Chinese,112.0,4.5,30.0
 Asian,112.0,4.5,30.0
 Vegetarian Friendly,112.0,4.5,30.0
Mediterranean,909.0,4.5,51.0
 European,909.0,4.5,51.0
 Spanish,909.0,4.5,51.0
 Vegetarian Friendly,909.0,4.5,51.0
Italian,7674.0,3.5,200.0
 Pizza,7674.0,3.5,200.0
 Vegetarian Friendly,7674.0,3.5,200.0
Chinese,2867.0,4.5,35.0
 Asian,2867.0,4.5,35.0
 Vegetarian Friendly,2867.0,4.5,35.0
unknown,6150.0,3.5,34.0
Italian,987.0,4.0,274.0
 Mediterranean,987.0,4.0,274.0
 European,987.0,4.0,274.0
 Vegetarian Friendly,987.0,4.0,274.0
Asian,1537.0,4.0,20.0
Pizza,2474.0,4.5,102.0
unknown,2005.0,4.0,15.0
Bar,6608.0,3.5,19.0
 Spanish,6608.0,3.5,19.0
 Pub,6608.0,3.5,19.0
unknown,5110.0,3.0,6.0
Italian,1260.0,3.0,6.0
unknown,1744.0,3.0,12.0
Cafe,30.0,4.5,87.0
 European,30.0,4.5,87.0
 Central European,30.0,4.5,87.0
 Vegetarian Friendly,30.0,4.5,87.0
 Vegan Options,30.0,4.5,87.0
 Gluten Free Options,30.0,4.5,87.0
European,452.0,5.0,78.0
 Portuguese,452.0,5.0,78.0
French,1843.0,4.5,132.0
 European,1843.0,4.5,132.0
British,246.0,4.0,92.0
 European,246.0,4.0,92.0
 Cafe,246.0,4.0,92.0
 Vegetarian Friendly,246.0,4.0,92.0
 Vegan Options,246.0,4.0,92.0
unknown,2780.0,4.5,7.0
Japanese,153.0,4.0,80.0
 Sushi,153.0,4.0,80.0
 Asian,153.0,4.0,80.0
unknown,1654.0,3.5,3.0
French,2225.0,4.5,140.0
 Wine Bar,2225.0,4.5,140.0
Mediterranean,5561.0,4.0,76.0
 Middle Eastern,5561.0,4.0,76.0
 Moroccan,5561.0,4.0,76.0
unknown,8466.0,4.0,7.0
Fast Food,460.0,4.5,77.0
 Vegetarian Friendly,460.0,4.5,77.0
 Vegan Options,460.0,4.5,77.0
Italian,4092.0,4.0,20.0
American,1348.0,4.5,156.0
 Vegetarian Friendly,1348.0,4.5,156.0
 Vegan Options,1348.0,4.5,156.0
 Gluten Free Options,1348.0,4.5,156.0
Japanese,9879.0,3.5,47.0
 Sushi,9879.0,3.5,47.0
unknown,9012.0,3.5,17.0
Japanese,730.0,4.5,50.0
 Sushi,730.0,4.5,50.0
French,774.0,4.0,1024.0
 European,774.0,4.0,1024.0
Mexican,7693.0,4.0,4.0
unknown,3633.0,4.5,3.0
unknown,12374.0,4.0,NaN
Italian,5910.0,3.5,3.0
French,318.0,4.5,523.0
 European,318.0,4.5,523.0
 Vegetarian Friendly,318.0,4.5,523.0
European,1376.0,3.5,66.0
 Danish,1376.0,3.5,66.0
 Scandinavian,1376.0,3.5,66.0
Soups,214.0,4.5,100.0
 International,214.0,4.5,100.0
unknown,2261.0,4.5,3.0
unknown,1411.0,1.0,NaN
Italian,2784.0,4.0,161.0
 Pizza,2784.0,4.0,161.0
 International,2784.0,4.0,161.0
 Vegetarian Friendly,2784.0,4.0,161.0
Italian,1817.0,3.5,1067.0
 Pizza,1817.0,3.5,1067.0
 Mediterranean,1817.0,3.5,1067.0
 European,1817.0,3.5,1067.0
 Vegetarian Friendly,1817.0,3.5,1067.0
 Vegan Options,1817.0,3.5,1067.0
 Gluten Free Options,1817.0,3.5,1067.0
unknown,3481.0,5.0,NaN
Italian,1621.0,4.5,107.0
 Pizza,1621.0,4.5,107.0
Spanish,6210.0,3.5,9.0
Italian,258.0,4.5,92.0
 European,258.0,4.5,92.0
 Contemporary,258.0,4.5,92.0
 Danish,258.0,4.5,92.0
 Vegetarian Friendly,258.0,4.5,92.0
unknown,3674.0,2.5,9.0
Bar,217.0,4.5,125.0
 Cafe,217.0,4.5,125.0
 European,217.0,4.5,125.0
 Vegetarian Friendly,217.0,4.5,125.0
 Vegan Options,217.0,4.5,125.0
Lebanese,3996.0,4.5,26.0
 Mediterranean,3996.0,4.5,26.0
 Vegetarian Friendly,3996.0,4.5,26.0
Moroccan,7029.0,3.0,125.0
 Middle Eastern,7029.0,3.0,125.0
 African,7029.0,3.0,125.0
 Halal,7029.0,3.0,125.0
unknown,6875.0,3.0,NaN
Asian,5014.0,4.0,116.0
 Vietnamese,5014.0,4.0,116.0
 Vegetarian Friendly,5014.0,4.0,116.0
Mediterranean,3696.0,3.5,127.0
 European,3696.0,3.5,127.0
 Spanish,3696.0,3.5,127.0
unknown,2470.0,4.0,7.0
Peruvian,6093.0,3.5,32.0
 South American,6093.0,3.5,32.0
unknown,12289.0,3.0,8.0
Vegetarian Friendly,2929.0,4.5,51.0
Pub,2045.0,3.5,2.0
International,5141.0,4.0,NaN
 Contemporary,5141.0,4.0,NaN
 Healthy,5141.0,4.0,NaN
unknown,1376.0,5.0,4.0
Irish,157.0,4.0,438.0
 Bar,157.0,4.0,438.0
 European,157.0,4.0,438.0
 Pub,157.0,4.0,438.0
 Vegetarian Friendly,157.0,4.0,438.0
Italian,8000.0,5.0,NaN
Bar,8568.0,3.5,329.0
 British,8568.0,3.5,329.0
 Vegetarian Friendly,8568.0,3.5,329.0
 Gluten Free Options,8568.0,3.5,329.0
Chinese,12834.0,3.5,7.0
 Vegetarian Friendly,12834.0,3.5,7.0
unknown,13488.0,2.5,8.0
Italian,8531.0,2.0,NaN
 Pizza,8531.0,2.0,NaN
Irish,886.0,3.5,250.0
 Bar,886.0,3.5,250.0
 European,886.0,3.5,250.0
 Pub,886.0,3.5,250.0
French,1752.0,4.5,114.0
 European,1752.0,4.5,114.0
 Vegetarian Friendly,1752.0,4.5,114.0
Italian,864.0,4.0,253.0
 Pizza,864.0,4.0,253.0
 Seafood,864.0,4.0,253.0
 Mediterranean,864.0,4.0,253.0
 Vegetarian Friendly,864.0,4.0,253.0
Spanish,3734.0,4.0,20.0
French,6184.0,3.5,155.0
 Bar,6184.0,3.5,155.0
 European,6184.0,3.5,155.0
French,6611.0,4.5,5.0
 Seafood,6611.0,4.5,5.0
Italian,2477.0,5.0,17.0
 Street Food,2477.0,5.0,17.0
Pizza,6804.0,3.5,13.0
 Spanish,6804.0,3.5,13.0
Chinese,940.0,5.0,2.0
French,485.0,4.5,12.0
 Swiss,485.0,4.5,12.0
 European,485.0,4.5,12.0
Bar,4187.0,4.5,26.0
 Pub,4187.0,4.5,26.0
 Vegetarian Friendly,4187.0,4.5,26.0
Italian,2666.0,4.0,32.0
 Mediterranean,2666.0,4.0,32.0
 European,2666.0,4.0,32.0
 Central European,2666.0,4.0,32.0
Indian,4173.0,3.5,3135.0
 Asian,4173.0,3.5,3135.0
 Pakistani,4173.0,3.5,3135.0
 Vegetarian Friendly,4173.0,3.5,3135.0
 Halal,4173.0,3.5,3135.0
Mediterranean,718.0,4.0,68.0
 European,718.0,4.0,68.0
 Greek,718.0,4.0,68.0
 Vegetarian Friendly,718.0,4.0,68.0
American,11084.0,3.5,36.0
Brew Pub,4409.0,4.5,3.0
 Cafe,4409.0,4.5,3.0
 Wine Bar,4409.0,4.5,3.0
unknown,725.0,4.5,15.0
British,9209.0,5.0,NaN
Mediterranean,7424.0,2.5,44.0
 Spanish,7424.0,2.5,44.0
 European,7424.0,2.5,44.0
unknown,4748.0,4.0,7.0
Cafe,946.0,4.5,25.0
 European,946.0,4.5,25.0
 Delicatessen,946.0,4.5,25.0
German,6018.0,3.5,3.0
unknown,8039.0,5.0,NaN
Vegetarian Friendly,357.0,5.0,84.0
 Vegan Options,357.0,5.0,84.0
unknown,6685.0,4.0,17.0
Cafe,1244.0,4.5,12.0
unknown,1431.0,3.5,3.0
Bar,901.0,4.0,139.0
 Pub,901.0,4.0,139.0
 Czech,901.0,4.0,139.0
 Eastern European,901.0,4.0,139.0
 Central European,901.0,4.0,139.0
 European,901.0,4.0,139.0
South American,12475.0,3.5,13.0
Bar,14936.0,3.0,319.0
 British,14936.0,3.0,319.0
 International,14936.0,3.0,319.0
 Vegetarian Friendly,14936.0,3.0,319.0
 Gluten Free Options,14936.0,3.0,319.0
unknown,9475.0,5.0,NaN
Fast Food,2010.0,3.5,50.0
 Healthy,2010.0,3.5,50.0
 Vegetarian Friendly,2010.0,3.5,50.0
 Vegan Options,2010.0,3.5,50.0
Steakhouse,1404.0,3.5,142.0
 Brazilian,1404.0,3.5,142.0
Mediterranean,164.0,4.5,99.0
 Middle Eastern,164.0,4.5,99.0
 Vegetarian Friendly,164.0,4.5,99.0
 Vegan Options,164.0,4.5,99.0
 Gluten Free Options,164.0,4.5,99.0
Bar,616.0,5.0,16.0
 International,616.0,5.0,16.0
 Mediterranean,616.0,5.0,16.0
 Grill,616.0,5.0,16.0
 Pub,616.0,5.0,16.0
unknown,1973.0,4.0,9.0
unknown,3663.0,2.5,7.0
French,7092.0,4.0,12.0
European,740.0,4.0,98.0
 Hungarian,740.0,4.0,98.0
 Eastern European,740.0,4.0,98.0
 Bar,740.0,4.0,98.0
 International,740.0,4.0,98.0
 Central European,740.0,4.0,98.0
Italian,13339.0,2.5,13.0
French,7271.0,4.0,65.0
 Mediterranean,7271.0,4.0,65.0
 Wine Bar,7271.0,4.0,65.0
unknown,6007.0,4.5,4.0
Japanese,302.0,4.5,132.0
 Asian,302.0,4.5,132.0
 Vegetarian Friendly,302.0,4.5,132.0
unknown,1883.0,4.5,6.0
French,2481.0,4.5,151.0
 European,2481.0,4.5,151.0
Bar,919.0,3.5,2.0
 Pub,919.0,3.5,2.0
unknown,1216.0,5.0,NaN
Irish,57.0,4.5,3491.0
 Bar,57.0,4.5,3491.0
 European,57.0,4.5,3491.0
 British,57.0,4.5,3491.0
 Pub,57.0,4.5,3491.0
 Vegetarian Friendly,57.0,4.5,3491.0
 Gluten Free Options,57.0,4.5,3491.0
unknown,1648.0,3.5,17.0
Mediterranean,574.0,4.0,604.0
 European,574.0,4.0,604.0
 Spanish,574.0,4.0,604.0
 Contemporary,574.0,4.0,604.0
 Vegetarian Friendly,574.0,4.0,604.0
 Gluten Free Options,574.0,4.0,604.0
Seafood,8028.0,4.0,49.0
Turkish,11144.0,4.5,8.0
 Mediterranean,11144.0,4.5,8.0
 British,11144.0,4.5,8.0
unknown,6495.0,3.5,6.0
Seafood,3918.0,3.5,197.0
 Italian,3918.0,3.5,197.0
 Pizza,3918.0,3.5,197.0
 Grill,3918.0,3.5,197.0
unknown,13161.0,3.0,37.0
Turkish,10791.0,4.5,17.0
 Middle Eastern,10791.0,4.5,17.0
 Halal,10791.0,4.5,17.0
Japanese,312.0,4.5,34.0
 Sushi,312.0,4.5,34.0
 Asian,312.0,4.5,34.0
 Soups,312.0,4.5,34.0
 Vegetarian Friendly,312.0,4.5,34.0
 Vegan Options,312.0,4.5,34.0
French,12597.0,4.0,2.0
Indian,12632.0,4.0,NaN
Mediterranean,9415.0,5.0,5.0
Italian,4317.0,4.0,122.0
 Cafe,4317.0,4.0,122.0
 Vegetarian Friendly,4317.0,4.0,122.0
unknown,11562.0,3.5,129.0
Mediterranean,6318.0,4.0,16.0
 Healthy,6318.0,4.0,16.0
Bar,7344.0,4.0,50.0
 British,7344.0,4.0,50.0
 Pub,7344.0,4.0,50.0
Italian,215.0,4.0,1613.0
 Mediterranean,215.0,4.0,1613.0
 Vegetarian Friendly,215.0,4.0,1613.0
 Vegan Options,215.0,4.0,1613.0
 Gluten Free Options,215.0,4.0,1613.0
Cafe,1953.0,3.5,39.0
 Vegetarian Friendly,1953.0,3.5,39.0
South American,7391.0,3.0,NaN
 Ecuadorean,7391.0,3.0,NaN
Spanish,3606.0,5.0,2.0
Moroccan,7416.0,5.0,9.0
 Mediterranean,7416.0,5.0,9.0
European,1533.0,4.5,34.0
 Central European,1533.0,4.5,34.0
 Czech,1533.0,4.5,34.0
French,6235.0,4.0,20.0
 Bar,6235.0,4.0,20.0
 Cafe,6235.0,4.0,20.0
 European,6235.0,4.0,20.0
 Pub,6235.0,4.0,20.0
 Vegetarian Friendly,6235.0,4.0,20.0
Dutch,65.0,4.5,2428.0
 European,65.0,4.5,2428.0
 Central European,65.0,4.5,2428.0
 Vegetarian Friendly,65.0,4.5,2428.0
 Vegan Options,65.0,4.5,2428.0
 Gluten Free Options,65.0,4.5,2428.0
Mediterranean,271.0,4.0,384.0
 Italian,271.0,4.0,384.0
 Pizza,271.0,4.0,384.0
 European,271.0,4.0,384.0
 Vegetarian Friendly,271.0,4.0,384.0
 Vegan Options,271.0,4.0,384.0
 Gluten Free Options,271.0,4.0,384.0
unknown,11417.0,4.5,3.0
Chinese,1717.0,4.0,5.0
unknown,7810.0,4.0,15.0
Spanish,86.0,4.5,2186.0
 Vegetarian Friendly,86.0,4.5,2186.0
 Vegan Options,86.0,4.5,2186.0
 Gluten Free Options,86.0,4.5,2186.0
Japanese,993.0,4.5,31.0
 Sushi,993.0,4.5,31.0
 Asian,993.0,4.5,31.0
 Vegetarian Friendly,993.0,4.5,31.0
 Gluten Free Options,993.0,4.5,31.0
American,1392.0,5.0,NaN
 Fast Food,1392.0,5.0,NaN
 International,1392.0,5.0,NaN
 European,1392.0,5.0,NaN
 Hungarian,1392.0,5.0,NaN
Japanese,2826.0,3.0,113.0
 Sushi,2826.0,3.0,113.0
 Asian,2826.0,3.0,113.0
 Fast Food,2826.0,3.0,113.0
Japanese,1572.0,4.0,105.0
 Sushi,1572.0,4.0,105.0
 Asian,1572.0,4.0,105.0
 Vegetarian Friendly,1572.0,4.0,105.0
Italian,1134.0,3.5,61.0
 European,1134.0,3.5,61.0
 Pizza,1134.0,3.5,61.0
unknown,5100.0,4.0,NaN
Bar,708.0,4.0,121.0
 British,708.0,4.0,121.0
 Pub,708.0,4.0,121.0
 Vegetarian Friendly,708.0,4.0,121.0
 Vegan Options,708.0,4.0,121.0
Mediterranean,3967.0,4.0,39.0
 European,3967.0,4.0,39.0
 Spanish,3967.0,4.0,39.0
 Vegetarian Friendly,3967.0,4.0,39.0
unknown,5506.0,3.5,3.0
Italian,4433.0,4.5,56.0
 Pizza,4433.0,4.5,56.0
Indian,15291.0,3.5,16.0
 Halal,15291.0,3.5,16.0
unknown,8129.0,5.0,3.0
unknown,3059.0,4.0,NaN
Mediterranean,5.0,5.0,1078.0
 Spanish,5.0,5.0,1078.0
 Wine Bar,5.0,5.0,1078.0
 European,5.0,5.0,1078.0
 Vegetarian Friendly,5.0,5.0,1078.0
 Vegan Options,5.0,5.0,1078.0
 Gluten Free Options,5.0,5.0,1078.0
Fast Food,852.0,4.0,1322.0
 Barbecue,852.0,4.0,1322.0
 European,852.0,4.0,1322.0
 Portuguese,852.0,4.0,1322.0
 Vegetarian Friendly,852.0,4.0,1322.0
 Gluten Free Options,852.0,4.0,1322.0
unknown,7773.0,1.0,NaN
European,4854.0,4.0,206.0
 Portuguese,4854.0,4.0,206.0
Spanish,885.0,4.5,47.0
 Bar,885.0,4.5,47.0
 European,885.0,4.5,47.0
 Pub,885.0,4.5,47.0
 Vegetarian Friendly,885.0,4.5,47.0
Thai,86.0,4.5,441.0
 Vegetarian Friendly,86.0,4.5,441.0
 Vegan Options,86.0,4.5,441.0
 Gluten Free Options,86.0,4.5,441.0
American,394.0,4.0,141.0
 Central American,394.0,4.0,141.0
 Grill,394.0,4.0,141.0
unknown,1974.0,4.5,9.0
Chinese,240.0,4.5,62.0
 Fast Food,240.0,4.5,62.0
 Asian,240.0,4.5,62.0
 Fusion,240.0,4.5,62.0
 Vegetarian Friendly,240.0,4.5,62.0
 Vegan Options,240.0,4.5,62.0
Mediterranean,318.0,4.5,372.0
 European,318.0,4.5,372.0
 Portuguese,318.0,4.5,372.0
Cafe,1641.0,4.0,64.0
 European,1641.0,4.0,64.0
 Vegetarian Friendly,1641.0,4.0,64.0
 Vegan Options,1641.0,4.0,64.0
Italian,3910.0,5.0,11.0
unknown,4744.0,4.0,8.0
Vegetarian Friendly,401.0,4.5,1084.0
 Gluten Free Options,401.0,4.5,1084.0
French,9105.0,4.0,44.0
 European,9105.0,4.0,44.0
Chinese,847.0,3.5,74.0
 Asian,847.0,3.5,74.0
 Sushi,847.0,3.5,74.0
 Vegetarian Friendly,847.0,3.5,74.0
Italian,9356.0,5.0,NaN
Mexican,789.0,4.0,29.0
 Fast Food,789.0,4.0,29.0
 Spanish,789.0,4.0,29.0
Spanish,4543.0,4.5,5.0
Polish,1777.0,4.5,3.0
 European,1777.0,4.5,3.0
Italian,10179.0,4.0,9.0
Italian,5675.0,5.0,NaN
 Peruvian,5675.0,5.0,NaN
 International,5675.0,5.0,NaN
 Healthy,5675.0,5.0,NaN
 South American,5675.0,5.0,NaN
European,1747.0,4.0,11.0
 Contemporary,1747.0,4.0,11.0
 Portuguese,1747.0,4.0,11.0
Cafe,1301.0,4.5,32.0
 Portuguese,1301.0,4.5,32.0
 European,1301.0,4.5,32.0
unknown,5331.0,4.5,4.0
French,6339.0,4.0,83.0
 European,6339.0,4.0,83.0
 Bar,6339.0,4.0,83.0
 Pub,6339.0,4.0,83.0
Russian,195.0,4.0,143.0
 Eastern European,195.0,4.0,143.0
 European,195.0,4.0,143.0
 Vegetarian Friendly,195.0,4.0,143.0
Bar,2200.0,4.0,75.0
 Pub,2200.0,4.0,75.0
 Brew Pub,2200.0,4.0,75.0
Italian,2793.0,4.0,157.0
 Seafood,2793.0,4.0,157.0
 Mediterranean,2793.0,4.0,157.0
Mediterranean,396.0,4.5,95.0
 African,396.0,4.5,95.0
 Portuguese,396.0,4.5,95.0
 Soups,396.0,4.5,95.0
Bar,294.0,4.0,754.0
 Mediterranean,294.0,4.0,754.0
